Id,Name,Geometry,Info
6514,No Name 1002,"LINESTRING (20.1970977778691 49.0303344751322, 20.1967716220212 49.0301513690359)",Gravel Road (NetInfo)
6519,No Name 3358,"LINESTRING (20.1817760467256 49.0418586757474, 20.1826171874326 49.041988375566)",Gravel Road (NetInfo)
6523,No Name 702,"LINESTRING (20.1629734043993 49.0673713702025, 20.1616878371557 49.0673265456969)",Highway Bridge (NetInfo)
6526,No Name 975,"LINESTRING (20.1588363641414 49.0414085402089, 20.1589736937626 49.0413475047312)",Gravel Road (NetInfo)
6568,No Name 601,"LINESTRING (20.1339855181228 49.0628242510658, 20.1340560901503 49.0629577654651)",Basic Road (NetInfo)
6589,No Name 4263,"LINESTRING (20.1923503875411 49.0658988970436, 20.1924953461807 49.065891267655)",Basic Road (NetInfo)
6610,No Name 343,"LINESTRING (20.1210498788031 49.0717239397516, 20.1221523312198 49.0715217608987)",Highway (NetInfo)
6616,No Name 614,"LINESTRING (20.1344089493228 49.024456024684, 20.1340675353462 49.0243263282099)",Gravel Road (NetInfo)
6620,No Name 3387,"LINESTRING (20.1446247089745 49.0709915179208, 20.1441211694962 49.0713348404403)",Gravel Road (NetInfo)
6632,No Name 3727,"LINESTRING (20.1663665764805 49.0350456246408, 20.1664524084733 49.0349464442976)",Gravel Road (NetInfo)
6647,No Name 975,"LINESTRING (20.1580772396084 49.0413665779269, 20.1583633419181 49.041393282256)",Gravel Road (NetInfo)
6653,No Name 3358,"LINESTRING (20.1792526246638 49.0421714791784, 20.1798725127961 49.0419044522147)",Gravel Road (NetInfo)
6655,No Name 3718,"LINESTRING (20.1765995023341 49.0405006416979, 20.1767711636667 49.0406417870565)",Gravel Road (NetInfo)
6660,No Name 565,"LINESTRING (20.1363506318309 49.053340913753, 20.1360740659619 49.0542221087727)",Basic Road (NetInfo)
6663,No Name 589,"LINESTRING (20.1363792413085 49.0540390031637, 20.1365241992674 49.0539131183724)",Basic Road (NetInfo)
6666,No Name 2581,"LINESTRING (20.1412162778031 49.0646324175762, 20.1417236333287 49.0645141620269)",Highway (NetInfo)
6670,No Name 3630,"LINESTRING (20.163095473595 49.0453109755601, 20.1628017418788 49.0449485796675)",Basic Road (NetInfo)
6675,No Name 975,"LINESTRING (20.140371324036 49.0430870078706, 20.1404953013068 49.0430030850163)",Gravel Road (NetInfo)
6677,No Name 975,"LINESTRING (20.142086029143 49.0423316974941, 20.1422157290594 49.042304993754)",Gravel Road (NetInfo)
6701,No Name 291,"LINESTRING (20.1624531810501 49.0672069167749, 20.1626666414859 49.0672171708343, 20.1628978647325 49.0672285548027, 20.1628978647325 49.0672285548027, 20.1632118225023 49.0672416706054)",Highway Bridge (NetInfo)
6708,No Name 2577,"LINESTRING (20.144102095999 49.0643501300463, 20.1433486954376 49.0644187945994)",Highway (NetInfo)
6750,No Name 4256,"LINESTRING (20.1867294310898 49.0642623919685, 20.1873111724428 49.0643081683043)",Highway (NetInfo)
6764,No Name 4356,"LINESTRING (20.1890411375635 49.0705223102595, 20.1892547607764 49.0708122269288)",Basic Road (NetInfo)
6765,No Name 4356,"LINESTRING (20.1890468597688 49.0704650895086, 20.1890411375635 49.0705223102595)",Basic Road (NetInfo)
6769,No Name 575,"LINESTRING (20.1340541854228 49.063621522815, 20.1340160366757 49.0633621234162)",Basic Road (NetInfo)
6789,No Name 607,"LINESTRING (20.1302623749016 49.0645065325792, 20.1302051550233 49.0644493121317)",Basic Road (NetInfo)
6816,No Name 3733,"LINESTRING (20.1597080226179 49.0694389359158, 20.1599502565934 49.0693397541364)",Gravel Road (NetInfo)
6818,No Name 3791,"LINESTRING (20.1411190046428 49.0699501053076, 20.1409282686509 49.0699386617362)",Gravel Road (NetInfo)
6826,No Name 344,"LINESTRING (20.1480636595385 49.0644493121089, 20.1467552199304 49.0643272418194)",Highway (NetInfo)
6869,No Name 550,"LINESTRING (20.1732559206107 49.0634117144534, 20.1730003359408 49.0634956378075)",Basic Road (NetInfo)
6886,No Name 3387,"LINESTRING (20.1572380072851 49.0628318804906, 20.1567554459936 49.0630912798885)",Gravel Road (NetInfo)
6887,No Name 69,"LINESTRING (20.140121460057 49.0709953326355, 20.1401443468132 49.0711059589794)",Medium Road (NetInfo)
6903,No Name 1162,"LINESTRING (20.1994628903692 49.0565681478028, 20.1993923190423 49.0569229145299)",Basic Road (NetInfo)
6906,No Name 102,"LINESTRING (20.1475639326335 49.0617485063645, 20.1471824648552 49.0619888323151)",Large Road (NetInfo)
6911,No Name 974,"LINESTRING (20.1416835776703 49.0322532675327, 20.1414413462953 49.0321922313344)",Gravel Road (NetInfo)
6920,No Name 2581,"LINESTRING (20.139533997153 49.0651016253507, 20.140586852001 49.0647926349163)",Highway (NetInfo)
6926,No Name 1485,"LINESTRING (20.1283645650052 49.0256958010755, 20.1277275070255 49.0256881714982)",Gravel Road (NetInfo)
6944,No Name 4519,"LINESTRING (20.1304893489442 49.0692329426819, 20.1290493015648 49.0698280350488)",Large Road (NetInfo)
6950,No Name 3973,"LINESTRING (20.1493473057394 49.0608787554979, 20.1493663780623 49.0610542315539)",Gravel Road (NetInfo)
6976,Osloboditeľov,"LINESTRING (20.1915607450965 49.0673866290308, 20.190912246775 49.067966462856)",Basic Road (NetInfo)
6977,Hlavná,"LINESTRING (20.1868751306814 49.0588194051589, 20.184844970625 49.0586547870105)",Large Road (NetInfo)
6995,No Name 3630,"LINESTRING (20.1624259940817 49.0443992633977, 20.1623687738725 49.0443077097078)",Basic Road (NetInfo)
7000,No Name 3389,"LINESTRING (20.1756423682478 49.0638898791767, 20.175937478974 49.0638374645143, 20.1762602362947 49.0638040204593, 20.1762602362947 49.0638040204593, 20.1768932339563 49.0637931841715)",Gravel Road (NetInfo)
7013,No Name 4256,"LINESTRING (20.1822490691202 49.0643539446887, 20.1826286315328 49.0643081683308)",Highway (NetInfo)
7017,No Name 806,"LINESTRING (20.1434249878908 49.0646362322765, 20.1433906557536 49.06470489685)",HighwayRamp (NetInfo)
7039,No Name 4275,"LINESTRING (20.1959724428725 49.0638694781172, 20.1964645385389 49.0634918231065)",Gravel Road (NetInfo)
7050,No Name 614,"LINESTRING (20.1421451572458 49.0204505922684, 20.1408996566723 49.0214347865778)",Gravel Road (NetInfo)
7069,No Name 3796,"LINESTRING (20.145141601646 49.0711479205192, 20.1463184340109 49.0708770769605)",Gravel Road (NetInfo)
7081,Okružná,"LINESTRING (20.173871994062 49.060962678786, 20.1736545564615 49.0611267108369)",Basic Road (NetInfo)
7082,Okružná,"LINESTRING (20.174024581904 49.0608520526387, 20.173871994062 49.060962678786)",Basic Road (NetInfo)
7088,No Name 3237,"LINESTRING (20.1930103304991 49.0704002398724, 20.1942176815717 49.0699920673423)",Basic Road (NetInfo)
7095,No Name 4256,"LINESTRING (20.1844978332694 49.0641937273932, 20.1850490569926 49.0641937274131)",Highway (NetInfo)
7098,No Name 3725,"LINESTRING (20.1747589112436 49.0345458992616, 20.1755428317491 49.0347671533867)",Gravel Road (NetInfo)
7115,No Name 1004,"LINESTRING (20.192443847622 49.0355834989401, 20.1911983490227 49.0351295489061)",Gravel Road (NetInfo)
7118,No Name 4356,"LINESTRING (20.1912288665081 49.0685729999362, 20.1911010742186 49.0686454788537)",Basic Road (NetInfo)
7134,No Name 607,"LINESTRING (20.1340370168531 49.0621376055537, 20.1340618124062 49.0621871966453)",Basic Road (NetInfo)
7174,No Name 3635,"LINESTRING (20.1599159233307 49.0423126236218, 20.1600379940784 49.0422325159023)",Basic Road (NetInfo)
7178,No Name 4257,"LINESTRING (20.181692123559 49.0645408648141, 20.181322097894 49.0645942705619)",Highway (NetInfo)
7181,Tunel Bôrik,"LINESTRING (20.158975601382 49.0670623796346, 20.1584033969886 49.0669708271165)",Highway (NetInfo)
7182,No Name 4257,"LINESTRING (20.1943092346527 49.065010072585, 20.1937446591878 49.0650291461381)",Highway (NetInfo)
7214,No Name 68,"LINESTRING (20.1587963106515 49.0555114762843, 20.1591835023971 49.0557022114129)",Basic Road (NetInfo)
7221,No Name 616,"LINESTRING (20.1659393309135 49.0341148387414, 20.1660366059258 49.0342826869129)",Gravel Road (NetInfo)
7227,No Name 3716,"LINESTRING (20.155353547333 49.0392684965441, 20.1550350204785 49.0391197233269)",Gravel Road (NetInfo)
7241,No Name 1482,"LINESTRING (20.1650276188626 49.0451660175112, 20.1654834753913 49.0454559346725)",Basic Road (NetInfo)
7246,No Name 3358,"LINESTRING (20.1909637448961 49.0444374110618, 20.1916675566062 49.044799806826)",Gravel Road (NetInfo)
7247,No Name 4704,"LINESTRING (20.132810591537 49.0621986407243, 20.1329383860751 49.0620880145052)",Gravel Road (NetInfo)
7264,No Name 3791,"LINESTRING (20.1416034682447 49.0696868916621, 20.1412830344682 49.0699081440955)",Gravel Road (NetInfo)
7274,No Name 4796,"LINESTRING (20.1702003480124 49.0320777912372, 20.1707153315208 49.0321922331105)",Gravel Road (NetInfo)
7285,No Name 1283,"LINESTRING (20.1970996857987 49.0584487931397, 20.1971244814888 49.0583152789016)",Basic Road (NetInfo)
7289,Slovenského Národného Povstania,"LINESTRING (20.1983661653057 49.0596008318698, 20.1983222957673 49.0598297138014)",Basic Road (NetInfo)
7300,No Name 70,"LINESTRING (20.1403617846021 49.0716705341235, 20.1404228194724 49.0717811601164)",Medium Road (NetInfo)
7305,No Name 4364,"LINESTRING (20.1956634521038 49.07122802898, 20.1957569119111 49.071262361161)",Basic Road (NetInfo)
7315,Skalná,"LINESTRING (20.1695060730644 49.0602149982739, 20.1699123380275 49.0601921098822)",Basic Road (NetInfo)
7341,No Name 3360,"LINESTRING (20.172800540827 49.0663814024749, 20.1736564635665 49.0662384052019)",Highway (NetInfo)
7347,No Name 1482,"LINESTRING (20.1601638792922 49.042003633649, 20.160221099551 49.0420532254532)",Basic Road (NetInfo)
7354,No Name 4704,"LINESTRING (20.1329383860751 49.0620880145052, 20.13304519614 49.0620117205693)",Gravel Road (NetInfo)
7357,No Name 702,"LINESTRING (20.163608551455 49.0673904436354, 20.1629734043993 49.0673713702025)",Highway Bridge (NetInfo)
7367,No Name 3360,"LINESTRING (20.1710624691707 49.0667228715909, 20.1716403964233 49.0666275042091)",Highway (NetInfo)
7374,No Name 3178,"LINESTRING (20.1927433011121 49.0652961748831, 20.1927566531814 49.0650024431958)",Basic Road Bridge (NetInfo)
7376,No Name 3359,"LINESTRING (20.1780853270147 49.0652732867791, 20.1774806977099 49.0654144306437)",Highway (NetInfo)
7414,No Name 3220,"LINESTRING (20.1663284308236 49.0517158521969, 20.1657791134724 49.0516815201098)",Gravel Road (NetInfo)
7423,No Name 3674,"LINESTRING (20.1679973604309 49.0457916275335, 20.1683731084064 49.0455513022002)",Basic Road (NetInfo)
7434,No Name 3220,"LINESTRING (20.159591675516 49.0502090476934, 20.1583118430799 49.0499153157252)",Gravel Road (NetInfo)
7459,No Name 2579,"LINESTRING (20.1395931244859 49.0652275103881, 20.1386089314133 49.0655899067093)",Highway (NetInfo)
7464,No Name 616,"LINESTRING (20.1662330629124 49.0358467130949, 20.1661891935484 49.0359230066542)",Gravel Road (NetInfo)
7487,No Name 3790,"LINESTRING (20.1618080143675 49.0667343158648, 20.1608276372691 49.0669403093249)",Gravel Road (NetInfo)
7488,Slovenského Národného Povstania,"LINESTRING (20.1986541750684 49.0582466143535, 20.1986427309061 49.0583038349306)",Basic Road (NetInfo)
7493,No Name 2578,"LINESTRING (20.1467552199304 49.0643272418194, 20.1462841049516 49.0643005389238)",Highway (NetInfo)
7496,No Name 974,"LINESTRING (20.1350059497047 49.0294342061131, 20.1346645339785 49.0291862495628)",Gravel Road (NetInfo)
7526,No Name 4254,"LINESTRING (20.1809730528822 49.0699386615503, 20.1809139252237 49.0698432941724)",Basic Road (NetInfo)
7550,Lesná,"LINESTRING (20.1774864197932 49.0626564044008, 20.1813354491349 49.0604476945778)",Basic Road (NetInfo)
7554,No Name 1002,"LINESTRING (20.1964664460876 49.0298728969508, 20.1963615415217 49.0297508255764)",Gravel Road (NetInfo)
7564,No Name 1002,"LINESTRING (20.1942329402985 49.024368286496, 20.1943778995712 49.0240707406192)",Gravel Road (NetInfo)
7571,No Name 3427,"LINESTRING (20.1684360499967 49.0459022544463, 20.168239594231 49.046035768315)",Gravel Road (NetInfo)
7583,No Name 3704,"LINESTRING (20.1600475318678 49.0705833454317, 20.1601772307197 49.0706367510213)",Gravel Road (NetInfo)
7602,No Name 3406,"LINESTRING (20.1681995383905 49.0442428612385, 20.1682205197102 49.0439720176182)",Gravel Road (NetInfo)
7650,No Name 4518,"LINESTRING (20.1308326724121 49.0650787370534, 20.1308479294664 49.0649909990459)",Basic Road (NetInfo)
7675,Záhradná,"LINESTRING (20.1871376037774 49.0723648089482, 20.1897850035473 49.0714836141379)",Basic Road (NetInfo)
7676,Okružná,"LINESTRING (20.1733551026992 49.0624771136451, 20.1734542844577 49.0626640337846)",Basic Road (NetInfo)
7689,No Name 4520,"LINESTRING (20.1849829089158 49.064369908593, 20.1848389976979 49.0644348734196, 20.184672546812 49.0644849546772, 20.184672546812 49.0644849546772, 20.1843222907821 49.0645297420489)",Oneway Road (NetInfo)
7708,No Name 3427,"LINESTRING (20.1763935092512 49.0433349633275, 20.1758670805204 49.0437049890733)",Gravel Road (NetInfo)
7738,No Name 3386,"LINESTRING (20.1665477748404 49.0621185321096, 20.1658191679257 49.0620574969389)",Gravel Road (NetInfo)
7750,No Name 835,"LINESTRING (20.1790199279752 49.0583496112723, 20.1793346405837 49.0583801290272)",Basic Road (NetInfo)
7799,No Name 582,"LINESTRING (20.1328296677018 49.063564302379, 20.1325683583988 49.0634727495792)",Basic Road (NetInfo)
7809,No Name 837,"LINESTRING (20.1971511840025 49.0581779499377, 20.1966533664066 49.0581321731771)",Basic Road (NetInfo)
7823,Priečna,"LINESTRING (20.1753196712777 49.0610580462378, 20.1760387416455 49.0615959185116)",Basic Road (NetInfo)
7824,Priečna,"LINESTRING (20.1745624542169 49.0604591388648, 20.1753196712777 49.0610580462378)",Basic Road (NetInfo)
7835,No Name 1463,"LINESTRING (20.1739883426591 49.0549964925506, 20.1742343905382 49.0550880452395)",Basic Road (NetInfo)
7839,No Name 3735,"LINESTRING (20.1599502565934 49.0693397541364, 20.1598281867348 49.0694847126189)",Gravel Road (NetInfo)
7847,No Name 3413,"LINESTRING (20.1744575499683 49.0554695146262, 20.1744613643433 49.0555686967735)",Basic Road Bridge (NetInfo)
7848,No Name 343,"LINESTRING (20.1374988565318 49.0658988970627, 20.1385669704501 49.065456392305)",Highway (NetInfo)
7893,No Name 3358,"LINESTRING (20.1875801085926 49.0431213398121, 20.187793731599 49.0431633020981)",Gravel Road (NetInfo)
7896,No Name 585,"LINESTRING (20.1405220039574 49.0465202353875, 20.1405601484936 49.0465316795231)",Gravel Road (NetInfo)
7927,Kúpele,"LINESTRING (20.1362609865687 49.0648574846647, 20.1355018626967 49.0650062578682)",Basic Road (NetInfo)
7931,No Name 3358,"LINESTRING (20.1786899567302 49.0423316976489, 20.1790027618514 49.0422668468189)",Gravel Road (NetInfo)
7932,No Name 1002,"LINESTRING (20.1946487425678 49.023689272903, 20.1946487424221 49.0235137952012)",Gravel Road (NetInfo)
7935,No Name 3368,"LINESTRING (20.1645393378358 49.0641365070228, 20.1644973756856 49.0638885517075)",Gravel Road (NetInfo)
7948,No Name 4256,"LINESTRING (20.1884651183985 49.0644454974123, 20.1896553040049 49.0646057147294)",Highway (NetInfo)
7952,No Name 614,"LINESTRING (20.1428737650373 49.0197334323471, 20.1421451572458 49.0204505922684)",Gravel Road (NetInfo)
7991,No Name 4655,"LINESTRING (20.1262531293389 49.0309715279049, 20.1267051719432 49.0310058616624)",Gravel Road (NetInfo)
8000,No Name 1114,"LINESTRING (20.1742515563398 49.0659217853001, 20.1747474666325 49.0657501239755)",Oneway Road (NetInfo)
8007,No Name 1002,"LINESTRING (20.1939945221131 49.0249633816245, 20.1942024230384 49.0244445807792)",Gravel Road (NetInfo)
8009,No Name 4796,"LINESTRING (20.1715831757606 49.0324172997311, 20.172195434018 49.0324020396061)",Gravel Road (NetInfo)
8011,No Name 589,"LINESTRING (20.1361694328517 49.054233552779, 20.1362056727771 49.0542373676188)",Basic Road (NetInfo)
8033,Tatranská,"LINESTRING (20.1766147616436 49.0611267107974, 20.1772766115455 49.0605087298481)",Basic Road (NetInfo)
8038,No Name 3379,"LINESTRING (20.189739227129 49.0602340715122, 20.1895351408407 49.0601844804366)",Gravel Road (NetInfo)
8048,No Name 3704,"LINESTRING (20.160543442199 49.0709114092344, 20.1607341773375 49.0709342977115)",Gravel Road (NetInfo)
8059,No Name 4282,"LINESTRING (20.1956176760243 49.062953950782, 20.1957244874388 49.0629196185181)",Gravel Road (NetInfo)
8070,No Name 616,"LINESTRING (20.160957335912 49.032737734661, 20.1612834937539 49.0328865076645)",Gravel Road (NetInfo)
8071,No Name 1263,"LINESTRING (20.1974544524548 49.061000825765, 20.1978168486566 49.0610389727064)",Gravel Road (NetInfo)
8073,No Name 3635,"LINESTRING (20.1598205565903 49.0422554032222, 20.1599159233307 49.0423126236218)",Basic Road (NetInfo)
8074,No Name 3630,"LINESTRING (20.1625862119214 49.0446395891434, 20.1624259940817 49.0443992633977)",Basic Road (NetInfo)
8077,No Name 585,"LINESTRING (20.139255523115 49.045528413745, 20.1396102897609 49.0456886309731)",Gravel Road (NetInfo)
8099,Okružná,"LINESTRING (20.1734256741798 49.064086915872, 20.173490524402 49.0635375994723)",Basic Road (NetInfo)
8109,No Name 4254,"LINESTRING (20.1829948424569 49.0703697222084, 20.1826515197934 49.0702667252056)",Basic Road (NetInfo)
8158,No Name 3359,"LINESTRING (20.1712913509046 49.0668106096794, 20.170915604194 49.0668716448741)",Highway (NetInfo)
8174,Mlynská,"LINESTRING (20.1744041444348 49.0617256182542, 20.1748428343568 49.0614357013024)",Basic Road (NetInfo)
8181,No Name 557,"LINESTRING (20.1686763771012 49.0615959186057, 20.1692199702169 49.0615654009643)",Gravel Road (NetInfo)
8182,No Name 808,"LINESTRING (20.1437187209756 49.0636215228478, 20.1436767591963 49.063678743309)",HighwayRamp (NetInfo)
8184,No Name 2574,"LINESTRING (20.1473464961248 49.0641937274293, 20.1478099833242 49.0642433184981)",Highway (NetInfo)
8189,No Name 3738,"LINESTRING (20.163530349333 49.0382270838437, 20.1634197231687 49.038135529971)",Gravel Road (NetInfo)
8193,No Name 3379,"LINESTRING (20.188737869233 49.0605506914095, 20.1881752014579 49.0607452411373)",Gravel Road (NetInfo)
8194,No Name 3390,"LINESTRING (20.168899536124 49.0692024247289, 20.1693344123917 49.0692253130097)",Gravel Road (NetInfo)
8211,No Name 1258,"LINESTRING (20.1981105805029 49.0569496173573, 20.1966285707232 49.0568122880588)",Basic Road (NetInfo)
8217,No Name 974,"LINESTRING (20.1315574638118 49.0270729077688, 20.1309719101817 49.0267486593667)",Gravel Road (NetInfo)
8229,No Name 3677,"LINESTRING (20.169744491205 49.0345344551006, 20.1679134373389 49.0351028458476)",Gravel Road (NetInfo)
8254,No Name 3716,"LINESTRING (20.1574611654905 49.0400848409536, 20.1570930468606 49.0400352503449)",Gravel Road (NetInfo)
8257,No Name 3674,"LINESTRING (20.1676731106324 49.0461921709399, 20.1677837378846 49.0459594743026)",Basic Road (NetInfo)
8272,No Name 2576,"LINESTRING (20.1423320757846 49.0643959063261, 20.1432628617383 49.0642623918792)",Highway (NetInfo)
8282,Horská,"LINESTRING (20.1900920867964 49.0696830769095, 20.1901836392873 49.0697059651783)",Basic Road (NetInfo)
8304,No Name 3374,"LINESTRING (20.1663227075126 49.0655097978522, 20.1662101737742 49.0657043476047)",Gravel Road (NetInfo)
8327,No Name 3358,"LINESTRING (20.1798725127961 49.0419044522147, 20.1801147460012 49.0417480484953)",Gravel Road (NetInfo)
8422,No Name 3630,"LINESTRING (20.1637020109465 49.046157839041, 20.1635608676593 49.0458602925531)",Basic Road (NetInfo)
8426,No Name 3427,"LINESTRING (20.1750202176315 49.0441017164926, 20.1744823457166 49.0445518509112)",Gravel Road (NetInfo)
8438,Horská,"LINESTRING (20.1681461332576 49.0600967425977, 20.1679439541868 49.0599174518493)",Basic Road (NetInfo)
8453,Hlavná,"LINESTRING (20.1745414735234 49.0576934832945, 20.1744041441204 49.0576782245341)",Large Road (NetInfo)
8454,Hlavná,"LINESTRING (20.1750698090976 49.0577392595775, 20.1746273037612 49.0577011123905)",Large Road (NetInfo)
8494,No Name 3716,"LINESTRING (20.1560516363808 49.0388641375876, 20.1568241106043 49.0391235371508)",Gravel Road (NetInfo)
8498,No Name 3363,"LINESTRING (20.1786575318579 49.0667037982236, 20.1786632539025 49.0669059770603)",Gravel Road (NetInfo)
8499,No Name 3730,"LINESTRING (20.1809120178665 49.0363388072737, 20.1820240022165 49.0362739584611)",Gravel Road (NetInfo)
8517,No Name 975,"LINESTRING (20.1391563400825 49.0433578516853, 20.1392498026781 49.0432777413709)",Gravel Road (NetInfo)
8529,No Name 3366,"LINESTRING (20.166631698622 49.06918716611, 20.1670055390245 49.0691566484081)",Gravel Road (NetInfo)
8578,No Name 4282,"LINESTRING (20.1957244874388 49.0629196185181, 20.1958961483085 49.0629043597095)",Gravel Road (NetInfo)
8595,No Name 1260,"LINESTRING (20.1389636998528 49.0608482379627, 20.1389541615331 49.0609970110154)",Gravel Road (NetInfo)
8608,No Name 4254,"LINESTRING (20.1809139252237 49.0698432941724, 20.1805496216101 49.0694046037562)",Basic Road (NetInfo)
8612,No Name 1284,"LINESTRING (20.1847000121742 49.0584678669998, 20.1845874786486 49.0583953873056)",Basic Road (NetInfo)
8622,Hlavná,"LINESTRING (20.1506786346721 49.053127290351, 20.1517772664846 49.0533180258348)",Basic Road (NetInfo)
8637,No Name 3716,"LINESTRING (20.1587924955347 49.0402412429838, 20.1589717863305 49.0404510516773)",Gravel Road (NetInfo)
8641,No Name 1002,"LINESTRING (20.1931724548038 49.0225868251029, 20.1929645538898 49.022380828735)",Gravel Road (NetInfo)
8654,No Name 3674,"LINESTRING (20.1675052642605 49.0467262282345, 20.167608260375 49.0466003432131)",Basic Road (NetInfo)
8658,No Name 588,"LINESTRING (20.1349487319627 49.0641098040616, 20.1349410998104 49.0640373247656)",Basic Road (NetInfo)
8662,No Name 3387,"LINESTRING (20.1638145439217 49.0615882891879, 20.1636276245352 49.0616645830752)",Gravel Road (NetInfo)
8669,No Name 3390,"LINESTRING (20.1743774411162 49.0693702713107, 20.1754016877108 49.0692100543111)",Gravel Road (NetInfo)
8672,No Name 974,"LINESTRING (20.1346645339785 49.0291862495628, 20.1343688971823 49.0287284879799)",Gravel Road (NetInfo)
8683,No Name 3739,"LINESTRING (20.1840953827183 49.0295677207863, 20.1843299864749 49.0290756240709)",Gravel Road (NetInfo)
8715,No Name 4703,"LINESTRING (20.1359119410774 49.0647544878646, 20.1362609865687 49.0648574846647)",Basic Road (NetInfo)
8716,No Name 4703,"LINESTRING (20.1356220232119 49.064510347312, 20.1359119410774 49.0647544878646)",Basic Road (NetInfo)
8724,No Name 4282,"LINESTRING (20.1960849760245 49.0629119891051, 20.1961383821104 49.0628967303191)",Gravel Road (NetInfo)
8776,No Name 3387,"LINESTRING (20.1456623077754 49.0690727252319, 20.1456623079933 49.0695686356037)",Gravel Road (NetInfo)
8809,No Name 808,"LINESTRING (20.1437053680028 49.0639038104306, 20.1437759407572 49.0639686602596)",HighwayRamp (NetInfo)
8813,No Name 1004,"LINESTRING (20.1795349120797 49.0374183677564, 20.179569244308 49.037601472893)",Gravel Road (NetInfo)
8862,No Name 603,"LINESTRING (20.1317195906042 49.0661849994057, 20.1316471092891 49.0659904497996)",Gravel Road (NetInfo)
8874,Okružná,"LINESTRING (20.1744289401497 49.0634346026539, 20.1748580930951 49.0634803789902)",Basic Road (NetInfo)
8880,No Name 3705,"LINESTRING (20.1827678679684 49.0689697282088, 20.1832942963338 49.0687217732594)",Basic Road (NetInfo)
8895,No Name 3427,"LINESTRING (20.1699008942305 49.0456542989429, 20.1695613866248 49.0457077048446)",Gravel Road (NetInfo)
8916,No Name 3683,"LINESTRING (20.1718387596601 49.0359916699574, 20.1730613704089 49.0353431725349)",Gravel Road (NetInfo)
8953,No Name 1004,"LINESTRING (20.1786289213535 49.0359115622827, 20.1783962253354 49.0359878559458)",Gravel Road (NetInfo)
8965,No Name 620,"LINESTRING (20.1422138228818 49.0197639488479, 20.1418342599117 49.0198364261952)",Gravel Road (NetInfo)
8971,No Name 4363,"LINESTRING (20.1943264006517 49.0702400228018, 20.1943626406368 49.0703239460144)",Basic Road (NetInfo)
9022,No Name 2573,"LINESTRING (20.142234801291 49.0661354082005, 20.1420459735531 49.0661964435749)",Large Road (NetInfo)
9066,No Name 4273,"LINESTRING (20.1975288391299 49.0641174334743, 20.1977252956898 49.0641288775082)",Gravel Road (NetInfo)
9068,No Name 3974,"LINESTRING (20.173871994062 49.060962678786, 20.1737613674456 49.0608825701136)",Basic Road (NetInfo)
9077,No Name 3705,"LINESTRING (20.1785144803677 49.0692939778773, 20.1788597108192 49.0692672745303)",Basic Road (NetInfo)
9114,No Name 604,"LINESTRING (20.1357517248836 49.0563201920944, 20.1360511784789 49.0559692399056)",Gravel Road (NetInfo)
9158,No Name 345,"LINESTRING (20.1423320757846 49.0643959063261, 20.1428031914032 49.0642204302112)",HighwayRamp (NetInfo)
9179,No Name 2581,"LINESTRING (20.1385669704501 49.065456392305, 20.139533997153 49.0651016253507)",Highway (NetInfo)
9193,No Name 1485,"LINESTRING (20.1277275070255 49.0256881714982, 20.1274070745578 49.0256881734015)",Gravel Road (NetInfo)
9220,No Name 3716,"LINESTRING (20.1555500041385 49.0393981954057, 20.155353547333 49.0392684965441)",Gravel Road (NetInfo)
9357,No Name 3389,"LINESTRING (20.1775817868601 49.0636940020476, 20.1779365538008 49.0636138933973)",Gravel Road (NetInfo)
9364,Hasičská,"LINESTRING (20.1424694044767 49.0508918782299, 20.1424751285058 49.0509872450766)",Basic Road Bridge (NetInfo)
9380,No Name 584,"LINESTRING (20.1344070426945 49.0648803728781, 20.1348094932381 49.0648651141505)",Basic Road (NetInfo)
9413,No Name 3364,"LINESTRING (20.1612224573314 49.068561555826, 20.1614856724963 49.068485261681)",Gravel Road (NetInfo)
9461,No Name 620,"LINESTRING (20.1428737650373 49.0197334323471, 20.1426906578495 49.0197143572911)",Gravel Road (NetInfo)
9485,No Name 3705,"LINESTRING (20.1823062896968 49.0691108723047, 20.1827678679684 49.0689697282088)",Basic Road (NetInfo)
9501,Tatranská,"LINESTRING (20.1760387416455 49.0615959185116, 20.1766147616436 49.0611267107974)",Basic Road (NetInfo)
9517,No Name 585,"LINESTRING (20.1413993847547 49.0474624648156, 20.1414623273246 49.0475502028626)",Gravel Road (NetInfo)
9524,No Name 3368,"LINESTRING (20.1663932804733 49.0653648393568, 20.1662406921681 49.0651931780858)",Gravel Road (NetInfo)
9528,No Name 1293,"LINESTRING (20.1980571746743 49.0571975726692, 20.1985893248999 49.0572433490117)",Basic Road (NetInfo)
9554,No Name 4655,"LINESTRING (20.1275901768959 49.0303916958842, 20.1275787368068 49.0302314786539)",Gravel Road (NetInfo)
9585,No Name 3358,"LINESTRING (20.1852397918126 49.0422630328965, 20.1854667663114 49.0422859208563)",Gravel Road (NetInfo)
9621,No Name 3379,"LINESTRING (20.1805992128145 49.0643997211072, 20.1804447174867 49.0644302385961)",Gravel Road (NetInfo)
9638,No Name 4796,"LINESTRING (20.1743087771238 49.0326843283718, 20.1753063203459 49.0327186598092)",Gravel Road (NetInfo)
9660,No Name 616,"LINESTRING (20.1626052848891 49.0331764234123, 20.1632499702644 49.0332069406503)",Gravel Road (NetInfo)
