Id,Geometry,Boundary,Info,Width,Length,Service,SubService
19058,"POINT (20.1664570060798 49.0700052809992)","POLYGON ((20.166346284628 49.0700764464299, 20.1665653198995 49.0700780283239, 20.1665677272153 49.0699341154598, 20.1663486925763 49.0699325335737, 20.166346284628 49.0700764464299))",Water Tower (BuildingInfo),2,2,Water,None
19557,"POINT (20.1994187115708 49.0585201635332)","POLYGON ((20.19959615444 49.0584633200964, 20.1992706217158 49.0584343835827, 20.1992412682994 49.0585770066944, 20.1995668019361 49.058605943295, 20.19959615444 49.0584633200964))",L1 3x2 Detached04 (BuildingInfo),3,2,Residential,ResidentialLow
18793,"POINT (20.1737736180703 49.0607301303388)","POLYGON ((20.1736962946821 49.0607274467092, 20.1737695348154 49.0607809436454, 20.1738509414675 49.0607328139166, 20.1737777013139 49.0606793171687, 20.1736962946821 49.0607274467092))",L3 1x1 Shop (BuildingInfo),1,1,Commercial,CommercialLow
19059,"POINT (20.1664570060798 49.0700052809992)","POLYGON ((20.166509155073 49.0699676622315, 20.1663997488113 49.0699710174171, 20.1664048570077 49.0700428997427, 20.1665142634271 49.0700395445532, 20.166509155073 49.0699676622315))",Water Pipe Junction (BuildingInfo),1,1,Water,None
19110,"POINT (20.1698277368409 49.060615440227)","POLYGON ((20.1695871019162 49.0607012214724, 20.1698856725263 49.0607912676742, 20.1700683709418 49.0605296584742, 20.1697698015546 49.0604396128849, 20.1695871019162 49.0607012214724))",L1 3x4 Detached04a (BuildingInfo),3,4,Residential,ResidentialLow
19010,"POINT (20.1677844029032 49.0601385535377)","POLYGON ((20.1680581548452 49.0601395875234, 20.1678625655813 49.0599661399214, 20.1675106509808 49.0601375189028, 20.1677062396775 49.0603109670931, 20.1680581548452 49.0601395875234))",L1 3x4 Detached08 (BuildingInfo),3,4,Residential,ResidentialLow
19076,"POINT (20.1729816168373 49.0597384527329)","POLYGON ((20.1727365251799 49.0598628900821, 20.1731709717836 49.0598995185769, 20.1732267072735 49.0596140148539, 20.1727922631122 49.0595773865804, 20.1727365251799 49.0598628900821))",L1 4x3 detached04 (BuildingInfo),4,4,Residential,ResidentialLow
19036,"POINT (20.1774577839891 49.0615016473288)","POLYGON ((20.1774862645817 49.0617043213371, 20.1777661996298 49.0614829313935, 20.1774293036181 49.0612989733076, 20.177149368127 49.0615203624386, 20.1774862645817 49.0617043213371))",L1 4x3 detached04 (BuildingInfo),4,4,Residential,ResidentialLow
19042,"POINT (20.1698446724429 49.0598348225332)","POLYGON ((20.1699708536346 49.0597758255921, 20.169754899265 49.0597519000528, 20.1697184909534 49.0598938193341, 20.1699344459187 49.0599177449442, 20.1699708536346 49.0597758255921))",L1 2x2 Detached04 (BuildingInfo),2,2,Residential,ResidentialLow
19192,"POINT (20.1748023177642 49.0557382780048)","POLYGON ((20.1745758716926 49.0556372045349, 20.1745912748778 49.0558528503589, 20.1750287647571 49.0558393510336, 20.1750133596821 49.0556237052573, 20.1745758716926 49.0556372045349))",L1 3x3 Detached 1a (BuildingInfo),3,4,Residential,ResidentialLow
18874,"POINT (20.1720733122358 49.0641378208311)","POLYGON ((20.1720339476296 49.0642966375615, 20.1722430453665 49.0642538044678, 20.1721126765849 49.0639790040817, 20.1719035798949 49.0640218369468, 20.1720339476296 49.0642966375615))",L1 2x2 Detached04 (BuildingInfo),2,4,Residential,ResidentialLow
18974,"POINT (20.1765784785433 49.0632553383053)","POLYGON ((20.1766097311857 49.0630766120171, 20.176326125478 49.0631855790657, 20.1765472256686 49.0634340645869, 20.1768308323207 49.0633250969962, 20.1766097311857 49.0630766120171))",H1 3x3 Tenement03 (BuildingInfo),3,4,Residential,ResidentialHigh
19079,"POINT (20.1736140807571 49.0622620600534)","POLYGON ((20.1733884211284 49.0621995905895, 20.1734026342358 49.0623432090801, 20.173839740956 49.0623245290785, 20.1738255265929 49.0621809106345, 20.1733884211284 49.0621995905895))",H1 2x3 Tenement02 (BuildingInfo),2,4,Residential,ResidentialHigh
20168,"POINT (20.1736699393164 49.0634280903729)","POLYGON ((20.1735340661558 49.0633792542353, 20.1735956211575 49.0635173751989, 20.1738058127448 49.0634769263515, 20.1737442572077 49.0633388054961, 20.1735340661558 49.0633792542353))",L1 2x2 Detached10 (BuildingInfo),2,2,Residential,ResidentialLow
19001,"POINT (20.1684958603536 49.0586943441123)","POLYGON ((20.1684091229844 49.058864977048, 20.1687208321339 49.0587968436269, 20.1685825971224 49.0585237111031, 20.1682708895014 49.0585918441623, 20.1684091229844 49.058864977048))",L1 3x4 detached04 (BuildingInfo),3,4,Residential,ResidentialLow
18919,"POINT (20.1765694566868 49.0615074396252)","POLYGON ((20.1764677565807 49.061361065311, 20.1763302422951 49.0614730803044, 20.1766711573859 49.0616538138493, 20.1768086714142 49.0615417984517, 20.1764677565807 49.061361065311))",L1 2x3 Detached05 (BuildingInfo),2,4,Residential,ResidentialLow
18926,"POINT (20.1700606288872 49.0598587479184)","POLYGON ((20.1701868098872 49.0597997507403, 20.1699708553053 49.0597758256041, 20.1699344475895 49.0599177449562, 20.170150402767 49.0599416701632, 20.1701868098872 49.0597997507403))",L1 2x2 Detached06 (BuildingInfo),2,2,Residential,ResidentialLow
19066,"POINT (20.1707673850366 49.0591443753632)","POLYGON ((20.170829300431 49.0591138207832, 20.1707208913394 49.0591036860227, 20.1707054695665 49.0591749299096, 20.1708138788096 49.0591850646852, 20.170829300431 49.0591138207832))",L1 1x1 Detached (BuildingInfo),1,1,Residential,ResidentialLow
19196,"POINT (20.1748177219642 49.0559539232513)","POLYGON ((20.1745912748868 49.0558528498099, 20.1746066781936 49.0560684956246, 20.1750441699629 49.0560549962516, 20.1750287647662 49.0558393504846, 20.1745912748868 49.0558528498099))",L1 3x3 Detached 1a (BuildingInfo),3,4,Residential,ResidentialLow
18916,"POINT (20.1768442574952 49.0598111456704)","POLYGON ((20.1771146096824 49.0597118393149, 20.1766931461292 49.0596334789463, 20.1765739042361 49.059910451385, 20.1769953699331 49.0599888121969, 20.1771146096824 49.0597118393149))",L1 4x4 Detached11 (BuildingInfo),4,4,Residential,ResidentialLow
19119,"POINT (20.1759008261097 49.0607826068552)","POLYGON ((20.1757453243121 49.0606583112905, 20.1756562114844 49.0607897804722, 20.1760563286839 49.0609069020747, 20.1761454406687 49.0607754328566, 20.1757453243121 49.0606583112905))",L1 2x2 Detached04 (BuildingInfo),2,4,Residential,ResidentialLow
18828,"POINT (20.1741896319853 49.0635191868429)","POLYGON ((20.1743355595737 49.0634851052482, 20.1741377663192 49.0634232952229, 20.1740437041993 49.0635532682519, 20.1742414978491 49.0636150784391, 20.1743355595737 49.0634851052482))",H1 2x2 Tenement05 (BuildingInfo),2,2,Residential,ResidentialHigh
18937,"POINT (20.1779151747894 49.0601772129345)","POLYGON ((20.1778108523137 49.0599855699538, 20.1776235528337 49.0602457698882, 20.1780194980594 49.060368855819, 20.1782067959509 49.0601086552388, 20.1778108523137 49.0599855699538))",L1 4x3 detached04 (BuildingInfo),4,4,Residential,ResidentialLow
18879,"POINT (20.1731381580404 49.0590736947183)","POLYGON ((20.1729528145932 49.0591657089348, 20.1732781725785 49.059195498106, 20.1733235008048 49.0589816801989, 20.1729981441849 49.0589518911618, 20.1729528145932 49.0591657089348))",L1 3x3 Detached14 (BuildingInfo),3,3,Residential,ResidentialLow
19137,"POINT (20.1774904823516 49.0599257803885)","POLYGON ((20.1775192305024 49.0600541269199, 20.1776597055698 49.0598589772597, 20.1774617343449 49.0597974338479, 20.1773212586818 49.059992583266, 20.1775192305024 49.0600541269199))",L1 3x2 Detached04 (BuildingInfo),3,2,Residential,ResidentialLow
19082,"POINT (20.1689338434723 49.0602441609114)","POLYGON ((20.168902427223 49.0602906688183, 20.1690046144431 49.0602648053156, 20.1689652596625 49.0601976529953, 20.1688630725605 49.0602235164641, 20.168902427223 49.0602906688183))",L1 1x1 Detached (BuildingInfo),1,1,Residential,ResidentialLow
18851,"POINT (20.1725272041211 49.0623077012098)","POLYGON ((20.1726441032751 49.0621450243735, 20.1723222837477 49.0621884056022, 20.1724103041987 49.062470377919, 20.1727321254765 49.0624269964564, 20.1726441032751 49.0621450243735))",H1 3x2 Tenement04 (BuildingInfo),3,4,Residential,ResidentialHigh
18948,"POINT (20.1737410813006 49.060652568503)","POLYGON ((20.1736230547036 49.060673949864, 20.1736962946821 49.0607274467092, 20.1738591077978 49.0606311870206, 20.1737858677834 49.0605776902777, 20.1736230547036 49.060673949864))",L1 1x2 Shop04 (BuildingInfo),1,2,Commercial,CommercialLow
19018,"POINT (20.1709308606157 49.0595968858777)","POLYGON ((20.1710082882276 49.0595966552783, 20.1709305089313 49.0595460022263, 20.1708534330038 49.0595971164252, 20.1709312123002 49.0596477695288, 20.1710082882276 49.0595966552783))",L1_1x1_detached_13 (BuildingInfo),1,1,Residential,ResidentialLow
18861,"POINT (20.1730111105274 49.0632507656511)","POLYGON ((20.1730110505751 49.0634116751512, 20.173206971334 49.0633473428614, 20.1730111704725 49.0630898561636, 20.1728152504815 49.063154188128, 20.1730110505751 49.0634116751512))",L1 2x3 Detached05 (BuildingInfo),2,4,Residential,ResidentialLow
19050,"POINT (20.1788545062772 49.060073860136)","POLYGON ((20.1790350289005 49.0600213629484, 20.1787113353374 49.0599845438216, 20.1786739832764 49.0601263570388, 20.1789976777303 49.0601631762742, 20.1790350289005 49.0600213629484))",L1 3x2 Detached04 (BuildingInfo),3,2,Residential,ResidentialLow
18838,"POINT (20.1753934279856 49.0590135283054)","POLYGON ((20.1751616620446 49.0591092682819, 20.1754683912577 49.0591865543622, 20.1756251930397 49.058917787857, 20.175318465227 49.0588405021975, 20.1751616620446 49.0591092682819))",L1 3x3 Detached14 (BuildingInfo),3,4,Residential,ResidentialLow
18957,"POINT (20.1723004329756 49.0601913336689)","POLYGON ((20.1722230034447 49.0601911720026, 20.1723001870076 49.0602422174143, 20.1723778625075 49.0601914952834, 20.1723006789423 49.0601404499231, 20.1722230034447 49.0601911720026))",L1 1x1 Detached (BuildingInfo),1,1,Residential,ResidentialLow
18939,"POINT (20.1704311637812 49.0604733602006)","POLYGON ((20.1706952191724 49.0604258897214, 20.1702878837327 49.0603200665261, 20.170167107894 49.0605208300725, 20.1705744447073 49.0606266536979, 20.1706952191724 49.0604258897214))",L1 4x3 detached04 (BuildingInfo),4,3,Residential,ResidentialLow
19049,"POINT (20.1793255258082 49.0597622811371)","POLYGON ((20.1790723802801 49.0598795490598, 20.1795039712708 49.0599286396753, 20.1795786701486 49.0596450126503, 20.1791470815334 49.0595959223246, 20.1790723802801 49.0598795490598))",L1 4x3 Detached05 (BuildingInfo),4,4,Residential,ResidentialLow
20029,"POINT (20.1666009606253 49.0710773875172)","POLYGON ((20.1666498705085 49.0710379345343, 20.1665409103806 49.0710452528287, 20.1665520506645 49.0711168404786, 20.1666610109475 49.0711095221746, 20.1666498705085 49.0710379345343))",Water Pipe Junction (BuildingInfo),1,1,Water,None
18802,"POINT (20.172852178388 49.0604788059034)","POLYGON ((20.1725856135413 49.0604378364482, 20.1727176906915 49.0606355027923, 20.1731187436801 49.0605197747449, 20.1729866652346 49.060322108849, 20.1725856135413 49.0604378364482))",L1 3x2 Detached04 (BuildingInfo),3,4,Residential,ResidentialLow
19081,"POINT (20.1715502865119 49.0595950402127)","POLYGON ((20.1713957817816 49.0596463854526, 20.1714735617101 49.0596970381937, 20.1717047909258 49.0595436947638, 20.1716270109977 49.0594930421773, 20.1713957817816 49.0596463854526))",L1 1x1 Detached (BuildingInfo),1,3,Residential,ResidentialLow
18984,"POINT (20.1697527353679 49.0610678844816)","POLYGON ((20.1699933717901 49.0609821029043, 20.1696947998453 49.0608920568396, 20.1695120981217 49.0611536655513, 20.1698106712918 49.0612437120913, 20.1699933717901 49.0609821029043))",L1 3x2 Detached04 (BuildingInfo),3,4,Residential,ResidentialLow
20078,"POINT (20.1525394955322 49.0695032047146)","POLYGON ((20.1521519040285 49.0697522361714, 20.152918519786 49.0697578652312, 20.1529270831621 49.069254171924, 20.1521604751523 49.0692485429636, 20.1521519040285 49.0697522361714))",Wind Turbine (BuildingInfo),7,7,Electricity,None
18801,"POINT (20.1748840617682 49.0611776607131)","POLYGON ((20.1748984100425 49.0612789909996, 20.1750382590134 49.0611682314043, 20.1748697135497 49.0610763304234, 20.1747298644672 49.0611870898155, 20.1748984100425 49.0612789909996))",L1 2x2 Detached01 (BuildingInfo),2,2,Residential,ResidentialLow
19017,"POINT (20.1700254648103 49.0595629465338)","POLYGON ((20.1698992842247 49.0596219435401, 20.1701152381047 49.059645868807, 20.1701516450981 49.0595039493874, 20.1699356918139 49.0594800241912, 20.1698992842247 49.0596219435401))",L1 2x2 Detached01 (BuildingInfo),2,2,Residential,ResidentialLow
18895,"POINT (20.1759799119931 49.0597816546655)","POLYGON ((20.1760353845697 49.0598766695212, 20.1761244947359 49.0597452001491, 20.1759244396261 49.0596866397827, 20.1758353290408 49.0598181089994, 20.1760353845697 49.0598766695212))",L1 2x2 Detached03 (BuildingInfo),2,2,Residential,ResidentialLow
19610,"POINT (20.198732939834 49.0594407187748)","POLYGON ((20.1985394111696 49.0593134790321, 20.198492879267 49.0595271857303, 20.1989264694866 49.0595679581954, 20.1989729995724 49.0593542513143, 20.1985394111696 49.0593134790321))",L1 3x3 Detached 1a (BuildingInfo),3,4,Residential,ResidentialLow
19618,"POINT (20.1986993020678 49.056334117263)","POLYGON ((20.1988910754377 49.0564624918789, 20.1989405170345 49.0562490675589, 20.1985075296856 49.0562057423307, 20.1984580862824 49.0564191664573, 20.1988910754377 49.0564624918789))",L1_3x2_Shop_10 (BuildingInfo),3,4,Commercial,CommercialLow
18921,"POINT (20.1767070211169 49.0593369162775)","POLYGON ((20.1764366701725 49.0594362216911, 20.1768581316466 49.0595145829879, 20.1769773709894 49.0592376102231, 20.1765559116591 49.0591592493696, 20.1764366701725 49.0594362216911))",L1 4x4 Detached11 (BuildingInfo),4,4,Residential,ResidentialLow
19543,"POINT (20.1992981011755 49.0596999121328)","POLYGON ((20.1993923991936 49.059780637673, 20.1994209386596 49.0596379424704, 20.1992038034622 49.059619186516, 20.1991752633865 49.0597618816623, 20.1993923991936 49.059780637673))",L1 2x2 Detached04 (BuildingInfo),2,2,Residential,ResidentialLow
18910,"POINT (20.1742484067094 49.0615223701416)","POLYGON ((20.1743264943609 49.0616748781269, 20.1744809215851 49.0615728230159, 20.1741703195306 49.061369862102, 20.1740158923096 49.0614719168009, 20.1743264943609 49.0616748781269))",L1 2x2 Detached03 (BuildingInfo),2,4,Residential,ResidentialLow
18934,"POINT (20.1764245774394 49.0598330408696)","POLYGON ((20.1763691041661 49.0597380261965, 20.1762799946559 49.0598694957612, 20.1764800509223 49.0599280555156, 20.1765691600134 49.0597965857955, 20.1763691041661 49.0597380261965))",L1 2x2 Detached03 (BuildingInfo),2,2,Residential,ResidentialLow
19015,"POINT (20.1757907735705 49.0598838435799)","POLYGON ((20.17594627309 49.0600081390876, 20.1760353837297 49.0598766697898, 20.1756352748254 49.0597595478643, 20.1755461633473 49.0598910168512, 20.17594627309 49.0600081390876))",L1 2x2 Detached03 (BuildingInfo),2,4,Residential,ResidentialLow
19118,"POINT (20.1760745580224 49.0613375293557)","POLYGON ((20.1760910282414 49.0614387203522, 20.1762285429654 49.0613267056455, 20.1760580878678 49.0612363383555, 20.1759205730151 49.0613483528601, 20.1760910282414 49.0614387203522))",L1 2x2 Detached01 (BuildingInfo),2,2,Residential,ResidentialLow
19020,"POINT (20.1697484768128 49.0587105111341)","POLYGON ((20.16954941693 49.0588340078695, 20.1698731440033 49.0588706756255, 20.1699475357095 49.0585870140473, 20.1696238104187 49.0585503465079, 20.16954941693 49.0588340078695))",L1 3x4 Detached07a (BuildingInfo),3,4,Residential,ResidentialLow
18814,"POINT (20.1750986599706 49.0636627722043)","POLYGON ((20.1752035141775 49.0634965873113, 20.1748852353382 49.0635500946045, 20.1749938050587 49.0638289569934, 20.1753120855698 49.0637754494123, 20.1752035141775 49.0634965873113))",H1 3x4 Tenement03a (BuildingInfo),3,4,Residential,ResidentialHigh
18901,"POINT (20.1749765188512 49.0633490521612)","POLYGON ((20.1749370433899 49.063392827806, 20.1750431366149 49.0633749920821, 20.1750159942427 49.0633052765022, 20.1749099011571 49.0633231122021, 20.1749370433899 49.063392827806))",H1 1x1 Tenement (BuildingInfo),1,1,Residential,ResidentialHigh
18960,"POINT (20.1725416689279 49.0590190800869)","POLYGON ((20.1724105502198 49.0591160585426, 20.1726274561681 49.0591359191168, 20.1726727871253 49.0589221014779, 20.1724558820873 49.0589022409931, 20.1724105502198 49.0591160585426))",L1 2x3 Detached05 (BuildingInfo),2,3,Residential,ResidentialLow
18986,"POINT (20.1702765855393 49.0598826731749)","POLYGON ((20.1704027663475 49.05982367576, 20.1701868115534 49.0597997510268, 20.1701504044332 49.0599416704497, 20.1703663598231 49.0599655952536, 20.1704027663475 49.05982367576))",L1 2x2 Detached10 (BuildingInfo),2,2,Residential,ResidentialLow
18834,"POINT (20.1750042845099 49.0603242164033)","POLYGON ((20.1748866506214 49.0601359316109, 20.1747177722358 49.0604015206537, 20.1751219192797 49.0605125010744, 20.1752907959025 49.0602469114357, 20.1748866506214 49.0601359316109))",L1 4x3 detached04 (BuildingInfo),4,4,Residential,ResidentialLow
18983,"POINT (20.1774212845512 49.0628481509522)","POLYGON ((20.1774605434042 49.0627497068957, 20.1772714749817 49.0628223530747, 20.1773820255409 49.0629465949928, 20.1775710942781 49.0628739486359, 20.1774605434042 49.0627497068957))",H1 2x2 Tenement05 (BuildingInfo),2,2,Residential,ResidentialHigh
18908,"POINT (20.1746599396925 49.061242469446)","POLYGON ((20.1747585604468 49.0613897505571, 20.1748984100403 49.0612789911368, 20.1745613195168 49.0610951882499, 20.1744214697001 49.061205947264, 20.1747585604468 49.0613897505571))",L1 2x2 Detached06 (BuildingInfo),2,4,Residential,ResidentialLow
19095,"POINT (20.178522997045 49.0613348007924)","POLYGON ((20.178494512428 49.0611321268683, 20.1782145825786 49.0613535188944, 20.1785514818835 49.0615374747037, 20.17883141129 49.061316081865, 20.178494512428 49.0611321268683))",L1 4x4 Detached11 (BuildingInfo),4,4,Residential,ResidentialLow
20167,"POINT (20.1738468574603 49.0607836269459)","POLYGON ((20.17376953398 49.0607809436395, 20.1738427742749 49.0608344402551, 20.1739241809472 49.0607863103379, 20.1738509406321 49.0607328139106, 20.17376953398 49.0607809436395))",L3 1x1 Shop (BuildingInfo),1,1,Commercial,CommercialLow
18808,"POINT (20.1740659869166 49.0605528148479)","POLYGON ((20.1741148642988 49.060678505023, 20.174261336611 49.0605715075362, 20.1740171097772 49.0604271246507, 20.1738706373728 49.0605341218297, 20.1741148642988 49.060678505023))",L1 2x2 Shop02 (BuildingInfo),2,3,Commercial,CommercialLow
19650,"POINT (20.1987133371735 49.05678881738)","POLYGON ((20.1988075007672 49.0568696078531, 20.1988362670584 49.0567269324174, 20.1986191738844 49.0567080268306, 20.198590406984 49.0568507022094, 20.1988075007672 49.0568696078531))",L1 2x2 Shop03 (BuildingInfo),2,2,Commercial,CommercialLow
19077,"POINT (20.1711416230048 49.0602710305309)","POLYGON ((20.170979402861 49.0603449574538, 20.1711830712135 49.0603978680141, 20.1713038426689 49.0601971033765, 20.1711001750032 49.0601441930312, 20.170979402861 49.0603449574538))",L1 2x2 Detached04 (BuildingInfo),2,3,Residential,ResidentialLow
18979,"POINT (20.1693707966018 49.0586677314123)","POLYGON ((20.1691177832674 49.0587851157652, 20.1695494152593 49.0588340078574, 20.1696238087479 49.0585503464959, 20.1691921791325 49.0585014546924, 20.1691177832674 49.0587851157652))",L1 4x3 Detached05 (BuildingInfo),4,4,Residential,ResidentialLow
19585,"POINT (20.1992822886225 49.0592267757715)","POLYGON ((20.1994780187489 49.0593525525914, 20.1995208271232 49.0591385100062, 20.1990865594843 49.0591009986222, 20.1990437492811 49.0593150410381, 20.1994780187489 49.0593525525914))",L2 3x4 Detached06 (BuildingInfo),3,4,Residential,ResidentialLow
18959,"POINT (20.1700783339442 49.0603639452228)","POLYGON ((20.1702090740095 49.0603094023167, 20.1699953366765 49.0602780277254, 20.1699475935939 49.0604184879787, 20.170161331497 49.0604498626607, 20.1702090740095 49.0603094023167))",L1 2x2 Detached04 (BuildingInfo),2,2,Residential,ResidentialLow
18902,"POINT (20.1767591127825 49.0624676580899)","POLYGON ((20.1770309914799 49.0624465517947, 20.1768044054185 49.0622902347336, 20.1764872338627 49.0624887637433, 20.1767138198175 49.0626450813526, 20.1770309914799 49.0624465517947))",H1 3x3 Tenement03 (BuildingInfo),3,4,Residential,ResidentialHigh
19147,"POINT (20.1732428542457 49.0642531178541)","POLYGON ((20.1732935544587 49.0642915789775, 20.173301384502 49.0642198022082, 20.1731921541108 49.0642146567086, 20.1731843239112 49.0642864334696, 20.1732935544587 49.0642915789775))",L2 1x1 detached01 (BuildingInfo),1,1,Residential,ResidentialLow
18889,"POINT (20.1765304358349 49.0627736431185)","POLYGON ((20.1764991831119 49.062952369394, 20.1767827871125 49.062843401941, 20.1765616883254 49.0625949168535, 20.1762780852695 49.0627038837472, 20.1764991831119 49.062952369394))",H1 3x2 Tenement04 (BuildingInfo),3,4,Residential,ResidentialHigh
20150,"POINT (20.1727946050513 49.0611270022419)","POLYGON ((20.1730290817585 49.0610341465959, 20.17272461011 49.060953079329, 20.1725601274743 49.0612198574053, 20.1728646004742 49.0613009251097, 20.1730290817585 49.0610341465959))",L1 3x4 Detached04a (BuildingInfo),3,4,Residential,ResidentialLow
19893,"POINT (20.1962738777467 49.0569262216588)","POLYGON ((20.1964618002581 49.0570880057496, 20.196520047115 49.0568027180988, 20.1960859564525 49.0567644372639, 20.1960277071612 49.0570497246846, 20.1964618002581 49.0570880057496))",Medical Clinic (BuildingInfo),4,4,HealthCare,None
18846,"POINT (20.1737422243492 49.0642044946593)","POLYGON ((20.1735355072507 49.0640865394085, 20.1735120164631 49.0643018695521, 20.1739489424287 49.0643224494742, 20.1739724313403 49.0641071192322, 20.1735355072507 49.0640865394085))",L1 3x3 Detached 1a (BuildingInfo),3,4,Residential,ResidentialLow
18857,"POINT (20.1747296523123 49.0609291968469)","POLYGON ((20.1750380640249 49.0609479204161, 20.1747581441722 49.0607265236203, 20.1744212408416 49.0609104724546, 20.1747011602105 49.0611318700581, 20.1750380640249 49.0609479204161))",L1 4x4 Detached11 (BuildingInfo),4,4,Residential,ResidentialLow
19084,"POINT (20.179821282714 49.0597964943064)","POLYGON ((20.1796486061636 49.0599360928463, 20.1799768619216 49.0599445201343, 20.1799939582954 49.0596568954996, 20.1796657044277 49.0596484682699, 20.1796486061636 49.0599360928463))",L1 3x3 Detached14 (BuildingInfo),3,4,Residential,ResidentialLow
19012,"POINT (20.1706443668754 49.0612576098709)","POLYGON ((20.1707895667288 49.0612222218815, 20.1705905155978 49.0611621927058, 20.1704991668177 49.0612929976763, 20.1706982183571 49.0613530270105, 20.1707895667288 49.0612222218815))",L1 2x2 Detached01 (BuildingInfo),2,2,Residential,ResidentialLow
19735,"POINT (20.1993899844321 49.056221249651)","POLYGON ((20.1991899701058 49.0561284465956, 20.1991570109984 49.0562707295652, 20.1995899995052 49.0563140523621, 20.1996229574083 49.0561717692636, 20.1991899701058 49.0561284465956))",L1 2x2 Shop03 (BuildingInfo),2,4,Commercial,CommercialLow
19041,"POINT (20.169255116501 49.060917806477)","POLYGON ((20.1694957530411 49.0608320257986, 20.1691971829026 49.0607419787284, 20.1690144791369 49.0610035866479, 20.1693130505007 49.0610936341934, 20.1694957530411 49.0608320257986))",L1 3x3 Detached14 (BuildingInfo),3,4,Residential,ResidentialLow
18896,"POINT (20.1746156523617 49.0598928330037)","POLYGON ((20.1747067307135 49.0599751392189, 20.1747408964496 49.05983297944, 20.1745245743099 49.0598105267171, 20.1744904079738 49.0599526864293, 20.1747067307135 49.0599751392189))",L1 2x2 Shop03 (BuildingInfo),2,2,Commercial,CommercialLow
19007,"POINT (20.1750458116076 49.0606162356002)","POLYGON ((20.1748566169448 49.0605791994298, 20.1750665554809 49.060745246976, 20.1752350065552 49.0606532714617, 20.1750250678376 49.0604872242184, 20.1748566169448 49.0605791994298))",L1 3x2 Detached04 (BuildingInfo),3,2,Residential,ResidentialLow
19207,"POINT (20.1755172033635 49.0560661561227)","POLYGON ((20.1753808907574 49.0561998206098, 20.1755981200288 49.0562180241975, 20.1756535152362 49.0559324914676, 20.1754362871862 49.0559142879898, 20.1753808907574 49.0561998206098))",L1 2x2 Detached06 (BuildingInfo),2,4,Residential,ResidentialLow
18961,"POINT (20.169690838418 49.0591421144648)","POLYGON ((20.1699438522413 49.0590247288653, 20.1695122181947 49.0589758382388, 20.1694378234063 49.0592594995008, 20.1698694598296 49.059308390416, 20.1699438522413 49.0590247288653))",L1 4x4 Detached02 (BuildingInfo),4,4,Residential,ResidentialLow
19178,"POINT (20.1800945741637 49.0614463969147)","POLYGON ((20.1801154847431 49.0612433248556, 20.1797855525058 49.0614326552886, 20.1800736634036 49.0616494689619, 20.1804035960022 49.0614601377142, 20.1801154847431 49.0612433248556))",L1 4x3 Detached05 (BuildingInfo),4,4,Residential,ResidentialLow
19011,"POINT (20.1721043226988 49.0599909627066)","POLYGON ((20.1721655958588 49.0599598537553, 20.1720569846336 49.0599506955673, 20.1720430494625 49.0600220716248, 20.1721516608403 49.0600312298266, 20.1721655958588 49.0599598537553))",L1 1x1 Detached (BuildingInfo),1,1,Residential,ResidentialLow
18859,"POINT (20.1754703735163 49.0614978686662)","POLYGON ((20.1757433196737 49.0614839721918, 20.1755264975118 49.0613217873475, 20.1751974272146 49.0615117644942, 20.1754142491167 49.0616739499502, 20.1757433196737 49.0614839721918))",L1 3x2 Shop01 (BuildingInfo),3,4,Commercial,CommercialLow
19123,"POINT (20.1761828672217 49.062036692)","POLYGON ((20.176456010936 49.0620245571508, 20.1762416200916 49.0618609813343, 20.1759097233824 49.062048826202, 20.1761241139301 49.0622124026282, 20.176456010936 49.0620245571508))",H1 3x4 Tenement07 (BuildingInfo),3,4,Residential,ResidentialHigh
18809,"POINT (20.1732538941885 49.0636811848092)","POLYGON ((20.1733503714387 49.0637943686937, 20.1733757811797 49.0635791326408, 20.1731574173737 49.0635680008786, 20.1731320066975 49.0637832368102, 20.1733503714387 49.0637943686937))",L1 3x2 Detached04 (BuildingInfo),3,2,Residential,ResidentialLow
19613,"POINT (20.1990826772626 49.0571560832646)","POLYGON ((20.1989876350066 49.0570757382431, 20.198960424076 49.0572185452944, 20.1991777198244 49.0572364282083, 20.1992049301435 49.057093621103, 20.1989876350066 49.0570757382431))",L2 2x2 Detached01 (BuildingInfo),2,2,Residential,ResidentialLow
19022,"POINT (20.1699299666077 49.0603052989387)","POLYGON ((20.169995336681 49.0602780274509, 20.1698884681172 49.0602623400074, 20.1698645964631 49.0603325703889, 20.1699714651694 49.0603482578551, 20.169995336681 49.0602780274509))",L1_1x1_detached_13 (BuildingInfo),1,1,Residential,ResidentialLow
18907,"POINT (20.1729541564138 49.0594201277386)","POLYGON ((20.1731395008105 49.0593281135291, 20.1728141420482 49.0592983239634, 20.1727688113344 49.0595121416454, 20.1730941714621 49.0595419313452, 20.1731395008105 49.0593281135291))",L1 3x3 Detached14 (BuildingInfo),3,3,Residential,ResidentialLow
19203,"POINT (20.1760629982246 49.0562546967403)","POLYGON ((20.175858196162 49.056166520516, 20.1758327834463 49.0563094701573, 20.1762678010145 49.0563428726037, 20.176293212502 49.0561999228608, 20.175858196162 49.056166520516))",L1 2x2 Detached06 (BuildingInfo),2,4,Residential,ResidentialLow
