Id, Rail Type, Bridge, Geometry
359401045,light_rail,,"LINESTRING (20.075265884399414 49.124813079833984, 20.075183868408203 49.124912261962891, 20.075061798095703 49.125083923339844, 20.074979782104492 49.125263214111328, 20.074953079223633 49.125419616699219, 20.075008392333984 49.126049041748047, 20.075037002563477 49.126388549804688, 20.0750675201416 49.126655578613281)"
359408964,light_rail,yes,"LINESTRING (20.14451789855957 49.119087219238281, 20.1442928314209 49.119091033935547)"
359408966,light_rail,,"LINESTRING (20.1442928314209 49.119091033935547, 20.144115447998047 49.119083404541016, 20.143901824951172 49.119014739990234, 20.143777847290039 49.118938446044922, 20.143688201904297 49.118862152099609, 20.143453598022461 49.118545532226562, 20.14324951171875 49.118324279785156, 20.143096923828125 49.118247985839844, 20.142948150634766 49.118198394775391, 20.142780303955078 49.1181640625, 20.142452239990234 49.118167877197266, 20.142045974731445 49.118244171142578, 20.141874313354492 49.118259429931641, 20.14167594909668 49.118247985839844, 20.141502380371094 49.118209838867188, 20.1413631439209 49.118148803710938, 20.140731811523438 49.117828369140625, 20.140439987182617 49.117671966552734, 20.140193939208984 49.117431640625, 20.139995574951172 49.117290496826172, 20.139833450317383 49.117191314697266, 20.139673233032227 49.11712646484375, 20.139511108398438 49.117107391357422, 20.138450622558594 49.117107391357422, 20.138278961181641 49.117122650146484, 20.138088226318359 49.117164611816406, 20.137968063354492 49.117210388183594, 20.13783073425293 49.117286682128906)"
359408977,light_rail,,"LINESTRING (20.186914443969727 49.123031616210938, 20.186746597290039 49.122955322265625, 20.1866512298584 49.122932434082031, 20.186506271362305 49.122879028320312, 20.185670852661133 49.122463226318359, 20.18547248840332 49.1223258972168)"
359411132,light_rail,,"LINESTRING (20.122224807739258 49.119327545166016, 20.122673034667969 49.119159698486328, 20.12297248840332 49.1190071105957, 20.124059677124023 49.118385314941406, 20.124086380004883 49.118370056152344, 20.12415885925293 49.118335723876953, 20.124340057373047 49.118289947509766)"
374264296,rail,,"LINESTRING (20.067419052124023 49.077827453613281, 20.067028045654297 49.077129364013672, 20.066953659057617 49.076927185058594, 20.066909790039062 49.076774597167969, 20.066873550415039 49.076625823974609, 20.066844940185547 49.076408386230469, 20.06682014465332 49.075847625732422, 20.06690788269043 49.075168609619141, 20.067203521728516 49.074432373046875, 20.067384719848633 49.074138641357422)"
374264299,rail,,"LINESTRING (20.213937759399414 49.062473297119141, 20.216836929321289 49.062770843505859, 20.219587326049805 49.06304931640625, 20.229419708251953 49.063999176025391, 20.232137680053711 49.064273834228516, 20.234661102294922 49.0644645690918, 20.237407684326172 49.064476013183594, 20.239639282226562 49.06439208984375, 20.246448516845703 49.063808441162109, 20.250516891479492 49.063495635986328, 20.269689559936523 49.06201171875, 20.273292541503906 49.061702728271484, 20.280454635620117 49.061084747314453, 20.288093566894531 49.060462951660156)"
374264312,rail,,"LINESTRING (20.067972183227539 49.0733528137207, 20.069869995117188 49.070770263671875, 20.07111930847168 49.069126129150391, 20.071977615356445 49.068241119384766, 20.073076248168945 49.0675048828125, 20.079479217529297 49.064231872558594, 20.082794189453125 49.062480926513672, 20.083684921264648 49.06201171875, 20.084783554077148 49.061504364013672, 20.08540153503418 49.061336517333984, 20.086458206176758 49.061111450195312, 20.087375640869141 49.061027526855469, 20.088491439819336 49.061084747314453, 20.089487075805664 49.061252593994141, 20.090576171875 49.061542510986328, 20.092292785644531 49.062068939208984, 20.093692779541016 49.062355041503906, 20.094467163085938 49.062416076660156, 20.095521926879883 49.062397003173828, 20.096263885498047 49.062255859375, 20.09698486328125 49.062095642089844, 20.097723007202148 49.061851501464844, 20.098499298095703 49.0615119934082)"
374264320,rail,,"LINESTRING (20.288093566894531 49.060462951660156, 20.288740158081055 49.060417175292969, 20.292306900024414 49.060173034667969, 20.294885635375977 49.059974670410156)"
374264326,rail,,"LINESTRING (20.098499298095703 49.0615119934082, 20.099735260009766 49.060829162597656, 20.104244232177734 49.05853271484375, 20.105276107788086 49.058143615722656, 20.106515884399414 49.057792663574219, 20.107271194458008 49.057651519775391, 20.108087539672852 49.057598114013672, 20.110292434692383 49.057567596435547, 20.112873077392578 49.057586669921875, 20.115348815917969 49.057609558105469, 20.117336273193359 49.057682037353516, 20.119350433349609 49.057918548583984, 20.120203018188477 49.058071136474609, 20.121456146240234 49.058300018310547, 20.124900817871094 49.059307098388672, 20.128322601318359 49.060348510742188, 20.129922866821289 49.060813903808594, 20.131765365600586 49.061172485351562, 20.132436752319336 49.061252593994141, 20.133174896240234 49.061309814453125, 20.134677886962891 49.061332702636719, 20.13563346862793 49.061298370361328, 20.137605667114258 49.061042785644531, 20.138742446899414 49.0608024597168, 20.13994026184082 49.060440063476562, 20.1419677734375 49.059761047363281, 20.142185211181641 49.0596809387207, 20.145750045776367 49.058322906494141, 20.147130966186523 49.057918548583984, 20.148307800292969 49.057708740234375, 20.149808883666992 49.05755615234375, 20.153087615966797 49.0573616027832, 20.15690803527832 49.057132720947266, 20.158910751342773 49.0571174621582, 20.161069869995117 49.057277679443359, 20.170221328735352 49.058124542236328, 20.174745559692383 49.058616638183594)"
374264327,rail,,"LINESTRING (20.380067825317383 49.003925323486328, 20.378393173217773 49.005897521972656, 20.377578735351562 49.007217407226562, 20.375089645385742 49.009304046630859, 20.372085571289062 49.010879516601562, 20.368265151977539 49.012287139892578, 20.363330841064453 49.0138053894043, 20.360025405883789 49.014877319335938, 20.357494354248047 49.015296936035156, 20.3523006439209 49.015888214111328, 20.348653793334961 49.016563415527344, 20.341114044189453 49.01812744140625, 20.339256286621094 49.018516540527344, 20.337345123291016 49.019027709960938, 20.335054397583008 49.019649505615234, 20.334089279174805 49.019851684570312, 20.3319091796875 49.020118713378906, 20.330301284790039 49.020320892333984, 20.327625274658203 49.020786285400391, 20.323461532592773 49.021602630615234, 20.319513320922852 49.02264404296875, 20.318384170532227 49.0229377746582, 20.317087173461914 49.0232048034668, 20.315235137939453 49.023509979248047, 20.314384460449219 49.023605346679688, 20.312910079956055 49.023727416992188, 20.310342788696289 49.023929595947266, 20.308675765991211 49.024135589599609, 20.307153701782227 49.024444580078125, 20.305566787719727 49.025009155273438, 20.304107666015625 49.025794982910156, 20.30299186706543 49.026752471923828, 20.302391052246094 49.027511596679688, 20.301746368408203 49.029201507568359, 20.301790237426758 49.030605316162109, 20.302642822265625 49.033653259277344, 20.304033279418945 49.03857421875, 20.305337905883789 49.0428466796875, 20.305568695068359 49.043628692626953, 20.305816650390625 49.044509887695312, 20.305986404418945 49.0450325012207, 20.306596755981445 49.047233581542969)"
375061961,light_rail,,"LINESTRING (20.069419860839844 49.120365142822266, 20.069345474243164 49.120182037353516, 20.069286346435547 49.119850158691406, 20.069217681884766 49.119117736816406, 20.069169998168945 49.118953704833984, 20.069120407104492 49.118843078613281, 20.069036483764648 49.118743896484375, 20.068944931030273 49.1186637878418, 20.068857192993164 49.118602752685547, 20.068746566772461 49.118556976318359)"
375061967,light_rail,,"LINESTRING (20.19447135925293 49.125404357910156, 20.193859100341797 49.125480651855469, 20.193014144897461 49.125583648681641, 20.191987991333008 49.125717163085938, 20.191696166992188 49.1257438659668, 20.1914119720459 49.125751495361328, 20.190977096557617 49.125751495361328, 20.189678192138672 49.125705718994141, 20.188064575195312 49.125652313232422, 20.187686920166016 49.125637054443359)"
375061974,light_rail,,"LINESTRING (20.264961242675781 49.114139556884766, 20.264366149902344 49.11468505859375, 20.263753890991211 49.115070343017578, 20.263126373291016 49.115478515625, 20.262489318847656 49.115680694580078, 20.261930465698242 49.115901947021484, 20.261362075805664 49.116058349609375, 20.26080322265625 49.116260528564453, 20.260347366333008 49.116363525390625, 20.259897232055664 49.1165885925293)"
375061981,light_rail,,"LINESTRING (20.13783073425293 49.117286682128906, 20.137365341186523 49.117626190185547, 20.137062072753906 49.117778778076172, 20.136825561523438 49.117855072021484, 20.136608123779297 49.117897033691406, 20.13636589050293 49.1179313659668, 20.136148452758789 49.117938995361328, 20.135837554931641 49.117919921875, 20.1345157623291 49.117748260498047, 20.134012222290039 49.117683410644531)"
375061986,light_rail,,"LINESTRING (20.115114212036133 49.1201057434082, 20.114871978759766 49.120212554931641, 20.11468505859375 49.120334625244141, 20.114521026611328 49.120399475097656, 20.114358901977539 49.120437622070312, 20.114109039306641 49.120437622070312, 20.114004135131836 49.120414733886719, 20.113914489746094 49.120368957519531, 20.113790512084961 49.12030029296875, 20.113689422607422 49.120223999023438, 20.113592147827148 49.1201171875, 20.113565444946289 49.120040893554688, 20.113565444946289 49.119956970214844, 20.11358642578125 49.119873046875, 20.113655090332031 49.119754791259766)"
375061990,light_rail,,"LINESTRING (20.267086029052734 49.1093635559082, 20.266399383544922 49.110115051269531, 20.265920639038086 49.110633850097656, 20.265689849853516 49.110885620117188, 20.265556335449219 49.111049652099609, 20.265399932861328 49.111282348632812, 20.265266418457031 49.111736297607422, 20.265213012695312 49.112613677978516, 20.26519775390625 49.113300323486328, 20.265127182006836 49.113777160644531)"
375061995,light_rail,,"LINESTRING (20.121002197265625 49.118938446044922, 20.120943069458008 49.118610382080078, 20.120847702026367 49.118431091308594, 20.120655059814453 49.118259429931641, 20.120601654052734 49.118221282958984, 20.120449066162109 49.1181526184082, 20.120248794555664 49.118087768554688, 20.120059967041016 49.118064880371094, 20.119840621948242 49.118072509765625, 20.119625091552734 49.118095397949219, 20.119422912597656 49.1181640625)"
375062001,light_rail,,"LINESTRING (20.18724250793457 49.123943328857422, 20.187337875366211 49.123817443847656, 20.187406539916992 49.123683929443359, 20.187414169311523 49.123558044433594, 20.187385559082031 49.123447418212891, 20.187322616577148 49.123310089111328, 20.1871337890625 49.123146057128906, 20.187057495117188 49.123100280761719, 20.186914443969727 49.123031616210938, 20.186445236206055 49.122802734375, 20.18547248840332 49.1223258972168)"
375062005,light_rail,,"LINESTRING (20.119422912597656 49.1181640625, 20.119089126586914 49.118305206298828, 20.118709564208984 49.118450164794922, 20.118432998657227 49.118606567382812, 20.118135452270508 49.11883544921875, 20.11790657043457 49.119033813476562, 20.117467880249023 49.119377136230469, 20.117330551147461 49.119457244873047, 20.117179870605469 49.119522094726562, 20.116855621337891 49.119636535644531, 20.115409851074219 49.120014190673828, 20.115114212036133 49.1201057434082)"
375062010,light_rail,,"LINESTRING (20.196773529052734 49.126316070556641, 20.196687698364258 49.126178741455078, 20.196559906005859 49.126068115234375, 20.196390151977539 49.125949859619141, 20.196107864379883 49.125827789306641, 20.195634841918945 49.1256217956543, 20.19526481628418 49.125495910644531, 20.1949405670166 49.125431060791016, 20.194780349731445 49.125408172607422, 20.194606781005859 49.125400543212891, 20.19447135925293 49.125404357910156)"
375062015,light_rail,,"LINESTRING (20.187686920166016 49.125637054443359, 20.187473297119141 49.125602722167969, 20.187255859375 49.125537872314453, 20.187070846557617 49.125457763671875, 20.186935424804688 49.125350952148438, 20.186800003051758 49.125202178955078, 20.186716079711914 49.125041961669922, 20.186681747436523 49.124919891357422, 20.186698913574219 49.124755859375, 20.186752319335938 49.124607086181641, 20.186836242675781 49.124477386474609, 20.18724250793457 49.123943328857422)"
375062019,light_rail,,"LINESTRING (20.108221054077148 49.117610931396484, 20.107454299926758 49.117633819580078, 20.1071834564209 49.117649078369141, 20.106389999389648 49.117702484130859, 20.106016159057617 49.117710113525391, 20.105550765991211 49.117702484130859, 20.105268478393555 49.1176643371582, 20.104997634887695 49.117610931396484, 20.104618072509766 49.117496490478516, 20.104400634765625 49.117359161376953, 20.104185104370117 49.117164611816406, 20.103860855102539 49.116775512695312)"
375062024,light_rail,,"LINESTRING (20.146982192993164 49.117794036865234, 20.146781921386719 49.117763519287109, 20.1466007232666 49.117763519287109, 20.146448135375977 49.117778778076172, 20.146270751953125 49.117843627929688, 20.146146774291992 49.117897033691406, 20.145994186401367 49.118015289306641, 20.145698547363281 49.118370056152344, 20.145526885986328 49.118495941162109, 20.144969940185547 49.118919372558594, 20.14483642578125 49.118995666503906, 20.144685745239258 49.119060516357422, 20.14451789855957 49.119087219238281)"
375062029,light_rail,,"LINESTRING (20.235383987426758 49.136375427246094, 20.235336303710938 49.136501312255859, 20.235256195068359 49.136627197265625, 20.235122680664062 49.136734008789062, 20.234973907470703 49.136806488037109, 20.234821319580078 49.1368408203125, 20.234678268432617 49.136856079101562, 20.234554290771484 49.136848449707031, 20.234395980834961 49.136837005615234, 20.234170913696289 49.136764526367188, 20.233972549438477 49.136672973632812, 20.233823776245117 49.136604309082031, 20.233585357666016 49.136505126953125)"
375062035,light_rail,,"LINESTRING (20.210079193115234 49.134395599365234, 20.209924697875977 49.134315490722656, 20.209537506103516 49.134185791015625, 20.20928955078125 49.134136199951172, 20.209089279174805 49.134113311767578, 20.208925247192383 49.134113311767578, 20.208261489868164 49.134136199951172, 20.208126068115234 49.134140014648438, 20.207979202270508 49.134117126464844, 20.207775115966797 49.134063720703125, 20.207595825195312 49.133968353271484, 20.207462310791016 49.13385009765625, 20.207387924194336 49.133705139160156)"
375062041,light_rail,,"LINESTRING (20.183774948120117 49.12176513671875, 20.183414459228516 49.121726989746094, 20.18170166015625 49.121585845947266, 20.180904388427734 49.121524810791016, 20.180604934692383 49.121501922607422, 20.180337905883789 49.1214485168457, 20.178945541381836 49.121051788330078, 20.177766799926758 49.120704650878906, 20.177555084228516 49.120647430419922, 20.177328109741211 49.12060546875, 20.177181243896484 49.120590209960938, 20.17640495300293 49.120548248291016, 20.176229476928711 49.120540618896484)"
375062046,light_rail,,"LINESTRING (20.269868850708008 49.101436614990234, 20.269466400146484 49.101711273193359, 20.269241333007812 49.101844787597656, 20.26899528503418 49.102077484130859, 20.268630981445312 49.102462768554688, 20.26683235168457 49.104587554931641, 20.266624450683594 49.104877471923828, 20.266511917114258 49.105075836181641, 20.266393661499023 49.105415344238281, 20.266340255737305 49.105838775634766, 20.266361236572266 49.106830596923828, 20.266403198242188 49.107162475585938, 20.266462326049805 49.107402801513672, 20.266544342041016 49.107646942138672, 20.267026901245117 49.108234405517578)"
375062051,light_rail,,"LINESTRING (20.238418579101562 49.132133483886719, 20.238180160522461 49.131984710693359, 20.238021850585938 49.13189697265625, 20.237852096557617 49.131820678710938, 20.237722396850586 49.13177490234375, 20.237634658813477 49.131744384765625, 20.237550735473633 49.131732940673828, 20.23744010925293 49.1317253112793, 20.237268447875977 49.131729125976562, 20.237106323242188 49.131740570068359, 20.236970901489258 49.131759643554688, 20.23686408996582 49.131790161132812, 20.236728668212891 49.131832122802734, 20.236629486083984 49.131885528564453, 20.236543655395508 49.131973266601562)"
375062057,light_rail,,"LINESTRING (20.124828338623047 49.118228912353516, 20.1246280670166 49.118221282958984, 20.124446868896484 49.118244171142578, 20.124340057373047 49.118289947509766, 20.124090194702148 49.118392944335938, 20.123218536376953 49.118904113769531, 20.122682571411133 49.119190216064453, 20.122358322143555 49.119297027587891, 20.122224807739258 49.119327545166016, 20.122032165527344 49.1193733215332, 20.12176513671875 49.119415283203125, 20.121578216552734 49.119407653808594, 20.121358871459961 49.119350433349609, 20.121181488037109 49.1192626953125, 20.121065139770508 49.1191291809082, 20.121002197265625 49.118938446044922)"
375062062,light_rail,,"LINESTRING (20.073623657226562 49.126998901367188, 20.073219299316406 49.126434326171875, 20.072967529296875 49.126144409179688, 20.0723934173584 49.125644683837891, 20.072019577026367 49.125194549560547, 20.07166862487793 49.124797821044922, 20.0712833404541 49.124412536621094, 20.07080078125 49.123748779296875, 20.070590972900391 49.123435974121094, 20.070240020751953 49.122776031494141, 20.070125579833984 49.12225341796875, 20.070034027099609 49.121501922607422, 20.06995964050293 49.121242523193359, 20.069866180419922 49.121059417724609, 20.069709777832031 49.120853424072266, 20.069419860839844 49.120365142822266)"
375062064,light_rail,,"LINESTRING (20.175039291381836 49.121219635009766, 20.174901962280273 49.121425628662109, 20.1747989654541 49.121524810791016, 20.174581527709961 49.121589660644531, 20.174373626708984 49.121616363525391, 20.174192428588867 49.121620178222656, 20.173976898193359 49.121597290039062, 20.173784255981445 49.121536254882812, 20.173629760742188 49.121417999267578, 20.173513412475586 49.121284484863281, 20.173364639282227 49.1211051940918, 20.173181533813477 49.120864868164062, 20.172996520996094 49.120609283447266, 20.172866821289062 49.120468139648438, 20.172718048095703 49.120376586914062, 20.172586441040039 49.120330810546875, 20.172258377075195 49.120246887207031)"
375062065,light_rail,,"LINESTRING (20.159801483154297 49.116519927978516, 20.158830642700195 49.116672515869141, 20.157268524169922 49.116928100585938, 20.156150817871094 49.117122650146484, 20.15504264831543 49.117332458496094, 20.153831481933594 49.117656707763672, 20.153133392333984 49.117824554443359, 20.152542114257812 49.117992401123047, 20.15165901184082 49.118217468261719, 20.151304244995117 49.1182861328125, 20.150833129882812 49.118331909179688, 20.150503158569336 49.118350982666016, 20.150148391723633 49.118350982666016, 20.149148941040039 49.118259429931641, 20.1487979888916 49.118217468261719, 20.148509979248047 49.118156433105469, 20.147678375244141 49.117958068847656, 20.146982192993164 49.117794036865234)"
375062066,light_rail,,"LINESTRING (20.172107696533203 49.1202278137207, 20.171897888183594 49.120204925537109, 20.171445846557617 49.120155334472656, 20.171018600463867 49.120063781738281, 20.170810699462891 49.119998931884766, 20.170713424682617 49.119972229003906, 20.170427322387695 49.119876861572266, 20.170284271240234 49.119804382324219, 20.169410705566406 49.119369506835938, 20.168746948242188 49.119033813476562, 20.168006896972656 49.11865234375, 20.167856216430664 49.118564605712891, 20.167581558227539 49.118412017822266, 20.167461395263672 49.118331909179688, 20.167301177978516 49.118194580078125, 20.167177200317383 49.118072509765625, 20.167089462280273 49.117954254150391, 20.166801452636719 49.117599487304688, 20.16667366027832 49.117408752441406)"
375062067,light_rail,,"LINESTRING (20.215320587158203 49.136791229248047, 20.214555740356445 49.136711120605469, 20.213794708251953 49.136638641357422, 20.213541030883789 49.1366081237793, 20.213315963745117 49.136558532714844, 20.213186264038086 49.136520385742188, 20.213088989257812 49.1364860534668, 20.212734222412109 49.136314392089844, 20.212316513061523 49.136077880859375, 20.212087631225586 49.135944366455078, 20.211790084838867 49.135768890380859, 20.211601257324219 49.135627746582031, 20.211421966552734 49.135463714599609, 20.211067199707031 49.135158538818359, 20.210678100585938 49.134849548339844, 20.210590362548828 49.1347770690918, 20.210544586181641 49.134742736816406, 20.210079193115234 49.134395599365234)"
375062068,light_rail,,"LINESTRING (20.236543655395508 49.131973266601562, 20.2364501953125 49.132083892822266, 20.236360549926758 49.132198333740234, 20.236291885375977 49.132293701171875, 20.236196517944336 49.132522583007812, 20.236127853393555 49.132759094238281, 20.236116409301758 49.132926940917969, 20.236141204833984 49.133129119873047, 20.236160278320312 49.133346557617188, 20.236148834228516 49.133590698242188, 20.236137390136719 49.133720397949219, 20.235830307006836 49.134464263916016, 20.235664367675781 49.134853363037109, 20.235618591308594 49.134994506835938, 20.235569000244141 49.135166168212891, 20.235544204711914 49.135288238525391, 20.23553466796875 49.135482788085938, 20.235443115234375 49.136051177978516, 20.235383987426758 49.136375427246094)"
375062069,light_rail,,"LINESTRING (20.114892959594727 49.118022918701172, 20.114894866943359 49.117828369140625, 20.114818572998047 49.117584228515625, 20.114664077758789 49.117412567138672, 20.114414215087891 49.1172981262207, 20.114192962646484 49.117229461669922, 20.11311149597168 49.117034912109375, 20.112430572509766 49.116981506347656, 20.112146377563477 49.117008209228516, 20.111930847167969 49.117050170898438, 20.111598968505859 49.117130279541016, 20.111261367797852 49.11724853515625, 20.109958648681641 49.117733001708984, 20.109626770019531 49.117839813232422, 20.109390258789062 49.117870330810547, 20.109210968017578 49.117851257324219, 20.108938217163086 49.1178092956543, 20.108425140380859 49.117633819580078, 20.108221054077148 49.117610931396484)"
375062070,light_rail,,"LINESTRING (20.274862289428711 49.084262847900391, 20.275690078735352 49.085643768310547)"
375062071,light_rail,,"LINESTRING (20.239524841308594 49.130691528320312, 20.239459991455078 49.13079833984375, 20.23944091796875 49.130886077880859, 20.239435195922852 49.130962371826172, 20.239450454711914 49.131050109863281, 20.239517211914062 49.131198883056641, 20.239603042602539 49.131340026855469, 20.239686965942383 49.1314811706543, 20.239723205566406 49.131553649902344, 20.239761352539062 49.131679534912109, 20.239755630493164 49.131771087646484, 20.2397403717041 49.131858825683594, 20.239681243896484 49.131961822509766, 20.239589691162109 49.132061004638672, 20.239526748657227 49.132095336914062, 20.239459991455078 49.132133483886719, 20.239301681518555 49.132205963134766, 20.239171981811523 49.132236480712891, 20.239038467407227 49.132251739501953, 20.238887786865234 49.132259368896484, 20.238731384277344 49.132244110107422, 20.238580703735352 49.132205963134766, 20.238418579101562 49.132133483886719)"
375062072,light_rail,,"LINESTRING (20.207050323486328 49.132888793945312, 20.206607818603516 49.132511138916016, 20.206356048583984 49.1323127746582, 20.206188201904297 49.132183074951172, 20.205963134765625 49.132080078125, 20.205730438232422 49.131996154785156, 20.205408096313477 49.131900787353516, 20.205162048339844 49.131843566894531, 20.204891204833984 49.131801605224609, 20.20465087890625 49.131782531738281, 20.204214096069336 49.131771087646484, 20.203958511352539 49.131786346435547, 20.203645706176758 49.131828308105469, 20.202981948852539 49.131980895996094, 20.202714920043945 49.132026672363281, 20.202436447143555 49.132049560546875, 20.202116012573242 49.132053375244141, 20.201818466186523 49.132026672363281, 20.201539993286133 49.131973266601562, 20.201253890991211 49.131900787353516, 20.200986862182617 49.131790161132812, 20.200784683227539 49.131664276123047, 20.200637817382812 49.131553649902344, 20.200525283813477 49.1314697265625, 20.20008659362793 49.131076812744141, 20.199766159057617 49.130779266357422)"
375062073,light_rail,,"LINESTRING (20.259897232055664 49.1165885925293, 20.259456634521484 49.116786956787109, 20.259098052978516 49.116992950439453, 20.25859260559082 49.117347717285156, 20.258255004882812 49.117671966552734, 20.257671356201172 49.118099212646484, 20.257139205932617 49.118534088134766, 20.25682258605957 49.118751525878906, 20.256614685058594 49.118869781494141, 20.255958557128906 49.119194030761719, 20.255241394042969 49.119415283203125, 20.25433349609375 49.119686126708984, 20.253942489624023 49.11981201171875, 20.25349235534668 49.119953155517578, 20.252859115600586 49.120273590087891, 20.25251579284668 49.1204719543457, 20.251909255981445 49.120800018310547, 20.251405715942383 49.120952606201172, 20.250778198242188 49.121170043945312, 20.250284194946289 49.121364593505859, 20.250171661376953 49.121467590332031, 20.249853134155273 49.121681213378906, 20.2495059967041 49.122024536132812, 20.2491397857666 49.122505187988281, 20.248476028442383 49.123458862304688, 20.248262405395508 49.123817443847656, 20.247909545898438 49.124362945556641)"
375062074,light_rail,,"LINESTRING (20.134012222290039 49.117683410644531, 20.133838653564453 49.117668151855469, 20.133607864379883 49.11767578125, 20.1334228515625 49.117713928222656, 20.133115768432617 49.117851257324219, 20.133001327514648 49.117950439453125, 20.132926940917969 49.1180534362793, 20.132871627807617 49.118202209472656, 20.132808685302734 49.118583679199219, 20.132749557495117 49.118694305419922, 20.132661819458008 49.118816375732422, 20.132471084594727 49.118927001953125, 20.132253646850586 49.119003295898438, 20.132038116455078 49.119033813476562, 20.131858825683594 49.119026184082031, 20.131608963012695 49.11895751953125, 20.131416320800781 49.118858337402344, 20.131175994873047 49.118705749511719, 20.130958557128906 49.118579864501953, 20.130788803100586 49.118522644042969, 20.13055419921875 49.118457794189453, 20.130340576171875 49.118446350097656, 20.130149841308594 49.118442535400391, 20.12994384765625 49.118465423583984, 20.129772186279297 49.118507385253906, 20.129575729370117 49.118583679199219, 20.129409790039062 49.11871337890625, 20.129257202148438 49.118869781494141, 20.128917694091797 49.119449615478516)"
375062075,light_rail,,"LINESTRING (20.090808868408203 49.116054534912109, 20.087364196777344 49.116889953613281, 20.0841007232666 49.117527008056641)"
375062076,light_rail,,"LINESTRING (20.265127182006836 49.113777160644531, 20.265081405639648 49.113971710205078, 20.264961242675781 49.114139556884766)"
375062077,light_rail,,"LINESTRING (20.246007919311523 49.125293731689453, 20.245306015014648 49.1258544921875, 20.24415397644043 49.126602172851562)"
375062078,light_rail,,"LINESTRING (20.246414184570312 49.125106811523438, 20.246166229248047 49.125213623046875, 20.246007919311523 49.125293731689453)"
375062079,light_rail,,"LINESTRING (20.276544570922852 49.091766357421875, 20.2745361328125 49.092708587646484, 20.273231506347656 49.093318939208984)"
375062080,light_rail,,"LINESTRING (20.231691360473633 49.137844085693359, 20.231418609619141 49.137813568115234, 20.230979919433594 49.137786865234375, 20.230762481689453 49.137771606445312, 20.230545043945312 49.137775421142578, 20.230339050292969 49.137802124023438, 20.230173110961914 49.137851715087891, 20.229951858520508 49.137916564941406, 20.229581832885742 49.138027191162109, 20.22862434387207 49.1383056640625, 20.227869033813477 49.138530731201172, 20.227712631225586 49.138584136962891, 20.227554321289062 49.138645172119141, 20.227458953857422 49.138679504394531, 20.227304458618164 49.138771057128906, 20.227121353149414 49.138908386230469, 20.226963043212891 49.139083862304688, 20.226888656616211 49.139194488525391, 20.226724624633789 49.139434814453125, 20.22663688659668 49.139572143554688, 20.2265567779541 49.13970947265625, 20.226404190063477 49.139827728271484, 20.226205825805664 49.139930725097656, 20.225975036621094 49.1400032043457, 20.225818634033203 49.1400260925293, 20.225603103637695 49.140037536621094, 20.225362777709961 49.140007019042969, 20.225200653076172 49.139965057373047, 20.225038528442383 49.1399040222168, 20.224876403808594 49.139823913574219, 20.224760055541992 49.139755249023438)"
375062081,light_rail,,"LINESTRING (20.233585357666016 49.136505126953125, 20.233432769775391 49.136459350585938, 20.233312606811523 49.136440277099609, 20.2331485748291 49.136436462402344, 20.233024597167969 49.136466979980469, 20.232877731323242 49.136508941650391, 20.232761383056641 49.136554718017578, 20.232677459716797 49.1366081237793, 20.232595443725586 49.136699676513672, 20.23255729675293 49.136802673339844, 20.232545852661133 49.136909484863281, 20.232572555541992 49.137004852294922, 20.232631683349609 49.1370964050293, 20.232723236083984 49.137180328369141, 20.232847213745117 49.137271881103516, 20.233039855957031 49.137382507324219, 20.233432769775391 49.13763427734375, 20.233510971069336 49.137718200683594, 20.233572006225586 49.137786865234375, 20.233610153198242 49.137870788574219, 20.233606338500977 49.137966156005859, 20.233596801757812 49.1380500793457, 20.233549118041992 49.138149261474609, 20.233449935913086 49.138252258300781, 20.233297348022461 49.138332366943359, 20.233146667480469 49.138381958007812, 20.232982635498047 49.138397216796875, 20.23283576965332 49.138389587402344, 20.232673645019531 49.13836669921875, 20.232477188110352 49.1383056640625, 20.232290267944336 49.138198852539062, 20.232181549072266 49.138099670410156, 20.232036590576172 49.137977600097656, 20.231874465942383 49.137901306152344, 20.231800079345703 49.13787841796875, 20.231691360473633 49.137844085693359)"
375062082,light_rail,,"LINESTRING (20.273231506347656 49.093318939208984, 20.272729873657227 49.0936279296875, 20.272279739379883 49.093910217285156)"
375062083,light_rail,,"LINESTRING (20.271392822265625 49.095439910888672, 20.271335601806641 49.096969604492188, 20.271041870117188 49.099479675292969, 20.270957946777344 49.100048065185547)"
375062084,light_rail,,"LINESTRING (20.09779167175293 49.117446899414062, 20.096656799316406 49.117057800292969, 20.096229553222656 49.116893768310547, 20.095281600952148 49.1164436340332)"
375062085,light_rail,,"LINESTRING (20.095281600952148 49.1164436340332, 20.094944000244141 49.11627197265625, 20.094789505004883 49.116153717041016, 20.094465255737305 49.1157112121582, 20.094278335571289 49.115409851074219)"
375062086,light_rail,,"LINESTRING (20.113655090332031 49.119754791259766, 20.114248275756836 49.119113922119141, 20.114501953125 49.118808746337891, 20.114702224731445 49.1185188293457, 20.114892959594727 49.118022918701172)"
375062087,light_rail,,"LINESTRING (20.19873046875 49.129539489746094, 20.198574066162109 49.1294059753418, 20.198539733886719 49.129371643066406, 20.198375701904297 49.129173278808594, 20.198266983032227 49.128955841064453)"
375062088,light_rail,,"LINESTRING (20.207387924194336 49.133705139160156, 20.207338333129883 49.13336181640625, 20.207273483276367 49.1331901550293, 20.207185745239258 49.133037567138672, 20.207050323486328 49.132888793945312)"
