Id,Boundary,Zone
15655,"POLYGON ((20.1553206475155 49.0389883131511, 20.155574211467 49.0387536586316, 20.1553065218647 49.0386286280523, 20.1550529573045 49.0388632819851, 20.1553206475155 49.0389883131511))",Unzoned
15662,"POLYGON ((20.1352929375878 49.0244820935188, 20.1355956277948 49.0246900067708, 20.1357537039783 49.0245904721685, 20.1354510137056 49.0243825593274, 20.1352929375878 49.0244820935188))",Unzoned
15674,"POLYGON ((20.1737916804781 49.0401230626163, 20.1736049062725 49.0403834038791, 20.1740999073641 49.0405368917958, 20.1742866795806 49.0402765497278, 20.1737916804781 49.0401230626163))",Unzoned
15687,"POLYGON ((20.1819388511305 49.0359895953663, 20.1817545757337 49.0357284900519, 20.1816552941161 49.0357587789839, 20.1818395691012 49.0360198844533, 20.1819388511305 49.0359895953663))",Unzoned
15701,"POLYGON ((20.1418928636535 49.0203124890347, 20.1415564721466 49.0201283505222, 20.1409965142966 49.0205708332549, 20.1413329066773 49.020754973391, 20.1418928636535 49.0203124890347))",Unzoned
15703,"POLYGON ((20.1991467542877 49.0319267017552, 20.1988458945073 49.0321357968026, 20.1994818900052 49.0325314483716, 20.1997827495462 49.0323223516788, 20.1991467542877 49.0319267017552))",Unzoned
15708,"POLYGON ((20.1396579843826 49.0700789235923, 20.1392202850528 49.0700667302496, 20.1392156468371 49.0701386257119, 20.1396533467969 49.0701508190757, 20.1396579843826 49.0700789235923))",Unzoned
15709,"POLYGON ((20.1639375860902 49.0613709556816, 20.1638425974725 49.061089962336, 20.163628799732 49.0611211731216, 20.1637237871993 49.0614021666354, 20.1639375860902 49.0613709556816))",Unzoned
15729,"POLYGON ((20.1552421935277 49.0383055530897, 20.1554266526128 49.0380445040004, 20.1550295942229 49.0379232301411, 20.1548451335245 49.0381842785921, 20.1552421935277 49.0383055530897))",Unzoned
15742,"POLYGON ((20.1941272251846 49.0705871701515, 20.1937031924266 49.070659534982, 20.1937582630786 49.0707988347629, 20.1941822969471 49.0707264697377, 20.1941272251846 49.0705871701515))",Unzoned
15744,"POLYGON ((20.1593526432577 49.0411710198038, 20.1597842450469 49.0412194446073, 20.1598210740754 49.0410775738719, 20.1593894734748 49.0410291492116, 20.1593526432577 49.0411710198038))",Unzoned
15751,"POLYGON ((20.1432467018843 49.0512276957371, 20.1432485585535 49.0515155360332, 20.1439054508411 49.0515137036436, 20.1439035903791 49.0512258633367, 20.1432467018843 49.0512276957371))",Unzoned
15757,"POLYGON ((20.1905075745232 49.0652286803406, 20.1905358854149 49.0649414378852, 20.1903173167581 49.064932136483, 20.1902890046131 49.0652193788786, 20.1905075745232 49.0652286803406))",Unzoned
15784,"POLYGON ((20.1828109598316 49.0361995084576, 20.1829952429058 49.0364606121056, 20.1830945247087 49.0364303220246, 20.1829102412228 49.0361692185316, 20.1828109598316 49.0361995084576))",Unzoned
15786,"POLYGON ((20.130905962842 49.0263750050735, 20.1313205495965 49.0262826879711, 20.1311450717252 49.0259418882056, 20.1307304874942 49.0260342046973, 20.130905962842 49.0263750050735))",Unzoned
15790,"POLYGON ((20.1437865344024 49.0531515397807, 20.1437615164041 49.05343891264, 20.1446359850049 49.053471800174, 20.1446609979838 49.0531844270986, 20.1437865344024 49.0531515397807))",Unzoned
15801,"POLYGON ((20.1965678021548 49.061575599483, 20.1961880790066 49.0614321146292, 20.1961334916654 49.0614944977701, 20.1965132151274 49.0616379828037, 20.1965678021548 49.061575599483))",Unzoned
15809,"POLYGON ((20.1672813069293 49.0356869833937, 20.167545035122 49.0359167390217, 20.1679818405469 49.0356999911493, 20.1677181114631 49.0354702365063, 20.1672813069293 49.0356869833937))",Unzoned
15811,"POLYGON ((20.1618227634383 49.0708037241697, 20.162144864691 49.0706086156014, 20.1619963855056 49.0705028018822, 20.1616742843661 49.0706979100403, 20.1618227634383 49.0708037241697))",Unzoned
15816,"POLYGON ((20.1318964994607 49.0633567270428, 20.1321922673264 49.0635690483165, 20.1326769311743 49.0632775178964, 20.1323811629413 49.0630651978522, 20.1318964994607 49.0633567270428))",Unzoned
15819,"POLYGON ((20.1557923659938 49.0379751090651, 20.1560671957678 49.0377510410248, 20.1553855827447 49.0373896656737, 20.1551107519414 49.0376137320986, 20.1557923659938 49.0379751090651))",Unzoned
15839,"POLYGON ((20.1640268433492 49.0663223213551, 20.1640624259583 49.0660354293962, 20.1638441195987 49.0660237388773, 20.1638085357427 49.0663106307626, 20.1640268433492 49.0663223213551))",Unzoned
15861,"POLYGON ((20.1337462254478 49.0675101775418, 20.1335132238528 49.0672664261897, 20.1328640268402 49.0675343434931, 20.1330970264826 49.0677780958592, 20.1337462254478 49.0675101775418))",Unzoned
15878,"POLYGON ((20.1646012875048 49.0663364639021, 20.1645344468281 49.0660519912717, 20.16431797911 49.0660739509055, 20.1643848185772 49.0663584236536, 20.1646012875048 49.0663364639021))",Unzoned
15888,"POLYGON ((20.1767876218407 49.0403096198517, 20.1771295868934 49.0401298654789, 20.1769928749468 49.0400174591585, 20.1766509101823 49.0401972131311, 20.1767876218407 49.0403096198517))",Unzoned
15903,"POLYGON ((20.1860507410032 49.0422586047274, 20.1864885945002 49.0422586043356, 20.1864885934043 49.0421866433057, 20.1860507405285 49.0421866437008, 20.1860507410032 49.0422586047274))",Unzoned
15915,"POLYGON ((20.1353642439772 49.0244387254043, 20.135664361499 49.0246482531878, 20.1360626157322 49.0244015429578, 20.1357624979949 49.0241920162002, 20.1353642439772 49.0244387254043))",Unzoned
15935,"POLYGON ((20.1802402005781 49.0643079534044, 20.1799749473287 49.064078882609, 20.1798877964257 49.0641224575368, 20.1801530495014 49.06435152853, 20.1802402005781 49.0643079534044))",Unzoned
15936,"POLYGON ((20.1383693692755 49.0431462239902, 20.1379779543601 49.0432752405513, 20.1381251433314 49.0434682231183, 20.1385165593938 49.0433392060686, 20.1383693692755 49.0431462239902))",Unzoned
15948,"POLYGON ((20.1546317322049 49.0257370466313, 20.1549021691317 49.0255107174685, 20.1545580006734 49.0253328765443, 20.1542875631701 49.0255592049041, 20.1546317322049 49.0257370466313))",Unzoned
15954,"POLYGON ((20.1310161002048 49.0210202738976, 20.1305887031174 49.0209583009999, 20.1304709077112 49.0213096698868, 20.1308983076498 49.0213716432334, 20.1310161002048 49.0210202738976))",Unzoned
15955,"POLYGON ((20.1386216512703 49.0610548407543, 20.1381840234439 49.0610427218155, 20.1381747994555 49.0611865154671, 20.1386124285415 49.0611986344476, 20.1386216512703 49.0610548407543))",Unzoned
15962,"POLYGON ((20.1392965282768 49.0607854280659, 20.1397341541702 49.0607975427753, 20.1397433735745 49.0606537489639, 20.1393057489406 49.0606416342961, 20.1392965282768 49.0607854280659))",Unzoned
15968,"POLYGON ((20.1837201579401 49.0422246896132, 20.1837351190344 49.0425123672184, 20.184063318891 49.0425049897616, 20.1840483559048 49.0422173121884, 20.1837201579401 49.0422246896132))",Unzoned
16001,"POLYGON ((20.1501535695311 49.0536915056664, 20.1502049695441 49.0534056528275, 20.1498787766003 49.0533803154209, 20.1498273747374 49.0536661686545, 20.1501535695311 49.0536915056664))",Unzoned
16003,"POLYGON ((20.1663663246041 49.0364660748234, 20.1659287777091 49.0364562454023, 20.1659138295285 49.0367439204355, 20.1663513789426 49.0367537499265, 20.1663663246041 49.0364660748234))",Unzoned
16004,"POLYGON ((20.1337901335619 49.0650693388411, 20.1335949793554 49.0648116390724, 20.1329086638153 49.0650360468088, 20.1331038153186 49.0652937478502, 20.1337901335619 49.0650693388411))",Unzoned
16007,"POLYGON ((20.135886993494 49.0555637522838, 20.1354661241685 49.055484111761, 20.1352843528249 49.0558990205104, 20.1357052253458 49.0559786617086, 20.135886993494 49.0555637522838))",Unzoned
16014,"POLYGON ((20.1317904117135 49.0638198624688, 20.1320735142145 49.0640395127479, 20.1322406471007 49.0639464976317, 20.1319575443784 49.0637268478951, 20.1317904117135 49.0638198624688))",Unzoned
16020,"POLYGON ((20.1703820582341 49.045758248808, 20.1705477191955 49.0460246978649, 20.1707503878803 49.0459702476514, 20.1705847260095 49.0457037988779, 20.1703820582341 49.045758248808))",Unzoned
16055,"POLYGON ((20.1365788172652 49.0711942935967, 20.1365541615186 49.0714816799906, 20.1366635117644 49.0714857297183, 20.1366881668829 49.0711983432978, 20.1365788172652 49.0711942935967))",Unzoned
16059,"POLYGON ((20.1568515875498 49.0415029417596, 20.1569153582518 49.0417877161897, 20.1571319506827 49.0417667564463, 20.1570681787677 49.0414819821282, 20.1568515875498 49.0415029417596))",Unzoned
16060,"POLYGON ((20.1698152309653 49.0381546755226, 20.1697043085614 49.0384331303418, 20.1702337270944 49.0385242861255, 20.1703446467583 49.0382458307868, 20.1698152309653 49.0381546755226))",Unzoned
16067,"POLYGON ((20.1315848764664 49.0231132685416, 20.1319914399495 49.0232198751051, 20.1321535327193 49.022952496442, 20.1317469710532 49.0228458904551, 20.1315848764664 49.0231132685416))",Unzoned
16073,"POLYGON ((20.1337324146828 49.0619240406744, 20.134168039193 49.0619541339739, 20.1341794891971 49.0618825676627, 20.1337438653044 49.0618524744095, 20.1337324146828 49.0619240406744))",Unzoned
16077,"POLYGON ((20.1346160889593 49.0635858254802, 20.1342983809446 49.0637839864759, 20.1344491593365 49.0638883722736, 20.134766867428 49.0636902108668, 20.1346160889593 49.0635858254802))",Unzoned
16082,"POLYGON ((20.1725369025589 49.038858034113, 20.1728288588257 49.0386435323578, 20.1721763297267 49.038259641915, 20.1718843729422 49.0384741420303, 20.1725369025589 49.038858034113))",Unzoned
16097,"POLYGON ((20.1432920052725 49.0495975028154, 20.1434964650673 49.0493429598522, 20.1427219652864 49.0490741732462, 20.1425175026754 49.049328714833, 20.1432920052725 49.0495975028154))",Unzoned
16106,"POLYGON ((20.170346400903 49.0382561502254, 20.1702018444528 49.0385278541204, 20.1707184287849 49.0386466491607, 20.1708629827816 49.0383749446108, 20.170346400903 49.0382561502254))",Unzoned
16133,"POLYGON ((20.1268318653936 49.0280110143494, 20.1272583307497 49.0279461314803, 20.127233666933 49.0278760216777, 20.1268072021464 49.0279409044597, 20.1268318653936 49.0280110143494))",Unzoned
16167,"POLYGON ((20.1826435163158 49.0692458708599, 20.1828283653802 49.0695068365429, 20.1832255491919 49.0693853826164, 20.183040698482 49.0691244175554, 20.1826435163158 49.0692458708599))",Unzoned
16170,"POLYGON ((20.1551071784757 49.0713286800547, 20.1553842591176 49.0715516437494, 20.1559781348892 49.0712330609065, 20.1557010533249 49.0710100986204, 20.1551071784757 49.0713286800547))",Unzoned
16183,"POLYGON ((20.1743716875804 49.0566655827943, 20.1742654150876 49.0563863402908, 20.1741591923254 49.0564038010477, 20.1742654642579 49.0566830436452, 20.1743716875804 49.0566655827943))",ResidentialLow
16184,"POLYGON ((20.1573596272404 49.0625577327083, 20.1571579540633 49.0623022135972, 20.1567691114076 49.0624347405858, 20.1569707831102 49.0626902603453, 20.1573596272404 49.0625577327083))",Unzoned
16186,"POLYGON ((20.1318753785315 49.0602841241653, 20.1317028166876 49.0600195621862, 20.1313002343532 49.0601329645571, 20.1314727944369 49.0603975271231, 20.1318753785315 49.0602841241653))",Unzoned
16203,"POLYGON ((20.168225184926 49.0449029448129, 20.1677933121655 49.0449504472656, 20.1678475071129 49.0451633697616, 20.1682793816709 49.0451158671176, 20.168225184926 49.0449029448129))",Unzoned
16204,"POLYGON ((20.193507516733 49.0230268076044, 20.1932789677417 49.023272293144, 20.1935589249025 49.0233850272464, 20.1937874726291 49.0231395411496, 20.193507516733 49.0230268076044))",Unzoned
16234,"POLYGON ((20.1719535097372 49.0321920323915, 20.1719369273793 49.0319043937034, 20.1713901173213 49.031918020654, 20.1714066965292 49.0322056594029, 20.1719535097372 49.0321920323915))",Unzoned
16235,"POLYGON ((20.1984207864732 49.0570497016046, 20.198854447253 49.0570900427814, 20.1989004830436 49.0568762895852, 20.198466824082 49.0568359485894, 20.1984207864732 49.0570497016046))",Unzoned
16240,"POLYGON ((20.1651344858176 49.0667192521921, 20.1652013307713 49.0670037244658, 20.1654178021654 49.0669817631986, 20.1653509560022 49.0666972910426, 20.1651344858176 49.0667192521921))",Unzoned
16242,"POLYGON ((20.1298860686789 49.0257578281319, 20.1295694891099 49.0259566033073, 20.1297961878638 49.0261127426236, 20.1301127675367 49.025913966832, 20.1298860686789 49.0257578281319))",Unzoned
16252,"POLYGON ((20.1307176060083 49.021759448224, 20.1303314564095 49.021623956921, 20.1300739339365 49.0219414078959, 20.1304600785917 49.022076900013, 20.1307176060083 49.021759448224))",Unzoned
16274,"POLYGON ((20.1686873021358 49.059296031532, 20.1682531142205 49.0592581273807, 20.1681810157301 49.0596147985512, 20.1686152066908 49.0596527029879, 20.1686873021358 49.059296031532))",ResidentialLow
16278,"POLYGON ((20.1543550019167 49.0535569945011, 20.1544734602844 49.0532798795643, 20.1538410268387 49.0531630948794, 20.1537225652496 49.0534402091547, 20.1543550019167 49.0535569945011))",Unzoned
16303,"POLYGON ((20.1360909731315 49.0550885202765, 20.1356538275236 49.0550709157, 20.1356337374107 49.0552863934532, 20.1360708848991 49.0553039981157, 20.1360909731315 49.0550885202765))",Unzoned
16309,"POLYGON ((20.194050605891 49.0597395515195, 20.1939887472895 49.0600245111581, 20.1942055578477 49.0600448367069, 20.1942674152377 49.0597598769467, 20.194050605891 49.0597395515195))",Unzoned
16315,"POLYGON ((20.1406984931681 49.0432275644015, 20.1408765857887 49.0434905208961, 20.1409765867682 49.0434612518863, 20.1407984937208 49.0431982955423, 20.1406984931681 49.0432275644015))",Unzoned
16317,"POLYGON ((20.1886157564573 49.0603506345983, 20.1882645610914 49.0601786192193, 20.1881336825434 49.0602940150314, 20.188484878261 49.0604660308072, 20.1886157564573 49.0603506345983))",Unzoned
16338,"POLYGON ((20.1566551274534 49.070130174092, 20.1564903725167 49.0698634613529, 20.1559829527808 49.069998771376, 20.1561477054301 49.0702654848207, 20.1566551274534 49.070130174092))",Unzoned
16339,"POLYGON ((20.1690924905836 49.0681155324426, 20.1688307436256 49.0678847167611, 20.1684794579211 49.0680566988075, 20.1687412041352 49.0682875152749, 20.1690924905836 49.0681155324426))",Unzoned
16354,"POLYGON ((20.1993688151899 49.0596329279582, 20.199427952947 49.0593477187402, 20.1988854622276 49.0592991380747, 20.1988263214305 49.0595843470012, 20.1993688151899 49.0596329279582))",ResidentialLow
16369,"POLYGON ((20.1768338189674 49.0326579543993, 20.1765508705407 49.0328775951666, 20.1768014020552 49.0330171292453, 20.1770843501856 49.0327974878673, 20.1768338189674 49.0326579543993))",Unzoned
16387,"POLYGON ((20.1344481777696 49.0641359671776, 20.1341362163226 49.0639339003143, 20.1340593373581 49.0639851484863, 20.1343712988088 49.0641872155557, 20.1344481777696 49.0641359671776))",Unzoned
16388,"POLYGON ((20.1547076225851 49.0380677856687, 20.1550047380448 49.03785637107, 20.1546027836206 49.0376121948673, 20.1543056679382 49.0378236084386, 20.1547076225851 49.0380677856687))",Unzoned
16394,"POLYGON ((20.169487418112 49.0459408558828, 20.1694119964946 49.04622439723, 20.1695198318915 49.0462367912599, 20.1695952529162 49.0459532498396, 20.169487418112 49.0459408558828))",Unzoned
16397,"POLYGON ((20.1592783118845 49.0409617151024, 20.158981068882 49.0407503643165, 20.1588203258115 49.0408480706098, 20.1591175687046 49.0410594218058, 20.1592783118845 49.0409617151024))",Unzoned
16408,"POLYGON ((20.167738061348 49.0356681494709, 20.1678321312991 49.0359492712386, 20.1683665935233 49.0358719565598, 20.168272520695 49.0355908352085, 20.167738061348 49.0356681494709))",Unzoned
16413,"POLYGON ((20.1961063285228 49.0630372089809, 20.1962988035402 49.0632957769716, 20.1963971751503 49.0632641570616, 20.1962046997405 49.0630055892444, 20.1961063285228 49.0630372089809))",Unzoned
16429,"POLYGON ((20.1664174240741 49.0650114544132, 20.1661386366482 49.0647894289794, 20.1658852194325 49.0649268208418, 20.1661640064825 49.0651488468805, 20.1664174240741 49.0650114544132))",Unzoned
16431,"POLYGON ((20.1303561468447 49.0635716059905, 20.1301015368857 49.0633373820475, 20.1299233157233 49.0634210361793, 20.1301779252617 49.0636552605098, 20.1303561468447 49.0635716059905))",Unzoned
16435,"POLYGON ((20.1397090268403 49.0711536718483, 20.1392740140641 49.0711878111854, 20.1392870061623 49.0712592638084, 20.1397220195548 49.0712251244262, 20.1397090268403 49.0711536718483))",Unzoned
16437,"POLYGON ((20.1787432135935 49.0421162813942, 20.1785233722898 49.041867348641, 20.1783340422427 49.0419396089354, 20.1785538829109 49.0421885420427, 20.1787432135935 49.0421162813942))",Unzoned
16448,"POLYGON ((20.1687910562454 49.0454565611134, 20.168812516345 49.0451690626389, 20.1687031791766 49.045165536402, 20.1686817184487 49.045453034853, 20.1687910562454 49.0454565611134))",Unzoned
16450,"POLYGON ((20.1608725378643 49.0402193873359, 20.1612369074055 49.0403789864581, 20.1614796692046 49.0401394396172, 20.1611153006171 49.0399798412603, 20.1608725378643 49.0402193873359))",Unzoned
16458,"POLYGON ((20.153107049091 49.0197843137514, 20.1534891357553 49.0196439414509, 20.1532757070492 49.019392647544, 20.1528936217265 49.0195330191512, 20.153107049091 49.0197843137514))",Unzoned
16459,"POLYGON ((20.1896811669499 49.0695413450482, 20.1893293807889 49.0693697947443, 20.1888724573235 49.0697742836732, 20.1892242451507 49.0699458353676, 20.1896811669499 49.0695413450482))",Unzoned
16500,"POLYGON ((20.1763575986418 49.0319174868818, 20.1765898400822 49.0316734888996, 20.1761259942752 49.0314826037888, 20.1758937514782 49.031726600838, 20.1763575986418 49.0319174868818))",Unzoned
16509,"POLYGON ((20.168593412144 49.0444180933414, 20.1689374252093 49.0442400120078, 20.1687342501473 49.0440704023641, 20.1683902375417 49.0442484830997, 20.168593412144 49.0444180933414))",Unzoned
16512,"POLYGON ((20.1826314477241 49.0361919998423, 20.1829855236688 49.036361292053, 20.1831142668771 49.0362448905983, 20.1827601911032 49.0360755987798, 20.1826314477241 49.0361919998423))",Unzoned
16524,"POLYGON ((20.1822940414814 49.0599451967679, 20.1826782168896 49.0600834540658, 20.182730812607 49.0600203375739, 20.182346637535 49.0598820804514, 20.1822940414814 49.0599451967679))",ResidentialLow
16534,"POLYGON ((20.122079232689 49.0307026208746, 20.1221867861091 49.0304236012012, 20.1219746259397 49.030388239939, 20.1218670714145 49.03066725941, 20.122079232689 49.0307026208746))",Unzoned
16548,"POLYGON ((20.1816496742658 49.0365125232914, 20.1816883562663 49.0367992408305, 20.182233472016 49.0367674474155, 20.1821947869023 49.036480730041, 20.1816496742658 49.0365125232914))",Unzoned
16549,"POLYGON ((20.1597097537029 49.0306973586895, 20.1601121156458 49.0305839807578, 20.1598103707213 49.0301209739229, 20.1594080118534 49.0302343508282, 20.1597097537029 49.0306973586895))",Unzoned
16576,"POLYGON ((20.1735207163052 49.062116742107, 20.1739368560438 49.0620268899319, 20.1739026718507 49.0619585249142, 20.1734865326244 49.0620483769698, 20.1735207163052 49.062116742107))",ResidentialHigh
16581,"POLYGON ((20.1671641708841 49.0466873484783, 20.1667785199999 49.0465510043444, 20.1666748107916 49.046677756474, 20.1670604623638 49.0468141009553, 20.1671641708841 49.0466873484783))",Unzoned
16614,"POLYGON ((20.1430428351328 49.0655020470032, 20.1427957759061 49.0652643514079, 20.1424340395669 49.0654266902479, 20.1426810978529 49.0656643866058, 20.1430428351328 49.0655020470032))",Unzoned
16620,"POLYGON ((20.1678496015362 49.0601963693179, 20.167497685256 49.0603677482439, 20.1676932747915 49.0605411970029, 20.1680451916389 49.0603698174887, 20.1678496015362 49.0601963693179))",ResidentialLow
16633,"POLYGON ((20.1336557739069 49.0682273237288, 20.1338887806396 49.0684710745076, 20.1345379844837 49.0682031517954, 20.1343049757936 49.0679594023052, 20.1336557739069 49.0682273237288))",Unzoned
16654,"POLYGON ((20.1944588437816 49.0235384684701, 20.1940827072181 49.0236856591241, 20.1941386605492 49.0237475000462, 20.1945147974182 49.0236003092129, 20.1944588437816 49.0235384684701))",Unzoned
16656,"POLYGON ((20.1567512393946 49.0543797591304, 20.1569847558155 49.054136244255, 20.1565216217811 49.0539444003334, 20.1562881040205 49.0541879142722, 20.1567512393946 49.0543797591304))",Unzoned
16666,"POLYGON ((20.1596728759623 49.0703131087818, 20.1597600057927 49.0700310161937, 20.159652668483 49.0700167039157, 20.1595655380719 49.0702987964202, 20.1596728759623 49.0703131087818))",Unzoned
16671,"POLYGON ((20.1293782910693 49.0700321227343, 20.1296115375725 49.0702757795866, 20.1302605119648 49.0700075947954, 20.130027266851 49.0697639392578, 20.1293782910693 49.0700321227343))",Unzoned
16673,"POLYGON ((20.1738016653555 49.0634783729907, 20.1739920300384 49.0637376142433, 20.1740906583293 49.0637063411734, 20.1739002932487 49.06344710008, 20.1738016653555 49.0634783729907))",Unzoned
16679,"POLYGON ((20.187532701195 49.0715671389431, 20.1879116955963 49.0717115390169, 20.188241368662 49.0713380336012, 20.1878623761198 49.0711936346106, 20.187532701195 49.0715671389431))",Unzoned
16727,"POLYGON ((20.1725014286371 49.0548441177188, 20.1722328900038 49.0550715044206, 20.1726653637948 49.0552921189417, 20.1729339016689 49.0550647312379, 20.1725014286371 49.0548441177188))",Unzoned
16754,"POLYGON ((20.1397693236235 49.0702059308707, 20.1398290336166 49.0704910872967, 20.1403715491693 49.0704420448639, 20.1403118361227 49.0701568886992, 20.1397693236235 49.0702059308707))",Unzoned
16757,"POLYGON ((20.1333573478362 49.0622378468921, 20.1333360454662 49.0625253487, 20.133554798836 49.0625323482256, 20.1335760999481 49.0622448463706, 20.1333573478362 49.0622378468921))",Unzoned
16773,"POLYGON ((20.1548815128762 49.0643346669105, 20.1552189211234 49.0645182331107, 20.1555681159164 49.0642410896097, 20.1552307082321 49.0640575244935, 20.1548815128762 49.0643346669105))",Unzoned
16797,"POLYGON ((20.1357026464221 49.0294561310136, 20.1359269064222 49.0292089306115, 20.1353630199389 49.0289877246839, 20.135138758168 49.0292349239893, 20.1357026464221 49.0294561310136))",Unzoned
16808,"POLYGON ((20.1966776748225 49.0625018193795, 20.1962478610136 49.0624463254287, 20.1960789596269 49.0630112136248, 20.1965087781032 49.0630667082924, 20.1966776748225 49.0625018193795))",Unzoned
16809,"POLYGON ((20.181497856496 49.0601441847218, 20.1810667164408 49.0600934021647, 20.1810473974682 49.0601642343084, 20.1814785381147 49.0602150169403, 20.181497856496 49.0601441847218))",ResidentialLow
16814,"POLYGON ((20.1399293844145 49.0665639776207, 20.1397425426536 49.0668243254837, 20.1398415963589 49.0668550177931, 20.1400284377215 49.0665946697689, 20.1399293844145 49.0665639776207))",Unzoned
16838,"POLYGON ((20.1767255033969 49.0338297382809, 20.176294728002 49.0337784528521, 20.1761582311149 49.0342741214897, 20.1765890106369 49.034325407446, 20.1767255033969 49.0338297382809))",Unzoned
16858,"POLYGON ((20.1526288566827 49.0365501291221, 20.1528862779391 49.0363173008478, 20.1521780368107 49.0359788019111, 20.151920614036 49.0362116286103, 20.1526288566827 49.0365501291221))",Unzoned
16863,"POLYGON ((20.1658381972882 49.0349446743594, 20.1654006751627 49.034954732007, 20.1654083230175 49.0350985646972, 20.1658458464037 49.0350885070277, 20.1658381972882 49.0349446743594))",Unzoned
16867,"POLYGON ((20.1675913124984 49.0572989904497, 20.1675196045727 49.0575829499668, 20.1683837599638 49.0576772008097, 20.1684554631157 49.0573932407343, 20.1675913124984 49.0572989904497))",Unzoned
16883,"POLYGON ((20.1381729077681 49.022798950638, 20.1382922803496 49.0230758808105, 20.1391344582571 49.0229188648534, 20.1390150813551 49.0226419355204, 20.1381729077681 49.022798950638))",Unzoned
16898,"POLYGON ((20.1598171745137 49.0319452776798, 20.1594190336681 49.0320649445417, 20.1596465215696 49.0323921860751, 20.160044664501 49.0322725184464, 20.1598171745137 49.0319452776798))",Unzoned
16902,"POLYGON ((20.1632632766971 49.0692468737427, 20.1632549974413 49.0695346654945, 20.1634740044688 49.0695373851976, 20.1634822824604 49.0692495934234, 20.1632632766971 49.0692468737427))",Unzoned
16908,"POLYGON ((20.1977567511321 49.0637362647465, 20.1981877921577 49.0637875274304, 20.1983438107286 49.0632210411937, 20.1979127744276 49.0631697791466, 20.1977567511321 49.0637362647465))",Unzoned
16912,"POLYGON ((20.1431213953538 49.0651335663, 20.1435138715754 49.0650057249374, 20.1432220436899 49.0646188820349, 20.1428295697921 49.0647467224264, 20.1431213953538 49.0651335663))",Unzoned
16915,"POLYGON ((20.1688071135887 49.0590813311883, 20.1689453513421 49.0593544634321, 20.1692570628464 49.0592863285811, 20.1691188235645 49.0590131966992, 20.1688071135887 49.0590813311883))",ResidentialLow
16919,"POLYGON ((20.1816891315773 49.0704341671349, 20.181717209284 49.0707214194145, 20.1821544117466 49.0707029713592, 20.182126331527 49.0704157191717, 20.1816891315773 49.0704341671349))",Unzoned
16932,"POLYGON ((20.1661042145295 49.0369493378189, 20.166533602508 49.0370055092398, 20.1666190365198 49.0367231968415, 20.1661896508673 49.0366670257485, 20.1661042145295 49.0369493378189))",Unzoned
16938,"POLYGON ((20.1711535814225 49.0587384212761, 20.1715734952021 49.0588202811118, 20.1716980572294 49.0585443226504, 20.1712781455587 49.0584624632755, 20.1711535814225 49.0587384212761))",Unzoned
16941,"POLYGON ((20.1597569535 49.0695904303813, 20.1593546624572 49.0697043992765, 20.1593980274807 49.0697704792933, 20.1598003189617 49.0696565102506, 20.1597569535 49.0695904303813))",Unzoned
16957,"POLYGON ((20.1683486172088 49.0457082722369, 20.1681002105556 49.0454712281482, 20.1680100583633 49.0455120514647, 20.1682584647864 49.0457490957445, 20.1683486172088 49.0457082722369))",Unzoned
16961,"POLYGON ((20.1668563765137 49.0652920583573, 20.167224095334 49.0654484902559, 20.167343128174 49.065327677249, 20.166975409862 49.0651712457292, 20.1668563765137 49.0652920583573))",Unzoned
16997,"POLYGON ((20.142910824062 49.0423467737145, 20.1430884081762 49.0426098811697, 20.1431884648025 49.0425806941135, 20.1430108802604 49.0423175868085, 20.142910824062 49.0423467737145))",Unzoned
16999,"POLYGON ((20.1471227592922 49.0625363975257, 20.1475103359979 49.0626705158179, 20.147714430154 49.0624158276417, 20.1473268548626 49.0622817100027, 20.1471227592922 49.0625363975257))",Unzoned
17004,"POLYGON ((20.1942916951321 49.0229120341833, 20.1945890888286 49.0227008401447, 20.1941876801378 49.0224563571206, 20.1938902862248 49.0226675501322, 20.1942916951321 49.0229120341833))",Unzoned
17013,"POLYGON ((20.1593008947395 49.0704752280698, 20.159015281897 49.0706934922018, 20.1592644320078 49.0708342335993, 20.1595500445813 49.0706159688544, 20.1593008947395 49.0704752280698))",Unzoned
17018,"POLYGON ((20.1352736141871 49.0632435266913, 20.1354795359642 49.0634975788912, 20.1355761903559 49.0634637495433, 20.1353702682226 49.0632096974437, 20.1352736141871 49.0632435266913))",Unzoned
17021,"POLYGON ((20.1399226459246 49.0656451376855, 20.1401265366803 49.0658999002361, 20.1404173222149 49.0657994184699, 20.1402134303702 49.0655446564225, 20.1399226459246 49.0656451376855))",Unzoned
17038,"POLYGON ((20.1982964692405 49.0583744966922, 20.197862673201 49.058334730107, 20.1977567781244 49.0588336278017, 20.1981905784118 49.0588733948038, 20.1982964692405 49.0583744966922))",Unzoned
17051,"POLYGON ((20.1783073365477 49.0694811168698, 20.1783788409201 49.0697651004987, 20.1784868950978 49.0697533546147, 20.1784153901247 49.069469371049, 20.1783073365477 49.0694811168698))",Unzoned
17054,"POLYGON ((20.1979079097814 49.0338301487458, 20.1977593704443 49.0335593773577, 20.197244610434 49.0336814604232, 20.1973931473246 49.0339522324555, 20.1979079097814 49.0338301487458))",Unzoned
17064,"POLYGON ((20.1527645967122 49.0590192627557, 20.1524870032365 49.0587966117736, 20.152148203369 49.0589790400279, 20.1524257963264 49.0592016918152, 20.1527645967122 49.0590192627557))",Unzoned
