Id, Road Name, Road Type, One Way, Lanes, Geometry
32012310,,service,yes,,"LINESTRING (17.277763366699219 49.591358184814453, 17.277698516845703 49.591300964355469, 17.277683258056641 49.591228485107422)"
32012620,Neumannova,residential,yes,,"LINESTRING (17.27421760559082 49.593555450439453, 17.274225234985352 49.59356689453125, 17.274284362792969 49.593662261962891, 17.274875640869141 49.594490051269531, 17.274892807006836 49.594516754150391)"
32012622,Zeyerova,residential,,,"LINESTRING (17.273965835571289 49.594806671142578, 17.274589538574219 49.595672607421875)"
32012623,Blanická,residential,yes,,"LINESTRING (17.2763614654541 49.5941047668457, 17.276182174682617 49.5941276550293, 17.275838851928711 49.594230651855469, 17.274892807006836 49.594516754150391)"
32012624,Blanická,residential,yes,,"LINESTRING (17.273736953735352 49.594875335693359, 17.272420883178711 49.595314025878906)"
32012625,,footway,,,"LINESTRING (17.273014068603516 49.5962028503418, 17.273050308227539 49.596046447753906, 17.273075103759766 49.595996856689453)"
32012877,Na Bystřičce,residential,yes,,"LINESTRING (17.272420883178711 49.595314025878906, 17.2713565826416 49.594474792480469, 17.271217346191406 49.594402313232422)"
32012879,Zeyerova,residential,,,"LINESTRING (17.273736953735352 49.594875335693359, 17.273138046264648 49.593990325927734, 17.2730655670166 49.5938835144043)"
32012881,Vrchlického,residential,,,"LINESTRING (17.275838851928711 49.594230651855469, 17.275819778442383 49.594203948974609, 17.275382995605469 49.593593597412109)"
32012883,Na Bystřičce,residential,yes,,"LINESTRING (17.2746524810791 49.595760345458984, 17.2750186920166 49.595703125, 17.275814056396484 49.5954704284668, 17.27598762512207 49.595424652099609)"
32012957,U soutoku,residential,,,"LINESTRING (17.268299102783203 49.595207214355469, 17.268295288085938 49.595195770263672, 17.268260955810547 49.595096588134766, 17.268390655517578 49.594516754150391, 17.269102096557617 49.594333648681641)"
32013786,Praskova,residential,,,"LINESTRING (17.268665313720703 49.595741271972656, 17.269824981689453 49.595424652099609)"
32013787,Dukelská,residential,,,"LINESTRING (17.269466400146484 49.594882965087891, 17.269474029541016 49.594894409179688, 17.26953125 49.594974517822266, 17.269824981689453 49.595424652099609)"
32013788,Kaštanová,residential,,,"LINESTRING (17.272933959960938 49.596214294433594, 17.272680282592773 49.59661865234375, 17.272184371948242 49.5974235534668, 17.272102355957031 49.597557067871094, 17.271522521972656 49.598506927490234, 17.271415710449219 49.598686218261719, 17.271295547485352 49.598838806152344)"
32013789,Nábřeží,residential,,,"LINESTRING (17.268135070800781 49.595252990722656, 17.268131256103516 49.595264434814453, 17.268112182617188 49.595359802246094, 17.268013000488281 49.595912933349609)"
37669415,,cycleway,,,"LINESTRING (17.263357162475586 49.582157135009766, 17.263397216796875 49.5821647644043, 17.263669967651367 49.582191467285156, 17.2664852142334 49.582725524902344, 17.267307281494141 49.582901000976562, 17.267688751220703 49.582984924316406, 17.267940521240234 49.583023071289062, 17.268115997314453 49.583042144775391, 17.268346786499023 49.583045959472656, 17.268638610839844 49.5830192565918, 17.268894195556641 49.582962036132812, 17.269155502319336 49.582870483398438, 17.269325256347656 49.582763671875, 17.269481658935547 49.582611083984375, 17.269527435302734 49.582592010498047, 17.269601821899414 49.582611083984375, 17.269691467285156 49.5826301574707)"
37670214,Jeremenkova,residential,yes,,"LINESTRING (17.2774600982666 49.592090606689453, 17.277435302734375 49.592060089111328, 17.277410507202148 49.592037200927734, 17.277397155761719 49.592021942138672, 17.277379989624023 49.592010498046875, 17.277366638183594 49.591999053955078, 17.27734375 49.591991424560547, 17.277317047119141 49.59197998046875, 17.277290344238281 49.591976165771484, 17.277259826660156 49.591968536376953, 17.277231216430664 49.591960906982422, 17.277200698852539 49.591957092285156, 17.277168273925781 49.591957092285156, 17.277133941650391 49.591953277587891, 17.277099609375 49.591957092285156)"
40803386,,primary,yes,2,"LINESTRING (17.277851104736328 49.587348937988281, 17.278196334838867 49.587444305419922, 17.278587341308594 49.587532043457031)"
40803387,Velkomoravská,primary,yes,2,"LINESTRING (17.277767181396484 49.587429046630859, 17.277427673339844 49.587314605712891, 17.277050018310547 49.587173461914062, 17.276496887207031 49.586933135986328, 17.274574279785156 49.5860595703125, 17.271501541137695 49.584602355957031, 17.270280838012695 49.5840950012207, 17.270050048828125 49.584003448486328)"
40803388,Tovární,primary,yes,2,"LINESTRING (17.281061172485352 49.587936401367188, 17.282564163208008 49.588180541992188, 17.284065246582031 49.588409423828125)"
40803389,Tovární,primary,yes,2,"LINESTRING (17.27998161315918 49.587764739990234, 17.281061172485352 49.587936401367188)"
40804422,,footway,,,"LINESTRING (17.271183013916016 49.594520568847656, 17.2708683013916 49.594612121582031)"
40804423,,footway,,,"LINESTRING (17.2708683013916 49.594612121582031, 17.270681381225586 49.594654083251953, 17.26953125 49.594974517822266, 17.268112182617188 49.595359802246094, 17.26805305480957 49.595359802246094)"
41669410,Bystrovanská,tertiary,,,"LINESTRING (17.2792911529541 49.596294403076172, 17.279623031616211 49.596576690673828, 17.280082702636719 49.596771240234375, 17.280620574951172 49.596939086914062)"
41669412,,footway,,,"LINESTRING (17.2792911529541 49.596294403076172, 17.279382705688477 49.596233367919922)"
41669413,U ambulatoria,residential,,,"LINESTRING (17.279565811157227 49.595668792724609, 17.27922248840332 49.595588684082031, 17.278423309326172 49.595405578613281)"
41669414,Libušina,tertiary,,,"LINESTRING (17.2792911529541 49.596294403076172, 17.279218673706055 49.596240997314453, 17.279211044311523 49.596237182617188)"
41669472,Jeremenkova,tertiary,,,"LINESTRING (17.27598762512207 49.595424652099609, 17.275922775268555 49.595550537109375)"
41669843,Na Bystřičce,residential,,,"LINESTRING (17.274589538574219 49.595672607421875, 17.274347305297852 49.595718383789062, 17.27357292175293 49.59576416015625)"
41669846,Kavaleristů,residential,,,"LINESTRING (17.270692825317383 49.593582153320312, 17.2702693939209 49.593170166015625, 17.269712448120117 49.5927848815918, 17.269443511962891 49.592617034912109, 17.269063949584961 49.592380523681641, 17.268913269042969 49.592300415039062, 17.268400192260742 49.591957092285156)"
41669847,Na Bystřičce,residential,yes,,"LINESTRING (17.270692825317383 49.593582153320312, 17.270500183105469 49.593658447265625, 17.27043342590332 49.593765258789062, 17.270473480224609 49.593868255615234, 17.270586013793945 49.593971252441406, 17.27110481262207 49.594329833984375, 17.271171569824219 49.594375610351562, 17.271203994750977 49.594394683837891, 17.271217346191406 49.594402313232422)"
41669848,,cycleway,,,"LINESTRING (17.265707015991211 49.5902214050293, 17.265224456787109 49.590030670166016, 17.265111923217773 49.589988708496094)"
45394191,,cycleway,,,"LINESTRING (17.263948440551758 49.58990478515625, 17.264253616333008 49.590251922607422, 17.2643985748291 49.590267181396484, 17.264482498168945 49.590381622314453, 17.26463508605957 49.590526580810547, 17.264892578125 49.590755462646484, 17.265228271484375 49.591007232666016, 17.2669677734375 49.592193603515625, 17.267429351806641 49.592605590820312, 17.267484664916992 49.592678070068359, 17.267662048339844 49.592918395996094, 17.267801284790039 49.593235015869141, 17.267810821533203 49.593284606933594)"
45394192,,cycleway,,,"LINESTRING (17.2643985748291 49.590267181396484, 17.264223098754883 49.589962005615234)"
45394193,,footway,,,"LINESTRING (17.26396369934082 49.589347839355469, 17.26390266418457 49.589382171630859, 17.263893127441406 49.589447021484375, 17.26386833190918 49.589649200439453, 17.262920379638672 49.589530944824219, 17.262903213500977 49.589603424072266, 17.262887954711914 49.589668273925781, 17.262882232666016 49.589687347412109, 17.262870788574219 49.589759826660156, 17.262859344482422 49.58984375, 17.262840270996094 49.589897155761719, 17.262821197509766 49.589931488037109, 17.262790679931641 49.5899543762207, 17.262729644775391 49.589962005615234, 17.262420654296875 49.589969635009766, 17.262344360351562 49.589973449707031, 17.262279510498047 49.590000152587891, 17.262277603149414 49.590068817138672, 17.262298583984375 49.590396881103516, 17.262304306030273 49.590473175048828, 17.262308120727539 49.590541839599609, 17.261962890625 49.590549468994141, 17.261762619018555 49.590560913085938, 17.261848449707031 49.590667724609375)"
45394194,,cycleway,,,"LINESTRING (17.26396369934082 49.589347839355469, 17.263931274414062 49.589092254638672, 17.2639217376709 49.58892822265625, 17.263887405395508 49.588661193847656, 17.263843536376953 49.588459014892578, 17.263820648193359 49.588272094726562, 17.263751983642578 49.588153839111328, 17.263643264770508 49.588043212890625, 17.263528823852539 49.587993621826172, 17.263504028320312 49.587985992431641, 17.263313293457031 49.587947845458984, 17.263134002685547 49.587909698486328)"
45394195,,cycleway,,,"LINESTRING (17.265224456787109 49.590030670166016, 17.265651702880859 49.5900764465332, 17.266258239746094 49.590129852294922, 17.266357421875 49.590137481689453, 17.267036437988281 49.590190887451172, 17.267389297485352 49.590225219726562, 17.267421722412109 49.590229034423828, 17.267526626586914 49.590236663818359, 17.268186569213867 49.590324401855469, 17.268964767456055 49.5904655456543, 17.269399642944336 49.590560913085938, 17.26970100402832 49.590702056884766)"
45394196,,path,,,"LINESTRING (17.265228271484375 49.591007232666016, 17.265213012695312 49.591243743896484)"
45396971,,pedestrian,,,"LINEARRING (17.2637996673584 49.592433929443359, 17.263843536376953 49.592422485351562, 17.263885498046875 49.592441558837891, 17.263933181762695 49.592464447021484, 17.264003753662109 49.592456817626953, 17.2640438079834 49.592437744140625, 17.264095306396484 49.592403411865234, 17.264163970947266 49.592391967773438, 17.264209747314453 49.592372894287109, 17.264242172241211 49.592350006103516, 17.264259338378906 49.592323303222656, 17.264263153076172 49.5922966003418, 17.264245986938477 49.5922737121582, 17.264169692993164 49.592189788818359, 17.264114379882812 49.592128753662109, 17.264072418212891 49.592090606689453, 17.264022827148438 49.592082977294922, 17.26397705078125 49.592079162597656, 17.263940811157227 49.592079162597656, 17.263919830322266 49.592086791992188, 17.263889312744141 49.592105865478516, 17.263847351074219 49.592121124267578, 17.26380729675293 49.592128753662109, 17.263763427734375 49.592128753662109, 17.263731002807617 49.592132568359375, 17.263702392578125 49.592155456542969, 17.263679504394531 49.592212677001953, 17.263669967651367 49.592231750488281, 17.263637542724609 49.592254638671875, 17.2637996673584 49.592433929443359)"
45396972,Dr. Milady Horákové,residential,yes,,"LINESTRING (17.269943237304688 49.594123840332031, 17.270481109619141 49.594501495361328, 17.270536422729492 49.594551086425781)"
45396974,Dukelská,residential,yes,,"LINESTRING (17.269824981689453 49.595424652099609, 17.270759582519531 49.596809387207031)"
45396975,Praskova,residential,,,"LINESTRING (17.269824981689453 49.595424652099609, 17.27076530456543 49.595169067382812, 17.271219253540039 49.595043182373047)"
45396976,,service,,,"LINESTRING (17.2651309967041 49.591201782226562, 17.264860153198242 49.591007232666016, 17.264711380004883 49.590888977050781, 17.264490127563477 49.590702056884766, 17.264369964599609 49.590518951416016)"
45396978,,steps,,,"LINESTRING (17.261848449707031 49.590667724609375, 17.261873245239258 49.5906982421875)"
45396979,,footway,,,"LINESTRING (17.261762619018555 49.590560913085938, 17.2613468170166 49.5905876159668, 17.261186599731445 49.590595245361328)"
45396980,,service,,,"LINESTRING (17.262371063232422 49.591239929199219, 17.262449264526367 49.591346740722656)"
45396983,,footway,,,"LINESTRING (17.262617111206055 49.591289520263672, 17.262351989746094 49.590988159179688, 17.261962890625 49.590549468994141, 17.261940002441406 49.590412139892578, 17.261930465698242 49.590248107910156)"
45396985,,footway,,,"LINESTRING (17.263650894165039 49.591632843017578, 17.263637542724609 49.5916633605957, 17.263633728027344 49.591693878173828, 17.263645172119141 49.591732025146484, 17.26368522644043 49.591793060302734, 17.263742446899414 49.591861724853516, 17.263813018798828 49.5919189453125, 17.263837814331055 49.591957092285156, 17.263835906982422 49.592002868652344, 17.263811111450195 49.592090606689453, 17.263847351074219 49.592121124267578)"
45396986,,footway,,,"LINESTRING (17.263679504394531 49.592212677001953, 17.26348876953125 49.592067718505859, 17.263290405273438 49.591896057128906, 17.263153076171875 49.591758728027344, 17.263002395629883 49.591556549072266, 17.262840270996094 49.59124755859375, 17.262821197509766 49.591213226318359)"
45396990,Blahoslavova,residential,yes,,"LINESTRING (17.266942977905273 49.594497680664062, 17.267057418823242 49.594528198242188, 17.267536163330078 49.594581604003906, 17.26740837097168 49.595333099365234, 17.267375946044922 49.595439910888672, 17.267374038696289 49.595455169677734)"
45396993,Nábřeží,residential,yes,,"LINESTRING (17.268013000488281 49.595912933349609, 17.267974853515625 49.5961799621582, 17.267948150634766 49.597164154052734, 17.267982482910156 49.597324371337891, 17.268167495727539 49.597610473632812)"
45396996,Praskova,residential,yes,,"LINESTRING (17.268665313720703 49.595741271972656, 17.268013000488281 49.595912933349609)"
45396997,Blahoslavova,residential,,,"LINESTRING (17.267185211181641 49.595508575439453, 17.267190933227539 49.59552001953125, 17.267234802246094 49.595600128173828, 17.267282485961914 49.595687866210938)"
45396998,Dr. Milady Horákové,residential,,,"LINESTRING (17.270536422729492 49.594551086425781, 17.270565032958984 49.594570159912109, 17.270576477050781 49.594577789306641, 17.270587921142578 49.594585418701172, 17.270681381225586 49.594654083251953, 17.271219253540039 49.595043182373047, 17.27277946472168 49.596187591552734)"
45397000,Starodružiníků,residential,yes,,"LINESTRING (17.27076530456543 49.595169067382812, 17.271636962890625 49.596538543701172)"
46156388,Smetanova,residential,yes,,"LINESTRING (17.276142120361328 49.589878082275391, 17.27595329284668 49.590679168701172)"
46156389,Hálkova,residential,yes,,"LINESTRING (17.274229049682617 49.590484619140625, 17.274238586425781 49.5904541015625, 17.274454116821289 49.589691162109375)"
46476538,,steps,,,"LINESTRING (17.260564804077148 49.594017028808594, 17.260534286499023 49.594051361083984)"
46476539,,footway,,,"LINESTRING (17.260334014892578 49.594234466552734, 17.260246276855469 49.593990325927734)"
46488882,,footway,,,"LINESTRING (17.260534286499023 49.594051361083984, 17.260334014892578 49.594234466552734, 17.260715484619141 49.5941276550293)"
46488884,,steps,,,"LINESTRING (17.260715484619141 49.5941276550293, 17.260799407958984 49.594100952148438)"
46988734,Zeyerova,residential,,,"LINESTRING (17.274589538574219 49.595672607421875, 17.2746524810791 49.595760345458984)"
48892015,U reálky,residential,,,"LINESTRING (17.263675689697266 49.594623565673828, 17.264045715332031 49.594486236572266, 17.264348983764648 49.594367980957031, 17.264467239379883 49.594318389892578)"
48892017,,footway,,,"LINESTRING (17.264907836914062 49.596004486083984, 17.264928817749023 49.596035003662109, 17.26495361328125 49.5960693359375, 17.264965057373047 49.596084594726562)"
48902813,,steps,,,"LINESTRING (17.264514923095703 49.5946044921875, 17.264438629150391 49.594635009765625)"
48902923,,footway,,,"LINESTRING (17.265419006347656 49.595638275146484, 17.265409469604492 49.59564208984375)"
51012576,Jungmannova,residential,yes,,"LINESTRING (17.27595329284668 49.590679168701172, 17.274229049682617 49.590484619140625)"
51012577,Smetanova,residential,,,"LINESTRING (17.27595329284668 49.590679168701172, 17.275819778442383 49.5911865234375, 17.275745391845703 49.591461181640625)"
51017976,Štursova,residential,yes,,"LINESTRING (17.273176193237305 49.588794708251953, 17.273172378540039 49.588901519775391, 17.273160934448242 49.5892448425293, 17.27342414855957 49.589252471923828, 17.2734375 49.588909149169922, 17.273441314697266 49.588794708251953)"
51017978,Hálkova,residential,yes,,"LINESTRING (17.2744197845459 49.58880615234375, 17.274387359619141 49.588932037353516, 17.274202346801758 49.589664459228516)"
51021722,,residential,,,"LINESTRING (17.277267456054688 49.589176177978516, 17.277494430541992 49.589103698730469, 17.277690887451172 49.589027404785156, 17.277803421020508 49.588993072509766, 17.278659820556641 49.589073181152344, 17.278890609741211 49.589096069335938, 17.2789306640625 49.5890998840332, 17.278982162475586 49.589107513427734, 17.279155731201172 49.5891227722168)"
51021728,,service,yes,,"LINESTRING (17.277690887451172 49.589027404785156, 17.277730941772461 49.589076995849609, 17.277873992919922 49.589271545410156, 17.277931213378906 49.589370727539062, 17.277759552001953 49.589431762695312, 17.277534484863281 49.589153289794922, 17.277494430541992 49.589103698730469)"
51024726,Smetanova,residential,,,"LINESTRING (17.276220321655273 49.588115692138672, 17.276390075683594 49.588130950927734, 17.276481628417969 49.588191986083984, 17.276510238647461 49.588287353515625, 17.276458740234375 49.588665008544922, 17.276142120361328 49.589878082275391)"
51100200,Jeremenkova,residential,,,"LINESTRING (17.2774600982666 49.592090606689453, 17.277284622192383 49.592422485351562, 17.2772216796875 49.592552185058594)"
51100203,Jeremenkova,tertiary,,,"LINESTRING (17.276771545410156 49.593631744384766, 17.276702880859375 49.593803405761719, 17.276657104492188 49.593925476074219, 17.276556015014648 49.594043731689453)"
51102000,,primary_link,,,"LINESTRING (17.276865005493164 49.588363647460938, 17.276891708374023 49.588584899902344)"
52957303,,residential,,,"LINESTRING (17.262060165405273 49.595596313476562, 17.261911392211914 49.595317840576172)"
52982236,,footway,,,"LINESTRING (17.260354995727539 49.596160888671875, 17.260356903076172 49.596138000488281, 17.260358810424805 49.596111297607422)"
52982238,,footway,,,"LINESTRING (17.260480880737305 49.595916748046875, 17.260448455810547 49.595912933349609, 17.260393142700195 49.595909118652344, 17.260345458984375 49.595909118652344, 17.260290145874023 49.595912933349609, 17.260238647460938 49.595928192138672, 17.260183334350586 49.595947265625, 17.260150909423828 49.5959587097168, 17.260122299194336 49.595977783203125)"
52982239,,footway,,,"LINESTRING (17.260122299194336 49.595977783203125, 17.260158538818359 49.595993041992188, 17.260202407836914 49.596004486083984, 17.260274887084961 49.596035003662109, 17.260322570800781 49.596076965332031, 17.260339736938477 49.596092224121094, 17.260358810424805 49.596111297607422)"
52986009,,cycleway,,,"LINESTRING (17.270133972167969 49.590732574462891, 17.273580551147461 49.591571807861328)"
52986010,,cycleway,,,"LINESTRING (17.270278930664062 49.590404510498047, 17.27375602722168 49.59124755859375, 17.273874282836914 49.591274261474609, 17.273996353149414 49.591304779052734, 17.27409553527832 49.591327667236328, 17.274179458618164 49.591346740722656, 17.27568244934082 49.591716766357422, 17.276252746582031 49.59185791015625, 17.276315689086914 49.591869354248047)"
52986013,,cycleway,,,"LINESTRING (17.263948440551758 49.58990478515625, 17.263351440429688 49.589878082275391, 17.262859344482422 49.58984375, 17.260961532592773 49.589584350585938, 17.260749816894531 49.589580535888672, 17.260616302490234 49.589561462402344, 17.260442733764648 49.589519500732422, 17.260251998901367 49.589454650878906, 17.259870529174805 49.589359283447266, 17.259809494018555 49.589332580566406, 17.259567260742188 49.589286804199219, 17.259471893310547 49.589275360107422, 17.258649826049805 49.5891227722168, 17.258071899414062 49.589019775390625, 17.257730484008789 49.588954925537109, 17.257637023925781 49.588932037353516)"
52986021,,service,,,"LINESTRING (17.259765625 49.589473724365234, 17.260198593139648 49.589935302734375)"
52986022,,footway,,,"LINESTRING (17.264976501464844 49.589729309082031, 17.263942718505859 49.589653015136719)"
52986023,,cycleway,,,"LINESTRING (17.265111923217773 49.589988708496094, 17.264076232910156 49.589912414550781)"
52986024,,residential,,,"LINESTRING (17.266460418701172 49.58990478515625, 17.266504287719727 49.5898323059082, 17.266536712646484 49.589786529541016, 17.266551971435547 49.589599609375, 17.266412734985352 49.589015960693359, 17.266407012939453 49.588993072509766)"
52986025,,service,,,"LINESTRING (17.259906768798828 49.589305877685547, 17.259870529174805 49.589359283447266, 17.25982666015625 49.589408874511719, 17.259807586669922 49.589427947998047, 17.259765625 49.589473724365234)"
52986029,,cycleway,,,"LINESTRING (17.26970100402832 49.590702056884766, 17.269758224487305 49.590721130371094, 17.269842147827148 49.590740203857422, 17.269926071166992 49.59075927734375, 17.270057678222656 49.59075927734375, 17.270133972167969 49.590732574462891)"
52986032,,cycleway,,,"LINESTRING (17.274179458618164 49.591346740722656, 17.274135589599609 49.591423034667969, 17.274087905883789 49.591503143310547, 17.274076461791992 49.591526031494141, 17.27403450012207 49.591598510742188, 17.273996353149414 49.5916748046875)"
52986037,Hálkova,residential,,,"LINESTRING (17.274229049682617 49.590484619140625, 17.274137496948242 49.590961456298828, 17.274106979370117 49.591114044189453, 17.274023056030273 49.591259002685547, 17.273996353149414 49.591304779052734, 17.273952484130859 49.591377258300781, 17.273902893066406 49.591461181640625, 17.273889541625977 49.591484069824219, 17.273845672607422 49.591556549072266)"
52986045,,cycleway,,,"LINESTRING (17.273996353149414 49.5916748046875, 17.273927688598633 49.591659545898438, 17.2738037109375 49.591625213623047, 17.273683547973633 49.591598510742188, 17.273580551147461 49.591571807861328)"
53033110,Dukelská,residential,yes,,"LINESTRING (17.269466400146484 49.594882965087891, 17.269460678100586 49.594871520996094, 17.269397735595703 49.594779968261719, 17.269102096557617 49.594333648681641)"
53038620,,footway,,,"LINESTRING (17.267524719238281 49.595504760742188, 17.267486572265625 49.595516204833984)"
53038623,,footway,,,"LINESTRING (17.26805305480957 49.595359802246094, 17.267524719238281 49.595504760742188)"
53227224,,service,,,"LINESTRING (17.270692825317383 49.593582153320312, 17.270526885986328 49.593551635742188, 17.270477294921875 49.593559265136719, 17.270452499389648 49.593563079833984)"
53236856,,service,,,"LINESTRING (17.27070426940918 49.588218688964844, 17.270797729492188 49.588191986083984, 17.271024703979492 49.588092803955078, 17.271402359008789 49.587959289550781, 17.271760940551758 49.587860107421875, 17.271940231323242 49.587833404541016, 17.272157669067383 49.587913513183594, 17.272396087646484 49.588005065917969, 17.272539138793945 49.5880241394043, 17.272645950317383 49.588039398193359, 17.272745132446289 49.588039398193359)"
57149220,,cycleway,,,"LINESTRING (17.276315689086914 49.591869354248047, 17.27659797668457 49.591915130615234, 17.276655197143555 49.5919189453125, 17.2767276763916 49.5919075012207, 17.276876449584961 49.591884613037109, 17.277008056640625 49.591854095458984, 17.277082443237305 49.591835021972656, 17.277133941650391 49.591815948486328, 17.277193069458008 49.591793060302734, 17.277242660522461 49.591762542724609, 17.277290344238281 49.591724395751953, 17.277311325073242 49.591697692871094, 17.27734375 49.591659545898438, 17.277370452880859 49.591617584228516, 17.27739143371582 49.591590881347656, 17.27740478515625 49.591567993164062, 17.27741813659668 49.591552734375, 17.277433395385742 49.591548919677734, 17.277450561523438 49.5915412902832, 17.2774600982666 49.5915412902832, 17.277473449707031 49.5915412902832, 17.277490615844727 49.5915412902832, 17.277515411376953 49.591545104980469, 17.277595520019531 49.591556549072266, 17.277742385864258 49.591583251953125, 17.277843475341797 49.591602325439453)"
57149226,,footway,,,"LINESTRING (17.27641487121582 49.590732574462891, 17.276388168334961 49.590904235839844, 17.276742935180664 49.590972900390625, 17.276922225952148 49.590995788574219)"
57149228,,service,,,"LINESTRING (17.27595329284668 49.590679168701172, 17.27641487121582 49.590732574462891, 17.276884078979492 49.590774536132812)"
57884768,,footway,,,"LINESTRING (17.273225784301758 49.595752716064453, 17.27324104309082 49.595726013183594, 17.273723602294922 49.594978332519531, 17.273736953735352 49.594875335693359)"
57884769,,footway,,,"LINESTRING (17.273075103759766 49.595996856689453, 17.273225784301758 49.595752716064453)"
62182643,Jeremenkova,residential,yes,,"LINESTRING (17.276756286621094 49.592754364013672, 17.276792526245117 49.592781066894531, 17.2768611907959 49.592811584472656, 17.276935577392578 49.592819213867188, 17.277023315429688 49.592807769775391, 17.277101516723633 49.592777252197266, 17.2772216796875 49.592552185058594)"
62182646,,steps,,,"LINESTRING (17.277429580688477 49.590274810791016, 17.2774658203125 49.590236663818359)"
62182648,tř. Kosmonautů,tertiary,yes,,"LINESTRING (17.276512145996094 49.592094421386719, 17.276548385620117 49.5921745300293, 17.276567459106445 49.592250823974609, 17.27662467956543 49.592422485351562, 17.276721954345703 49.592674255371094, 17.276756286621094 49.592754364013672, 17.276697158813477 49.592933654785156)"
62182649,Jeremenkova,tertiary,,,"LINESTRING (17.276697158813477 49.592933654785156, 17.276809692382812 49.593254089355469, 17.276828765869141 49.593364715576172)"
62182653,Jeremenkova,tertiary,,,"LINESTRING (17.276462554931641 49.594192504882812, 17.27642822265625 49.594184875488281, 17.276399612426758 49.594173431396484, 17.276376724243164 49.594154357910156, 17.276363372802734 49.594131469726562, 17.2763614654541 49.5941047668457, 17.2763729095459 49.594078063964844, 17.276397705078125 49.59405517578125, 17.276432037353516 49.594039916992188, 17.276472091674805 49.594032287597656, 17.276515960693359 49.594032287597656, 17.276556015014648 49.594043731689453, 17.276584625244141 49.594058990478516, 17.2766056060791 49.594081878662109, 17.276615142822266 49.594108581542969, 17.276611328125 49.594131469726562, 17.276596069335938 49.594154357910156, 17.276571273803711 49.59417724609375, 17.276538848876953 49.594188690185547, 17.276500701904297 49.594196319580078, 17.276462554931641 49.594192504882812)"
62182656,,footway,,,"LINESTRING (17.2774658203125 49.590236663818359, 17.277534484863281 49.590118408203125)"
62183508,,pedestrian,,,"LINEARRING (17.276050567626953 49.593235015869141, 17.276021957397461 49.593193054199219, 17.2760009765625 49.593158721923828, 17.276237487792969 49.593120574951172, 17.276371002197266 49.593097686767578, 17.276523590087891 49.593090057373047, 17.276582717895508 49.593105316162109, 17.276630401611328 49.593135833740234, 17.276662826538086 49.593177795410156, 17.276693344116211 49.593257904052734, 17.276721954345703 49.5933837890625, 17.276599884033203 49.593345642089844, 17.276449203491211 49.593311309814453, 17.276191711425781 49.59326171875, 17.276050567626953 49.593235015869141)"
62183510,,pedestrian,,,"LINEARRING (17.275968551635742 49.592857360839844, 17.275918960571289 49.592945098876953, 17.276399612426758 49.592803955078125, 17.276430130004883 49.592758178710938, 17.276418685913086 49.59271240234375, 17.276395797729492 49.592643737792969, 17.276344299316406 49.592525482177734, 17.276243209838867 49.592250823974609, 17.275968551635742 49.592857360839844)"
71094468,Božetěchova,residential,yes,,"LINESTRING (17.272165298461914 49.588779449462891, 17.272163391113281 49.588874816894531, 17.272148132324219 49.589454650878906)"
71159625,Fibichova,residential,yes,,"LINESTRING (17.272148132324219 49.589454650878906, 17.274202346801758 49.589664459228516)"
71322582,Fibichova,residential,yes,,"LINESTRING (17.274454116821289 49.589691162109375, 17.276142120361328 49.589878082275391)"
71322583,Fibichova,residential,yes,,"LINESTRING (17.274202346801758 49.589664459228516, 17.274454116821289 49.589691162109375)"
71591026,,service,,,"LINESTRING (17.271905899047852 49.586814880371094, 17.271873474121094 49.586715698242188, 17.273227691650391 49.585601806640625, 17.27293586730957 49.5855712890625, 17.27264404296875 49.585742950439453, 17.271980285644531 49.586391448974609, 17.271743774414062 49.5866584777832, 17.271873474121094 49.586715698242188)"
75727844,,unclassified,yes,,"LINESTRING (17.268955230712891 49.583015441894531, 17.269296646118164 49.582862854003906, 17.269428253173828 49.582771301269531, 17.269601821899414 49.582611083984375, 17.269678115844727 49.582546234130859, 17.269855499267578 49.582447052001953)"
75727847,,service,,,"LINESTRING (17.270408630371094 49.582084655761719, 17.270292282104492 49.582004547119141, 17.270240783691406 49.581981658935547, 17.270069122314453 49.582115173339844, 17.269895553588867 49.582233428955078, 17.269735336303711 49.582340240478516, 17.269392013549805 49.582485198974609, 17.269184112548828 49.582553863525391, 17.268989562988281 49.582618713378906, 17.26878547668457 49.582691192626953, 17.268596649169922 49.582756042480469, 17.268392562866211 49.582828521728516, 17.268215179443359 49.582889556884766)"
75732996,,residential,,,"LINESTRING (17.283960342407227 49.588062286376953, 17.283267974853516 49.587905883789062)"
75732998,Hybešova,service,,,"LINESTRING (17.282491683959961 49.587921142578125, 17.283119201660156 49.588047027587891)"
76396379,Dr. Milady Horákové,residential,,,"LINESTRING (17.275062561035156 49.597442626953125, 17.274782180786133 49.5974006652832, 17.274673461914062 49.597339630126953, 17.274621963500977 49.597251892089844, 17.27446174621582 49.59613037109375)"
76564367,Želivského,residential,yes,,"LINESTRING (17.281646728515625 49.591720581054688, 17.281766891479492 49.592414855957031)"
76564756,Dvorská,residential,,,"LINESTRING (17.281682968139648 49.594566345214844, 17.281917572021484 49.593845367431641, 17.281965255737305 49.593685150146484)"
76564809,Tyršova,residential,yes,,"LINESTRING (17.280607223510742 49.595249176025391, 17.280599594116211 49.595237731933594, 17.280458450317383 49.595077514648438, 17.280542373657227 49.594356536865234)"
76565006,Geislerova,residential,,,"LINESTRING (17.283123016357422 49.589401245117188, 17.284690856933594 49.590000152587891)"
