Id, Road Name, Road Type, One Way, Lanes, Geometry
134708587,Hlavná,residential,,,"LINESTRING (20.205730438232422 49.098037719726562, 20.206430435180664 49.097854614257812, 20.206844329833984 49.097709655761719, 20.20710563659668 49.097564697265625, 20.207490921020508 49.097354888916016, 20.208114624023438 49.097129821777344, 20.208717346191406 49.096832275390625, 20.20884895324707 49.096752166748047, 20.2091007232666 49.09661865234375, 20.209236145019531 49.096481323242188, 20.209365844726562 49.0963134765625, 20.209514617919922 49.096168518066406)"
134708588,Nová,residential,,,"LINESTRING (20.212154388427734 49.097282409667969, 20.211481094360352 49.097492218017578, 20.211238861083984 49.097557067871094, 20.211154937744141 49.097579956054688, 20.210840225219727 49.097782135009766, 20.210149765014648 49.098175048828125, 20.209133148193359 49.098804473876953, 20.208700180053711 49.099040985107422, 20.208444595336914 49.099155426025391, 20.208108901977539 49.099269866943359, 20.207754135131836 49.099349975585938, 20.20753288269043 49.099395751953125, 20.207340240478516 49.099452972412109, 20.207118988037109 49.099521636962891, 20.206857681274414 49.099567413330078, 20.20661735534668 49.099559783935547)"
134708591,,residential,,,"LINESTRING (20.205089569091797 49.096794128417969, 20.206073760986328 49.096183776855469, 20.206933975219727 49.0955810546875, 20.207487106323242 49.095355987548828)"
134708593,Cintorínska,residential,,,"LINESTRING (20.210586547851562 49.096870422363281, 20.210649490356445 49.096927642822266, 20.210897445678711 49.097251892089844, 20.2110538482666 49.097457885742188, 20.211154937744141 49.097579956054688)"
134708597,Lúčna,residential,,,"LINESTRING (20.205089569091797 49.096794128417969, 20.204540252685547 49.097145080566406, 20.203895568847656 49.097431182861328, 20.203296661376953 49.0977668762207, 20.203060150146484 49.097984313964844, 20.203012466430664 49.09820556640625, 20.203023910522461 49.0984001159668, 20.203081130981445 49.098438262939453, 20.203125 49.098464965820312, 20.203319549560547 49.098487854003906)"
137119439,Hlavná,primary,,3,"LINESTRING (20.217727661132812 49.0616569519043, 20.217048645019531 49.061592102050781)"
137119440,Jilemnického,residential,,,"LINESTRING (20.21196174621582 49.055377960205078, 20.211843490600586 49.055076599121094)"
137119441,Mierová,residential,,2,"LINESTRING (20.198642730712891 49.058303833007812, 20.199176788330078 49.058353424072266, 20.199777603149414 49.058406829833984, 20.200813293457031 49.058494567871094, 20.200996398925781 49.058506011962891, 20.202505111694336 49.05865478515625, 20.203292846679688 49.0587158203125, 20.204973220825195 49.0588493347168, 20.20643424987793 49.058975219726562, 20.207853317260742 49.059101104736328, 20.208003997802734 49.059116363525391)"
137119443,,service,,,"LINESTRING (20.2117862701416 49.056346893310547, 20.211709976196289 49.056346893310547, 20.211441040039062 49.056343078613281)"
137119453,9. mája,residential,,,"LINESTRING (20.214164733886719 49.056835174560547, 20.214319229125977 49.057197570800781, 20.213516235351562 49.058883666992188, 20.213327407836914 49.059280395507812, 20.213172912597656 49.059555053710938, 20.213052749633789 49.060062408447266, 20.212997436523438 49.060317993164062)"
144534164,,track,,,"LINESTRING (20.138339996337891 49.045143127441406, 20.138236999511719 49.045040130615234, 20.138107299804688 49.044761657714844, 20.138031005859375 49.044479370117188, 20.137994766235352 49.044403076171875, 20.138021469116211 49.0443000793457, 20.138233184814453 49.043922424316406, 20.138315200805664 49.043865203857422, 20.138559341430664 49.043807983398438, 20.138681411743164 49.0438346862793, 20.138904571533203 49.043754577636719, 20.139122009277344 49.043426513671875)"
144534165,Lesná,residential,,,"LINESTRING (20.1436767578125 49.052143096923828, 20.143875122070312 49.0522575378418)"
144534166,,service,,,"LINESTRING (20.141927719116211 49.0521354675293, 20.141927719116211 49.052089691162109, 20.141914367675781 49.052017211914062, 20.141719818115234 49.052009582519531)"
144534172,,track,,,"LINESTRING (20.159444808959961 49.040924072265625, 20.159305572509766 49.040733337402344, 20.1590633392334 49.040401458740234, 20.158531188964844 49.039901733398438, 20.157106399536133 49.039089202880859, 20.155586242675781 49.038143157958984, 20.15485954284668 49.037757873535156, 20.153232574462891 49.037105560302734, 20.151676177978516 49.036361694335938, 20.151172637939453 49.036170959472656, 20.14903450012207 49.035366058349609, 20.148286819458008 49.035160064697266, 20.146766662597656 49.034740447998047, 20.145593643188477 49.034442901611328, 20.144472122192383 49.033546447753906, 20.143712997436523 49.033130645751953, 20.143152236938477 49.032821655273438, 20.142269134521484 49.0324821472168, 20.141925811767578 49.032318115234375, 20.141683578491211 49.032253265380859, 20.141441345214844 49.032192230224609, 20.140790939331055 49.032142639160156, 20.140470504760742 49.032108306884766, 20.14012336730957 49.032016754150391, 20.139509201049805 49.031761169433594, 20.138833999633789 49.031322479248047, 20.138566970825195 49.031177520751953, 20.137422561645508 49.030563354492188, 20.137306213378906 49.030498504638672, 20.136192321777344 49.029899597167969, 20.135005950927734 49.029434204101562, 20.134664535522461 49.0291862487793, 20.134368896484375 49.028728485107422, 20.134256362915039 49.0285530090332, 20.133998870849609 49.028339385986328, 20.133573532104492 49.028125762939453, 20.132831573486328 49.0277214050293, 20.132186889648438 49.027423858642578, 20.131557464599609 49.027072906494141, 20.130971908569336 49.026748657226562, 20.130647659301758 49.026546478271484, 20.130317687988281 49.025905609130859, 20.130161285400391 49.025634765625, 20.129873275756836 49.025436401367188, 20.129858016967773 49.025390625, 20.129810333251953 49.025299072265625, 20.129777908325195 49.02520751953125, 20.129816055297852 49.025009155273438, 20.129972457885742 49.024703979492188, 20.130105972290039 49.024299621582031, 20.129953384399414 49.023662567138672, 20.129878997802734 49.023323059082031, 20.130037307739258 49.022830963134766, 20.130302429199219 49.022453308105469, 20.130826950073242 49.0220832824707, 20.131130218505859 49.021709442138672, 20.131254196166992 49.021312713623047, 20.131479263305664 49.0206413269043, 20.131742477416992 49.020160675048828, 20.131881713867188 49.019939422607422, 20.132043838500977 49.019737243652344, 20.132308959960938 49.019393920898438, 20.132415771484375 49.018890380859375, 20.132350921630859 49.018333435058594, 20.132265090942383 49.0179557800293, 20.132366180419922 49.017627716064453)"
144534173,,track,,,"LINESTRING (20.139122009277344 49.043426513671875, 20.139156341552734 49.043357849121094, 20.139249801635742 49.043277740478516, 20.139335632324219 49.043243408203125, 20.139404296875 49.04315185546875, 20.13975715637207 49.043128967285156, 20.139896392822266 49.043132781982422, 20.14008903503418 49.043132781982422, 20.140214920043945 49.043132781982422, 20.140371322631836 49.043087005615234, 20.140495300292969 49.043003082275391, 20.140649795532227 49.042903900146484, 20.140771865844727 49.042865753173828, 20.140956878662109 49.0428581237793, 20.141124725341797 49.042800903320312, 20.141260147094727 49.042743682861328, 20.141342163085938 49.042659759521484, 20.141504287719727 49.042648315429688, 20.141592025756836 49.042579650878906, 20.141706466674805 49.042533874511719, 20.1418399810791 49.042449951171875, 20.141960144042969 49.042411804199219, 20.142086029052734 49.042331695556641, 20.142215728759766 49.042304992675781, 20.142335891723633 49.042251586914062, 20.142427444458008 49.042251586914062, 20.142518997192383 49.0422248840332, 20.142782211303711 49.042140960693359, 20.142971038818359 49.042121887207031, 20.143077850341797 49.042121887207031, 20.143251419067383 49.042095184326172, 20.1439266204834 49.042110443115234, 20.144433975219727 49.042137145996094, 20.145063400268555 49.042167663574219, 20.14558219909668 49.042221069335938, 20.14604377746582 49.042308807373047, 20.146650314331055 49.0424690246582, 20.147375106811523 49.0425910949707, 20.147708892822266 49.042625427246094, 20.14845085144043 49.042644500732422, 20.148841857910156 49.042659759521484, 20.149808883666992 49.042762756347656, 20.150064468383789 49.042884826660156, 20.150625228881836 49.042823791503906, 20.151603698730469 49.042724609375, 20.152198791503906 49.042694091796875, 20.152406692504883 49.042678833007812, 20.152858734130859 49.042675018310547, 20.153182983398438 49.042667388916016, 20.153800964355469 49.0423469543457, 20.154520034790039 49.042037963867188, 20.154970169067383 49.041770935058594, 20.155471801757812 49.041465759277344, 20.155662536621094 49.041358947753906, 20.156028747558594 49.041339874267578, 20.156332015991211 49.041301727294922, 20.156478881835938 49.04132080078125, 20.156715393066406 49.041297912597656, 20.156892776489258 49.041316986083984, 20.15715217590332 49.041282653808594, 20.157447814941406 49.041316986083984, 20.157646179199219 49.041332244873047, 20.1578369140625 49.041343688964844, 20.158077239990234 49.041366577148438, 20.158363342285156 49.0413932800293, 20.1586971282959 49.041419982910156, 20.158836364746094 49.041408538818359, 20.158973693847656 49.041347503662109, 20.159025192260742 49.0411491394043, 20.159214019775391 49.041053771972656, 20.15934944152832 49.040985107421875, 20.159444808959961 49.040924072265625)"
144540294,,track,,,"LINESTRING (20.159547805786133 49.041091918945312, 20.159494400024414 49.0410041809082, 20.159444808959961 49.040924072265625)"
153245596,,track,,,"LINESTRING (20.1205997467041 49.079494476318359, 20.120603561401367 49.079761505126953, 20.124275207519531 49.082855224609375, 20.12468147277832 49.083274841308594)"
153245597,,track,,,"LINESTRING (20.123056411743164 49.0772819519043, 20.124179840087891 49.077930450439453, 20.124656677246094 49.078296661376953, 20.128740310668945 49.082088470458984)"
153245598,,track,,,"LINESTRING (20.12293815612793 49.076957702636719, 20.122583389282227 49.077140808105469, 20.121416091918945 49.077342987060547, 20.1198787689209 49.077610015869141, 20.119440078735352 49.077610015869141, 20.1165714263916 49.0772819519043, 20.114797592163086 49.077278137207031)"
153245599,,path,,,"LINESTRING (20.12537956237793 49.075527191162109, 20.12568473815918 49.075668334960938, 20.125822067260742 49.075733184814453)"
165293483,,track,,,"LINESTRING (20.205814361572266 49.033203125, 20.205732345581055 49.033172607421875, 20.205606460571289 49.033123016357422, 20.205411911010742 49.033073425292969, 20.205196380615234 49.033023834228516, 20.204879760742188 49.032985687255859, 20.204446792602539 49.032974243164062, 20.204191207885742 49.033004760742188, 20.203804016113281 49.033061981201172, 20.203323364257812 49.033119201660156, 20.203039169311523 49.033153533935547, 20.2027587890625 49.033157348632812, 20.202430725097656 49.033157348632812, 20.202323913574219 49.033138275146484, 20.202054977416992 49.033088684082031, 20.20161247253418 49.032981872558594, 20.201337814331055 49.032886505126953, 20.200971603393555 49.032718658447266, 20.200395584106445 49.032402038574219, 20.200008392333984 49.03216552734375, 20.199352264404297 49.031757354736328, 20.199039459228516 49.031570434570312, 20.198928833007812 49.031475067138672, 20.1986026763916 49.031291961669922, 20.198265075683594 49.03106689453125, 20.198036193847656 49.030956268310547, 20.197797775268555 49.030788421630859, 20.197546005249023 49.030605316162109, 20.197097778320312 49.03033447265625, 20.1967716217041 49.0301513671875, 20.196636199951172 49.0300407409668, 20.196466445922852 49.029872894287109, 20.196361541748047 49.029750823974609, 20.195854187011719 49.029270172119141, 20.195648193359375 49.0289306640625, 20.195466995239258 49.028766632080078, 20.195224761962891 49.028606414794922, 20.195220947265625 49.028511047363281, 20.195098876953125 49.028423309326172, 20.194892883300781 49.028255462646484, 20.194635391235352 49.028007507324219, 20.194353103637695 49.027736663818359, 20.193866729736328 49.027000427246094, 20.193717956542969 49.026710510253906, 20.193605422973633 49.026416778564453, 20.193553924560547 49.026161193847656, 20.193588256835938 49.025978088378906, 20.193796157836914 49.02532958984375, 20.193994522094727 49.02496337890625, 20.194202423095703 49.024444580078125, 20.194232940673828 49.024368286132812, 20.194377899169922 49.024070739746094, 20.194549560546875 49.02386474609375, 20.194648742675781 49.023689270019531, 20.194648742675781 49.023513793945312, 20.194601058959961 49.023273468017578, 20.194528579711914 49.023193359375, 20.194301605224609 49.0231819152832, 20.194189071655273 49.023143768310547, 20.1937255859375 49.022861480712891, 20.193441390991211 49.022747039794922, 20.193254470825195 49.022624969482422, 20.193172454833984 49.022586822509766, 20.192964553833008 49.022380828857422, 20.192710876464844 49.0220947265625, 20.192638397216797 49.022029876708984, 20.192586898803711 49.021938323974609, 20.192560195922852 49.021656036376953, 20.192556381225586 49.021411895751953, 20.192481994628906 49.0211067199707, 20.192449569702148 49.020782470703125, 20.192516326904297 49.020503997802734, 20.192560195922852 49.020317077636719, 20.192556381225586 49.020179748535156, 20.192628860473633 49.019916534423828, 20.192724227905273 49.019550323486328, 20.192859649658203 49.018901824951172, 20.192888259887695 49.018848419189453, 20.192989349365234 49.018692016601562, 20.193197250366211 49.018466949462891, 20.193248748779297 49.018348693847656, 20.193248748779297 49.018192291259766, 20.193172454833984 49.01800537109375, 20.193023681640625 49.017807006835938, 20.192901611328125 49.017669677734375, 20.192625045776367 49.017425537109375, 20.192464828491211 49.017341613769531, 20.192104339599609 49.017227172851562, 20.191436767578125 49.017063140869141, 20.19091796875 49.016925811767578, 20.190710067749023 49.016830444335938, 20.190303802490234 49.01666259765625, 20.190053939819336 49.016597747802734, 20.189796447753906 49.016513824462891, 20.189613342285156 49.016403198242188, 20.189298629760742 49.016216278076172, 20.188665390014648 49.0157470703125, 20.188610076904297 49.015716552734375, 20.188335418701172 49.015552520751953, 20.188209533691406 49.015518188476562, 20.188146591186523 49.015483856201172, 20.187543869018555 49.0151481628418, 20.187286376953125 49.015010833740234, 20.18665885925293 49.014839172363281, 20.185977935791016 49.0146598815918, 20.18547248840332 49.014545440673828, 20.185232162475586 49.014518737792969, 20.184806823730469 49.0145378112793, 20.1844482421875 49.014602661132812, 20.184167861938477 49.014640808105469, 20.183895111083984 49.014621734619141, 20.183691024780273 49.01458740234375, 20.183521270751953 49.0145149230957, 20.183389663696289 49.014362335205078, 20.1832218170166 49.01416015625, 20.183000564575195 49.014022827148438, 20.182661056518555 49.013851165771484, 20.182384490966797 49.013767242431641, 20.182033538818359 49.013690948486328, 20.181514739990234 49.013679504394531, 20.181175231933594 49.013591766357422, 20.180927276611328 49.013519287109375, 20.180511474609375 49.0133171081543, 20.180343627929688 49.013263702392578, 20.180212020874023 49.013263702392578, 20.180124282836914 49.013290405273438, 20.179960250854492 49.013343811035156, 20.179492950439453 49.013397216796875, 20.179277420043945 49.013450622558594, 20.178768157958984 49.013771057128906, 20.178489685058594 49.013900756835938, 20.177894592285156 49.014244079589844, 20.177364349365234 49.014362335205078, 20.177101135253906 49.014339447021484, 20.176795959472656 49.014312744140625, 20.176584243774414 49.014324188232422, 20.176290512084961 49.014251708984375, 20.175985336303711 49.014251708984375)"
165293485,,track,,,"LINESTRING (20.205814361572266 49.033203125, 20.205423355102539 49.033248901367188, 20.204338073730469 49.033424377441406, 20.203403472900391 49.033603668212891, 20.202278137207031 49.033840179443359, 20.202060699462891 49.03387451171875, 20.201681137084961 49.033866882324219, 20.200994491577148 49.033809661865234, 20.198688507080078 49.03387451171875, 20.197610855102539 49.034130096435547, 20.196355819702148 49.034439086914062, 20.195600509643555 49.034675598144531, 20.194721221923828 49.034984588623047, 20.193819046020508 49.035312652587891, 20.192955017089844 49.03558349609375, 20.192697525024414 49.035614013671875, 20.19244384765625 49.03558349609375, 20.191198348999023 49.035129547119141, 20.190803527832031 49.035007476806641, 20.19029426574707 49.034934997558594, 20.189680099487305 49.034942626953125, 20.187219619750977 49.0351676940918, 20.185747146606445 49.035285949707031, 20.184885025024414 49.035377502441406, 20.183544158935547 49.035629272460938, 20.18290901184082 49.035911560058594, 20.182424545288086 49.036079406738281, 20.18231201171875 49.036113739013672, 20.181985855102539 49.036113739013672, 20.181310653686523 49.036052703857422, 20.179952621459961 49.035934448242188, 20.17889404296875 49.035861968994141, 20.178628921508789 49.035911560058594, 20.178396224975586 49.035987854003906, 20.178382873535156 49.036087036132812, 20.178417205810547 49.036224365234375, 20.178646087646484 49.036361694335938, 20.179233551025391 49.036796569824219, 20.179502487182617 49.037250518798828, 20.179534912109375 49.037418365478516, 20.179569244384766 49.037601470947266, 20.179550170898438 49.03765869140625, 20.179450988769531 49.0379524230957, 20.179084777832031 49.038459777832031, 20.1789493560791 49.038612365722656, 20.1785831451416 49.039012908935547, 20.178117752075195 49.039287567138672, 20.177421569824219 49.039524078369141, 20.177181243896484 49.039649963378906, 20.176897048950195 49.040000915527344, 20.176654815673828 49.040191650390625, 20.1763916015625 49.0402717590332, 20.175878524780273 49.040225982666016, 20.174741744995117 49.040088653564453, 20.174278259277344 49.040035247802734, 20.173786163330078 49.039882659912109, 20.170816421508789 49.038135528564453, 20.170269012451172 49.038009643554688, 20.169692993164062 49.037910461425781, 20.169551849365234 49.037834167480469, 20.169477462768555 49.037727355957031, 20.169576644897461 49.037296295166016, 20.169538497924805 49.037124633789062, 20.169460296630859 49.037055969238281, 20.169326782226562 49.037017822265625, 20.16914176940918 49.037055969238281, 20.16893196105957 49.037181854248047, 20.168672561645508 49.037227630615234, 20.166959762573242 49.036880493164062, 20.166820526123047 49.036811828613281, 20.16668701171875 49.036617279052734, 20.166702270507812 49.036323547363281, 20.166851043701172 49.035854339599609, 20.166906356811523 49.035602569580078, 20.166786193847656 49.034954071044922, 20.166568756103516 49.035453796386719, 20.166467666625977 49.0356330871582, 20.166366577148438 49.035816192626953)"
168241336,Záhradná,residential,,,"LINESTRING (20.216194152832031 49.060600280761719, 20.216262817382812 49.060401916503906, 20.216259002685547 49.06024169921875, 20.216245651245117 49.059360504150391, 20.216194152832031 49.0582275390625, 20.216047286987305 49.057823181152344, 20.215934753417969 49.057548522949219, 20.215614318847656 49.056610107421875, 20.215248107910156 49.056667327880859)"
168241337,Komenského,residential,,2,"LINESTRING (20.207853317260742 49.059871673583984, 20.207990646362305 49.059181213378906, 20.208003997802734 49.059116363525391)"
168241338,Nábrežie Jána Pavla II,residential,,1,"LINESTRING (20.2098331451416 49.05401611328125, 20.209558486938477 49.054153442382812, 20.209260940551758 49.054286956787109, 20.208988189697266 49.054489135742188, 20.208929061889648 49.054515838623047, 20.208385467529297 49.054767608642578, 20.207658767700195 49.054931640625, 20.207263946533203 49.054988861083984, 20.207046508789062 49.055019378662109, 20.205745697021484 49.055057525634766, 20.205141067504883 49.055061340332031, 20.204986572265625 49.0550537109375)"
168241339,Komenského,residential,,3,"LINESTRING (20.207637786865234 49.060565948486328, 20.207748413085938 49.06024169921875)"
168241340,Komenského,residential,yes,2,"LINESTRING (20.208194732666016 49.058696746826172, 20.208284378051758 49.058506011962891, 20.208469390869141 49.058032989501953, 20.208583831787109 49.057735443115234, 20.208600997924805 49.057697296142578, 20.2086181640625 49.057651519775391)"
178064978,,living_street,,,"LINESTRING (20.141328811645508 49.0927619934082, 20.141359329223633 49.092769622802734, 20.141613006591797 49.092849731445312, 20.142551422119141 49.093173980712891)"
179194532,,track,,,"LINESTRING (20.138702392578125 49.083786010742188, 20.138530731201172 49.084014892578125, 20.137468338012695 49.0848274230957, 20.136390686035156 49.085441589355469, 20.135553359985352 49.085765838623047, 20.134561538696289 49.086147308349609, 20.134185791015625 49.086223602294922, 20.133913040161133 49.086223602294922, 20.13353157043457 49.086109161376953, 20.133230209350586 49.085979461669922, 20.132759094238281 49.085674285888672, 20.132181167602539 49.085620880126953, 20.132045745849609 49.085605621337891, 20.131069183349609 49.085720062255859, 20.12962532043457 49.085468292236328, 20.128902435302734 49.085235595703125, 20.127700805664062 49.0850944519043, 20.127023696899414 49.085048675537109, 20.126333236694336 49.085060119628906, 20.125732421875 49.085128784179688, 20.124320983886719 49.085170745849609, 20.123945236206055 49.085220336914062, 20.122243881225586 49.0859260559082, 20.121906280517578 49.086139678955078, 20.121000289916992 49.086990356445312, 20.120586395263672 49.087486267089844, 20.120222091674805 49.087787628173828, 20.120012283325195 49.088417053222656)"
179194538,,track,,,"LINESTRING (20.120012283325195 49.088417053222656, 20.119922637939453 49.088691711425781, 20.11979866027832 49.0888786315918, 20.119573593139648 49.089096069335938, 20.119316101074219 49.089393615722656)"
179194543,,track,,,"LINESTRING (20.142410278320312 49.082691192626953, 20.142227172851562 49.082683563232422, 20.142044067382812 49.08270263671875, 20.141727447509766 49.082756042480469, 20.141298294067383 49.082843780517578, 20.140886306762695 49.082916259765625, 20.140472412109375 49.083072662353516, 20.1402530670166 49.083179473876953, 20.140069961547852 49.08331298828125, 20.139835357666016 49.0834846496582, 20.13972282409668 49.083545684814453, 20.139507293701172 49.083595275878906, 20.1392879486084 49.083663940429688, 20.13905143737793 49.083824157714844, 20.138879776000977 49.083999633789062, 20.138669967651367 49.084175109863281, 20.138525009155273 49.084327697753906, 20.138483047485352 49.084354400634766, 20.138402938842773 49.084407806396484, 20.138246536254883 49.084514617919922, 20.138059616088867 49.084629058837891, 20.137914657592773 49.084724426269531, 20.137752532958984 49.084774017333984, 20.137468338012695 49.0848274230957)"
179195219,,primary,,,"LINESTRING (20.118898391723633 49.072303771972656, 20.117694854736328 49.072444915771484)"
179195220,,track,,,"LINESTRING (20.136350631713867 49.092002868652344, 20.1352596282959 49.092460632324219, 20.133735656738281 49.09326171875)"
179195221,,track,,,"LINESTRING (20.11860466003418 49.07177734375, 20.118434906005859 49.071998596191406, 20.118589401245117 49.072383880615234, 20.118801116943359 49.072490692138672, 20.119295120239258 49.072456359863281, 20.119840621948242 49.072383880615234, 20.120077133178711 49.072349548339844, 20.120731353759766 49.072216033935547, 20.12226676940918 49.071956634521484, 20.123554229736328 49.071704864501953, 20.124948501586914 49.071346282958984, 20.125892639160156 49.071090698242188, 20.126718521118164 49.070816040039062, 20.127212524414062 49.070682525634766, 20.127597808837891 49.070632934570312, 20.1278133392334 49.070720672607422, 20.128242492675781 49.071083068847656, 20.129390716552734 49.072158813476562, 20.130430221557617 49.073200225830078, 20.130672454833984 49.073398590087891, 20.131298065185547 49.073921203613281)"
179195222,,primary,,,"LINESTRING (20.117694854736328 49.072444915771484, 20.0939998626709 49.077808380126953, 20.083366394042969 49.080249786376953, 20.081064224243164 49.080734252929688, 20.080841064453125 49.080787658691406, 20.076032638549805 49.081874847412109)"
179195223,,track,,,"LINESTRING (20.118061065673828 49.072792053222656, 20.118425369262695 49.0727424621582, 20.118423461914062 49.072731018066406, 20.118747711181641 49.0726318359375, 20.119058609008789 49.072616577148438, 20.119422912597656 49.072574615478516, 20.119787216186523 49.0724983215332, 20.120023727416992 49.072456359863281, 20.120077133178711 49.072349548339844)"
185570895,,service,,,"LINESTRING (20.142513275146484 49.071750640869141, 20.142173767089844 49.07171630859375, 20.142011642456055 49.071681976318359, 20.141908645629883 49.071578979492188, 20.141530990600586 49.071182250976562, 20.141496658325195 49.071170806884766, 20.141422271728516 49.071197509765625, 20.141302108764648 49.071308135986328, 20.141195297241211 49.071426391601562, 20.141088485717773 49.071514129638672, 20.1407527923584 49.071784973144531, 20.140584945678711 49.071880340576172, 20.140514373779297 49.0718994140625)"
185570896,,residential,,,"LINESTRING (20.13848876953125 49.075626373291016, 20.138040542602539 49.075508117675781, 20.13770866394043 49.075355529785156, 20.137435913085938 49.075298309326172, 20.136880874633789 49.075244903564453, 20.136075973510742 49.075164794921875, 20.135334014892578 49.075126647949219, 20.134355545043945 49.07489013671875, 20.133678436279297 49.074676513671875, 20.133501052856445 49.074588775634766)"
185750009,,footway,,,"LINESTRING (20.140922546386719 49.064422607421875, 20.140712738037109 49.064517974853516, 20.1393985748291 49.064926147460938)"
185750011,,service,,,"LINESTRING (20.139184951782227 49.065597534179688, 20.13972282409668 49.066261291503906, 20.139858245849609 49.066303253173828, 20.140399932861328 49.066261291503906, 20.141042709350586 49.0660514831543, 20.141239166259766 49.066356658935547)"
185750012,,footway,,,"LINESTRING (20.139751434326172 49.065391540527344, 20.1394100189209 49.065502166748047, 20.139453887939453 49.0655632019043)"
185750013,Kúpele,unclassified,,,"LINESTRING (20.141862869262695 49.064071655273438, 20.141305923461914 49.064281463623047, 20.140922546386719 49.064422607421875, 20.140575408935547 49.064361572265625, 20.139459609985352 49.064178466796875, 20.138296127319336 49.064201354980469, 20.137653350830078 49.0643424987793, 20.1367130279541 49.064655303955078, 20.136260986328125 49.064857482910156, 20.135501861572266 49.065006256103516, 20.134792327880859 49.065105438232422, 20.13398551940918 49.06524658203125, 20.133285522460938 49.065475463867188, 20.132633209228516 49.06591796875, 20.131742477416992 49.0665397644043)"
185750014,,footway,,,"LINESTRING (20.1393985748291 49.064926147460938, 20.139751434326172 49.065391540527344)"
191136201,,service,yes,,"LINESTRING (20.172901153564453 49.0663948059082, 20.173667907714844 49.066165924072266, 20.174251556396484 49.065921783447266, 20.174747467041016 49.065750122070312, 20.175336837768555 49.065605163574219, 20.176021575927734 49.065433502197266, 20.176311492919922 49.065353393554688, 20.177017211914062 49.065280914306641, 20.177818298339844 49.065216064453125)"
194072267,Kapitána Nálepku,residential,,2,"LINESTRING (20.200790405273438 49.059524536132812, 20.203775405883789 49.059501647949219, 20.204460144042969 49.059566497802734, 20.20648193359375 49.059764862060547, 20.207853317260742 49.059871673583984, 20.208211898803711 49.059906005859375, 20.212997436523438 49.060317993164062, 20.214635848999023 49.060462951660156, 20.216194152832031 49.060600280761719, 20.216920852661133 49.060684204101562, 20.217025756835938 49.060825347900391, 20.217103958129883 49.060981750488281, 20.217060089111328 49.061481475830078, 20.217048645019531 49.061592102050781)"
199338212,Obrancov mieru,residential,,,"LINESTRING (20.248908996582031 49.0456657409668, 20.248916625976562 49.045883178710938, 20.248983383178711 49.0460205078125, 20.249078750610352 49.046112060546875)"
199339513,Budovateľská,residential,,,"LINESTRING (20.254045486450195 49.049362182617188, 20.254339218139648 49.048866271972656, 20.254587173461914 49.04833984375, 20.254568099975586 49.048194885253906, 20.254484176635742 49.048069000244141, 20.25239372253418 49.046363830566406, 20.251485824584961 49.045692443847656, 20.250469207763672 49.044940948486328)"
199339514,Cintorínska,residential,,,"LINESTRING (20.247457504272461 49.048458099365234, 20.248508453369141 49.0485725402832, 20.249320983886719 49.0486946105957, 20.249908447265625 49.048789978027344, 20.250505447387695 49.0489616394043, 20.2510929107666 49.049148559570312, 20.251819610595703 49.049503326416016, 20.252408981323242 49.050003051757812, 20.252918243408203 49.050209045410156, 20.253049850463867 49.050239562988281, 20.253480911254883 49.050342559814453, 20.254281997680664 49.050540924072266)"
199339515,Družstevná,residential,,,"LINESTRING (20.241437911987305 49.047187805175781, 20.241510391235352 49.045963287353516, 20.241422653198242 49.044528961181641, 20.241260528564453 49.043502807617188, 20.240913391113281 49.042877197265625, 20.240447998046875 49.042186737060547)"
199339517,Mlynská,residential,,,"LINESTRING (20.252187728881836 49.048427581787109, 20.252206802368164 49.0484619140625, 20.252603530883789 49.048824310302734, 20.253053665161133 49.049358367919922, 20.253124237060547 49.049541473388672, 20.253208160400391 49.049606323242188, 20.253442764282227 49.049667358398438, 20.253637313842773 49.049736022949219, 20.253747940063477 49.049755096435547, 20.253883361816406 49.049747467041016, 20.254718780517578 49.050128936767578, 20.255363464355469 49.050437927246094, 20.256019592285156 49.050884246826172)"
199339518,Mládeže,residential,,,"LINESTRING (20.248184204101562 49.043319702148438, 20.248556137084961 49.043731689453125)"
199339519,Mládeže,residential,,,"LINESTRING (20.247489929199219 49.044212341308594, 20.248556137084961 49.043731689453125, 20.249412536621094 49.044605255126953)"
199339520,Okružná,residential,,,"LINESTRING (20.24114990234375 49.047183990478516, 20.24114990234375 49.04730224609375, 20.241199493408203 49.047470092773438, 20.24131965637207 49.047588348388672, 20.241411209106445 49.047683715820312, 20.241514205932617 49.047698974609375)"
199339521,Osloboditeľov,residential,,,"LINESTRING (20.246988296508789 49.047237396240234, 20.246244430541992 49.047306060791016, 20.245382308959961 49.0472412109375, 20.243061065673828 49.047168731689453, 20.242006301879883 49.047183990478516, 20.241437911987305 49.047187805175781, 20.241298675537109 49.047191619873047)"
199339522,Osloboditeľov,residential,,,"LINESTRING (20.248228073120117 49.047157287597656, 20.248350143432617 49.047195434570312, 20.248918533325195 49.047321319580078, 20.249004364013672 49.047348022460938, 20.249347686767578 49.047451019287109, 20.2501163482666 49.047687530517578, 20.25044059753418 49.047794342041016)"
199339523,Podhrádok,residential,,,"LINESTRING (20.252761840820312 49.044105529785156, 20.252912521362305 49.044136047363281, 20.254804611206055 49.045654296875)"
199339524,Pokroku,residential,,,"LINESTRING (20.253522872924805 49.046073913574219, 20.251516342163086 49.044548034667969)"
