Id, Rail Type, Bridge, Geometry
87427482,rail,,"LINESTRING (17.290817260742188 49.578769683837891, 17.291097640991211 49.578830718994141, 17.291318893432617 49.578899383544922, 17.291723251342773 49.579032897949219, 17.292018890380859 49.579124450683594, 17.292375564575195 49.579242706298828, 17.292478561401367 49.579277038574219, 17.293046951293945 49.579460144042969, 17.2938289642334 49.579715728759766)"
87427484,rail,,"LINESTRING (17.288394927978516 49.579696655273438, 17.28864860534668 49.579540252685547, 17.28912353515625 49.579242706298828, 17.289138793945312 49.579231262207031, 17.289432525634766 49.579044342041016, 17.289791107177734 49.578815460205078, 17.289886474609375 49.578758239746094, 17.290178298950195 49.578575134277344, 17.290294647216797 49.5785026550293, 17.290735244750977 49.578227996826172, 17.291027069091797 49.578029632568359, 17.291233062744141 49.577835083007812, 17.291322708129883 49.577743530273438, 17.291391372680664 49.577659606933594, 17.291713714599609 49.577091217041016, 17.291769027709961 49.576992034912109, 17.291904449462891 49.576755523681641, 17.292015075683594 49.576534271240234, 17.292369842529297 49.575874328613281, 17.292396545410156 49.575824737548828, 17.292510986328125 49.575611114501953, 17.292568206787109 49.575492858886719, 17.292594909667969 49.575424194335938, 17.292629241943359 49.575336456298828, 17.292688369750977 49.575088500976562, 17.29277229309082 49.574562072753906, 17.292821884155273 49.574115753173828, 17.292854309082031 49.573711395263672, 17.2928466796875 49.573337554931641, 17.292854309082031 49.572944641113281, 17.292871475219727 49.572494506835938, 17.292900085449219 49.572338104248047, 17.292947769165039 49.57220458984375, 17.293024063110352 49.572055816650391, 17.293069839477539 49.571941375732422, 17.293107986450195 49.571819305419922, 17.293125152587891 49.571689605712891, 17.293123245239258 49.571582794189453, 17.293113708496094 49.571491241455078, 17.293075561523438 49.571338653564453, 17.293008804321289 49.571174621582031, 17.29286003112793 49.570964813232422, 17.292728424072266 49.570770263671875, 17.292646408081055 49.570636749267578, 17.292598724365234 49.570499420166016, 17.29255485534668 49.570308685302734, 17.292558670043945 49.570049285888672)"
87427486,rail,,"LINESTRING (17.290178298950195 49.578575134277344, 17.289892196655273 49.5787239074707, 17.289768218994141 49.578777313232422, 17.289705276489258 49.578804016113281, 17.289596557617188 49.578842163085938, 17.289430618286133 49.578899383544922, 17.289260864257812 49.578933715820312, 17.289083480834961 49.578964233398438, 17.288925170898438 49.578983306884766, 17.288717269897461 49.5789909362793, 17.288503646850586 49.578987121582031, 17.288291931152344 49.5789680480957, 17.288141250610352 49.578945159912109, 17.2879581451416 49.578910827636719, 17.287754058837891 49.578853607177734, 17.287511825561523 49.578765869140625, 17.286283493041992 49.578277587890625)"
87427490,rail,,"LINESTRING (17.28864860534668 49.579540252685547, 17.288875579833984 49.579421997070312, 17.289077758789062 49.5793342590332, 17.289133071899414 49.579311370849609, 17.289287567138672 49.579254150390625, 17.289499282836914 49.579185485839844, 17.289772033691406 49.579120635986328, 17.290061950683594 49.579051971435547, 17.290319442749023 49.579002380371094, 17.290506362915039 49.5789794921875, 17.290708541870117 49.578964233398438, 17.290948867797852 49.578960418701172, 17.291164398193359 49.578971862792969, 17.291347503662109 49.578987121582031, 17.291584014892578 49.579025268554688, 17.291709899902344 49.579051971435547, 17.291765213012695 49.579063415527344, 17.292018890380859 49.579124450683594, 17.292407989501953 49.579219818115234, 17.292499542236328 49.579250335693359, 17.293861389160156 49.579689025878906)"
87427494,rail,,"LINESTRING (17.286991119384766 49.581382751464844, 17.287210464477539 49.581108093261719, 17.287435531616211 49.580894470214844, 17.287576675415039 49.5807991027832, 17.287675857543945 49.580738067626953, 17.287845611572266 49.580650329589844, 17.288402557373047 49.580352783203125)"
87433721,rail,,"LINESTRING (17.291769027709961 49.576992034912109, 17.291934967041016 49.576580047607422, 17.292068481445312 49.5762825012207, 17.292243957519531 49.575965881347656, 17.292331695556641 49.575809478759766, 17.292448043823242 49.575595855712891, 17.292501449584961 49.575485229492188, 17.292549133300781 49.575366973876953, 17.292593002319336 49.575225830078125, 17.292613983154297 49.575115203857422, 17.292667388916016 49.574886322021484, 17.2927188873291 49.5747184753418, 17.29277229309082 49.574562072753906)"
87433739,rail,,"LINESTRING (17.290128707885742 49.566940307617188, 17.290294647216797 49.566577911376953, 17.2907657623291 49.565559387207031, 17.291196823120117 49.564624786376953, 17.291671752929688 49.5635871887207, 17.292106628417969 49.562648773193359, 17.292144775390625 49.562564849853516, 17.2926082611084 49.561557769775391, 17.293058395385742 49.560585021972656, 17.293426513671875 49.559783935546875)"
87443443,rail,,"LINESTRING (17.29277229309082 49.569438934326172, 17.292558670043945 49.570049285888672, 17.29241943359375 49.570476531982422, 17.292362213134766 49.570583343505859, 17.292173385620117 49.5709342956543, 17.292013168334961 49.571243286132812, 17.29188346862793 49.571556091308594, 17.291854858398438 49.5716552734375, 17.291849136352539 49.571769714355469, 17.291866302490234 49.5718879699707, 17.291921615600586 49.5720329284668, 17.292001724243164 49.572166442871094, 17.292081832885742 49.572280883789062, 17.292201995849609 49.572422027587891, 17.292362213134766 49.572566986083984, 17.292453765869141 49.572647094726562, 17.292562484741211 49.572761535644531, 17.292636871337891 49.572849273681641, 17.292703628540039 49.572948455810547, 17.292810440063477 49.573184967041016, 17.2928466796875 49.573337554931641)"
87585860,abandoned,,"LINESTRING (17.280075073242188 49.581268310546875, 17.280427932739258 49.582782745361328)"
87595420,rail,,"LINESTRING (17.25030517578125 49.539585113525391, 17.250181198120117 49.539901733398438, 17.2499942779541 49.540317535400391, 17.249521255493164 49.541389465332031, 17.249038696289062 49.5424690246582, 17.248403549194336 49.543899536132812, 17.247947692871094 49.544921875, 17.247480392456055 49.545963287353516, 17.247043609619141 49.546943664550781, 17.246536254882812 49.548080444335938, 17.246322631835938 49.548561096191406, 17.246189117431641 49.548873901367188, 17.24608039855957 49.549144744873047, 17.245962142944336 49.549461364746094, 17.245878219604492 49.549709320068359)"
88298002,tram,,"LINESTRING (17.2539005279541 49.596763610839844, 17.253774642944336 49.596847534179688, 17.2536678314209 49.596916198730469, 17.253629684448242 49.596939086914062, 17.253482818603516 49.5970458984375)"
88298003,tram,,"LINESTRING (17.256092071533203 49.59674072265625, 17.255613327026367 49.596630096435547, 17.255168914794922 49.596622467041016, 17.254823684692383 49.596626281738281)"
88298007,tram,,"LINESTRING (17.2558650970459 49.596572875976562, 17.255630493164062 49.596519470214844, 17.255155563354492 49.596527099609375, 17.254825592041016 49.596565246582031)"
88298009,tram,,"LINESTRING (17.254772186279297 49.596591949462891, 17.254608154296875 49.596599578857422)"
88298011,tram,,"LINESTRING (17.253984451293945 49.596809387207031, 17.253887176513672 49.597118377685547)"
88298012,tram,,"LINESTRING (17.256078720092773 49.596771240234375, 17.255607604980469 49.596660614013672, 17.255168914794922 49.596645355224609, 17.254899978637695 49.596649169921875)"
88298014,tram,,"LINESTRING (17.254030227661133 49.596904754638672, 17.253971099853516 49.597133636474609)"
88298016,tram,,"LINESTRING (17.254125595092773 49.596500396728516, 17.254037857055664 49.596511840820312, 17.253925323486328 49.596614837646484)"
88298019,tram,,"LINESTRING (17.25391960144043 49.596641540527344, 17.253984451293945 49.596809387207031, 17.254030227661133 49.596904754638672, 17.254068374633789 49.59698486328125, 17.254045486450195 49.5971565246582)"
88298020,tram,,"LINESTRING (17.253774642944336 49.596847534179688, 17.253704071044922 49.597087860107422)"
88298022,tram,,"LINESTRING (17.254899978637695 49.596649169921875, 17.254823684692383 49.596626281738281, 17.254608154296875 49.596599578857422)"
88298023,tram,,"LINESTRING (17.256069183349609 49.596706390380859, 17.255617141723633 49.596588134765625, 17.255157470703125 49.596591949462891, 17.254823684692383 49.596626281738281)"
88298024,tram,,"LINESTRING (17.2536678314209 49.596916198730469, 17.253597259521484 49.597068786621094)"
88298025,tram,,"LINESTRING (17.255762100219727 49.596508026123047, 17.255590438842773 49.596477508544922, 17.255146026611328 49.59649658203125, 17.254825592041016 49.596565246582031, 17.254772186279297 49.596591949462891)"
88298026,tram,,"LINESTRING (17.254608154296875 49.596599578857422, 17.254125595092773 49.596500396728516, 17.253879547119141 49.596481323242188)"
88298027,tram,,"LINESTRING (17.255918502807617 49.596626281738281, 17.255626678466797 49.5965576171875, 17.255159378051758 49.5965576171875, 17.254772186279297 49.596591949462891)"
88298028,tram,,"LINESTRING (17.256065368652344 49.5968017578125, 17.255825042724609 49.596744537353516, 17.255599975585938 49.596687316894531, 17.255170822143555 49.596672058105469, 17.254899978637695 49.596649169921875)"
89141043,rail,,"LINESTRING (17.264499664306641 49.579963684082031, 17.266218185424805 49.579208374023438, 17.266702651977539 49.578998565673828, 17.266910552978516 49.578926086425781, 17.26708984375 49.578880310058594, 17.267246246337891 49.578849792480469, 17.267431259155273 49.578823089599609, 17.267629623413086 49.578807830810547, 17.267820358276367 49.578804016113281, 17.268028259277344 49.578815460205078, 17.268238067626953 49.578838348388672, 17.268363952636719 49.578861236572266, 17.268552780151367 49.578903198242188, 17.268743515014648 49.578960418701172, 17.268892288208008 49.579021453857422, 17.26909065246582 49.5791130065918, 17.269327163696289 49.579265594482422, 17.269502639770508 49.579418182373047, 17.2696533203125 49.579563140869141, 17.26991081237793 49.579826354980469)"
89141063,rail,,"LINESTRING (17.264091491699219 49.581584930419922, 17.264358520507812 49.581008911132812, 17.264438629150391 49.580863952636719, 17.264537811279297 49.580730438232422, 17.264640808105469 49.580615997314453, 17.264772415161133 49.58050537109375, 17.264926910400391 49.580379486083984, 17.265096664428711 49.580276489257812, 17.265268325805664 49.580184936523438, 17.266618728637695 49.579586029052734, 17.266998291015625 49.579418182373047, 17.267194747924805 49.579341888427734, 17.267410278320312 49.579288482666016, 17.267620086669922 49.579242706298828, 17.267862319946289 49.579216003417969, 17.268095016479492 49.579208374023438, 17.26835823059082 49.5792121887207, 17.268592834472656 49.579242706298828, 17.268808364868164 49.579280853271484, 17.269161224365234 49.579380035400391, 17.269392013549805 49.579483032226562, 17.26959228515625 49.579593658447266, 17.269767761230469 49.579715728759766, 17.26991081237793 49.579826354980469, 17.27015495300293 49.580059051513672, 17.270595550537109 49.5804328918457)"
89153244,platform,,"LINEARRING (17.262006759643555 49.589626312255859, 17.261985778808594 49.589618682861328, 17.261978149414062 49.5896110534668, 17.261989593505859 49.589599609375, 17.262002944946289 49.589599609375, 17.262228012084961 49.589626312255859, 17.262615203857422 49.589672088623047, 17.262863159179688 49.589702606201172, 17.262851715087891 49.589729309082031, 17.262441635131836 49.589679718017578, 17.262006759643555 49.589626312255859)"
89153246,platform,,"LINEARRING (17.262029647827148 49.589553833007812, 17.26201057434082 49.589546203613281, 17.262002944946289 49.589534759521484, 17.262016296386719 49.589523315429688, 17.262058258056641 49.589527130126953, 17.262428283691406 49.589576721191406, 17.262868881225586 49.589622497558594, 17.262861251831055 49.589649200439453, 17.262596130371094 49.589618682861328, 17.262361526489258 49.589591979980469, 17.262029647827148 49.589553833007812)"
89559476,rail,,"LINESTRING (17.269847869873047 49.587150573730469, 17.269670486450195 49.587215423583984, 17.269126892089844 49.587417602539062, 17.268823623657227 49.587520599365234, 17.268436431884766 49.587661743164062, 17.268098831176758 49.587760925292969, 17.267791748046875 49.587844848632812, 17.267522811889648 49.587909698486328, 17.267295837402344 49.587955474853516, 17.267105102539062 49.587978363037109, 17.266927719116211 49.587997436523438, 17.266139984130859 49.588058471679688, 17.265567779541016 49.58807373046875)"
89559480,rail,,"LINESTRING (17.265983581542969 49.587997436523438, 17.265483856201172 49.5880012512207, 17.264955520629883 49.587993621826172)"
89559481,rail,,"LINESTRING (17.266075134277344 49.588115692138672, 17.2663516998291 49.5881233215332, 17.266611099243164 49.5881233215332, 17.266862869262695 49.588104248046875, 17.267242431640625 49.588054656982422, 17.267444610595703 49.5880241394043, 17.267684936523438 49.587982177734375, 17.267892837524414 49.587932586669922, 17.268075942993164 49.587882995605469, 17.268291473388672 49.587806701660156, 17.268587112426758 49.587703704833984, 17.268941879272461 49.587577819824219, 17.269577026367188 49.587348937988281)"
89559482,rail,,"LINESTRING (17.267446517944336 49.587055206298828, 17.268442153930664 49.587230682373047, 17.268850326538086 49.587295532226562, 17.268989562988281 49.587299346923828, 17.269163131713867 49.587295532226562, 17.26936149597168 49.5872802734375, 17.269460678100586 49.587257385253906, 17.269670486450195 49.587215423583984)"
89560098,rail,,"LINESTRING (17.264572143554688 49.587944030761719, 17.264675140380859 49.587955474853516, 17.264955520629883 49.587993621826172, 17.265567779541016 49.58807373046875, 17.265848159790039 49.588104248046875, 17.266075134277344 49.588115692138672, 17.266523361206055 49.588092803955078, 17.26689338684082 49.588058471679688, 17.267318725585938 49.587997436523438, 17.2675724029541 49.587959289550781, 17.267757415771484 49.587917327880859, 17.267915725708008 49.5878791809082, 17.268075942993164 49.58782958984375, 17.268455505371094 49.58770751953125, 17.268957138061523 49.5875244140625, 17.26927375793457 49.587409973144531, 17.269859313964844 49.587196350097656)"
89562627,rail,,"LINESTRING (17.276611328125 49.58343505859375, 17.276342391967773 49.583477020263672, 17.27617073059082 49.583515167236328, 17.275941848754883 49.583580017089844)"
89562628,rail,,"LINESTRING (17.278926849365234 49.585487365722656, 17.279233932495117 49.585655212402344, 17.279476165771484 49.585819244384766)"
89562633,rail,,"LINESTRING (17.28101921081543 49.587360382080078, 17.280961990356445 49.587722778320312, 17.280876159667969 49.58819580078125, 17.280847549438477 49.588302612304688)"
89562636,rail,,"LINESTRING (17.278514862060547 49.583614349365234, 17.278732299804688 49.583686828613281, 17.278953552246094 49.583774566650391, 17.279132843017578 49.5838508605957, 17.279335021972656 49.583961486816406, 17.279487609863281 49.584053039550781, 17.279632568359375 49.584156036376953, 17.279767990112305 49.584262847900391, 17.279886245727539 49.584377288818359, 17.279991149902344 49.5844841003418, 17.280082702636719 49.5845947265625, 17.280166625976562 49.584720611572266, 17.280239105224609 49.584842681884766, 17.280302047729492 49.584980010986328, 17.280357360839844 49.58514404296875, 17.280391693115234 49.585292816162109, 17.280406951904297 49.58544921875, 17.28040885925293 49.585563659667969, 17.280403137207031 49.585666656494141, 17.280384063720703 49.585838317871094, 17.280351638793945 49.586124420166016, 17.280326843261719 49.586338043212891, 17.28026008605957 49.586906433105469)"
89562640,rail,,"LINESTRING (17.277021408081055 49.5847282409668, 17.277639389038086 49.5849723815918, 17.277795791625977 49.585037231445312, 17.278781890869141 49.585426330566406, 17.278926849365234 49.585487365722656, 17.279237747192383 49.585624694824219, 17.279403686523438 49.5857048034668, 17.279548645019531 49.585788726806641, 17.2796573638916 49.585861206054688, 17.279827117919922 49.586009979248047, 17.279932022094727 49.586116790771484, 17.280029296875 49.586246490478516, 17.280132293701172 49.586402893066406, 17.280179977416992 49.586502075195312, 17.280216217041016 49.586593627929688, 17.280244827270508 49.586738586425781, 17.28026008605957 49.586906433105469, 17.280254364013672 49.586982727050781, 17.280214309692383 49.587306976318359)"
89562641,rail,,"LINESTRING (17.278875350952148 49.585517883300781, 17.279001235961914 49.585590362548828, 17.2791805267334 49.5857048034668, 17.279304504394531 49.585807800292969, 17.279409408569336 49.585910797119141, 17.279491424560547 49.586013793945312, 17.279596328735352 49.586174011230469, 17.279693603515625 49.586406707763672, 17.279878616333008 49.586837768554688)"
89562642,disused,,"LINESTRING (17.28053092956543 49.586532592773438, 17.280582427978516 49.586158752441406, 17.280612945556641 49.585849761962891)"
89562643,rail,,"LINESTRING (17.282316207885742 49.584529876708984, 17.282011032104492 49.585205078125, 17.281471252441406 49.586372375488281, 17.281345367431641 49.586669921875, 17.28101921081543 49.587360382080078, 17.280858993530273 49.587722778320312, 17.280696868896484 49.588092803955078, 17.280666351318359 49.588172912597656)"
89612057,rail,,"LINESTRING (17.244787216186523 49.587039947509766, 17.245405197143555 49.586727142333984, 17.245893478393555 49.586483001708984, 17.246036529541016 49.5864143371582, 17.2462215423584 49.586341857910156, 17.2464599609375 49.586265563964844, 17.246732711791992 49.5861930847168, 17.247299194335938 49.586051940917969, 17.247541427612305 49.586002349853516, 17.247810363769531 49.585952758789062, 17.248218536376953 49.585899353027344)"
89612060,dismantled,,"LINESTRING (17.244972229003906 49.5870475769043, 17.245475769042969 49.586788177490234, 17.245834350585938 49.586612701416016, 17.24604606628418 49.586505889892578, 17.246242523193359 49.586433410644531, 17.24647331237793 49.586353302001953, 17.246784210205078 49.586269378662109, 17.24736213684082 49.586124420166016, 17.247537612915039 49.586082458496094, 17.247772216796875 49.586044311523438, 17.248226165771484 49.585983276367188)"
89612062,rail,,"LINESTRING (17.243936538696289 49.587467193603516, 17.24444580078125 49.587211608886719, 17.244787216186523 49.587039947509766, 17.245054244995117 49.586864471435547, 17.245466232299805 49.586650848388672, 17.245866775512695 49.586444854736328, 17.246145248413086 49.586318969726562, 17.24639892578125 49.586231231689453, 17.2467041015625 49.586158752441406, 17.247255325317383 49.586013793945312, 17.247550964355469 49.585956573486328, 17.247753143310547 49.5859260559082, 17.247951507568359 49.585910797119141, 17.248218536376953 49.585899353027344, 17.24879264831543 49.585872650146484)"
89612065,rail,,"LINESTRING (17.244541168212891 49.587039947509766, 17.245061874389648 49.586814880371094, 17.245466232299805 49.586650848388672)"
89612066,rail,,"LINESTRING (17.27015495300293 49.580059051513672, 17.270685195922852 49.580600738525391)"
89612073,rail,,"LINESTRING (17.244558334350586 49.587078094482422, 17.245054244995117 49.586864471435547)"
89612886,rail,,"LINESTRING (17.241060256958008 49.594814300537109, 17.241073608398438 49.594570159912109, 17.241098403930664 49.594394683837891, 17.241275787353516 49.593650817871094, 17.241352081298828 49.5933837890625, 17.241472244262695 49.593097686767578)"
89655494,tram,,"LINESTRING (17.24101448059082 49.595527648925781, 17.241052627563477 49.595375061035156, 17.241062164306641 49.595344543457031, 17.241096496582031 49.595294952392578, 17.241138458251953 49.595252990722656, 17.241218566894531 49.5952033996582, 17.2413272857666 49.595161437988281, 17.241445541381836 49.595134735107422, 17.241533279418945 49.595130920410156)"
89658280,tram,,"LINESTRING (17.240726470947266 49.596450805664062, 17.24078369140625 49.596317291259766, 17.240869522094727 49.596054077148438, 17.240985870361328 49.595577239990234)"
95523787,rail,,"LINESTRING (17.352245330810547 49.594291687011719, 17.351657867431641 49.5943717956543, 17.351306915283203 49.594429016113281, 17.351007461547852 49.594463348388672, 17.350685119628906 49.594490051269531, 17.350364685058594 49.5944938659668, 17.350019454956055 49.594482421875, 17.3496150970459 49.594448089599609, 17.349321365356445 49.594406127929688, 17.349035263061523 49.594352722167969, 17.348672866821289 49.594276428222656, 17.345129013061523 49.593559265136719, 17.343496322631836 49.593231201171875, 17.343183517456055 49.593154907226562, 17.342624664306641 49.593002319335938, 17.342189788818359 49.592876434326172)"
95523788,rail,,"LINESTRING (17.384820938110352 49.604812622070312, 17.38421630859375 49.604648590087891, 17.383604049682617 49.604511260986328, 17.376235961914062 49.603034973144531, 17.375640869140625 49.602912902832031)"
95523791,rail,,"LINESTRING (17.389656066894531 49.607917785644531, 17.389020919799805 49.607547760009766)"
95523794,rail,,"LINESTRING (17.351652145385742 49.594333648681641, 17.351070404052734 49.594333648681641, 17.35075569152832 49.5943489074707, 17.350471496582031 49.594356536865234, 17.350147247314453 49.594356536865234, 17.349880218505859 49.594337463378906, 17.349647521972656 49.594314575195312, 17.349214553833008 49.5942497253418, 17.348300933837891 49.594066619873047, 17.345184326171875 49.593437194824219, 17.343364715576172 49.593070983886719, 17.342620849609375 49.592964172363281)"
95523795,rail,,"LINESTRING (17.343364715576172 49.593070983886719, 17.342199325561523 49.59283447265625)"
95523798,rail,,"LINESTRING (17.375055313110352 49.602798461914062, 17.375640869140625 49.602912902832031, 17.376018524169922 49.603023529052734, 17.37635612487793 49.603107452392578, 17.383750915527344 49.604587554931641, 17.384532928466797 49.604789733886719, 17.38496208190918 49.604942321777344, 17.385383605957031 49.605106353759766, 17.385671615600586 49.605243682861328, 17.386157989501953 49.605499267578125, 17.386489868164062 49.605686187744141, 17.386823654174805 49.605922698974609, 17.389656066894531 49.607917785644531, 17.389945983886719 49.608116149902344, 17.392826080322266 49.610153198242188, 17.39311408996582 49.610393524169922, 17.393354415893555 49.610637664794922, 17.393634796142578 49.610977172851562, 17.393865585327148 49.611312866210938, 17.394138336181641 49.611824035644531, 17.394954681396484 49.613346099853516, 17.395156860351562 49.613773345947266, 17.395336151123047 49.614151000976562)"
95523800,rail,,"LINESTRING (17.386489868164062 49.605686187744141, 17.386188507080078 49.605472564697266, 17.385896682739258 49.605274200439453, 17.385658264160156 49.605140686035156, 17.385345458984375 49.605010986328125, 17.384820938110352 49.604812622070312, 17.384462356567383 49.604682922363281, 17.384050369262695 49.604549407958984, 17.383577346801758 49.604438781738281, 17.380374908447266 49.603797912597656)"
95523802,rail,,"LINESTRING (17.390453338623047 49.608554840087891, 17.389945983886719 49.608116149902344)"
95523804,rail,,"LINESTRING (17.351657867431641 49.5943717956543, 17.351282119750977 49.594409942626953, 17.350959777832031 49.594429016113281, 17.350671768188477 49.594444274902344, 17.350362777709961 49.594448089599609, 17.350025177001953 49.594436645507812, 17.349636077880859 49.594402313232422, 17.349342346191406 49.5943603515625, 17.349063873291016 49.594310760498047, 17.348688125610352 49.59423828125, 17.34515380859375 49.593521118164062, 17.343166351318359 49.593116760253906, 17.342624664306641 49.593002319335938)"
95610629,rail,,"LINESTRING (17.294679641723633 49.604629516601562, 17.295658111572266 49.604446411132812, 17.296049118041992 49.604400634765625)"
95610633,rail,,"LINESTRING (17.285198211669922 49.604366302490234, 17.285907745361328 49.6045036315918, 17.28660774230957 49.604640960693359, 17.288557052612305 49.605026245117188, 17.289426803588867 49.605216979980469, 17.289724349975586 49.605266571044922, 17.290081024169922 49.60528564453125, 17.290304183959961 49.605281829833984, 17.29054069519043 49.605262756347656, 17.290800094604492 49.605232238769531, 17.293130874633789 49.604953765869141, 17.294759750366211 49.604759216308594, 17.295089721679688 49.604728698730469, 17.295490264892578 49.604717254638672)"
95610634,rail,,"LINESTRING (17.296058654785156 49.604473114013672, 17.294679641723633 49.604629516601562, 17.292112350463867 49.604930877685547, 17.291858673095703 49.604976654052734, 17.291580200195312 49.605049133300781, 17.291105270385742 49.605175018310547, 17.290800094604492 49.605232238769531, 17.290191650390625 49.605350494384766)"
95610641,rail,,"LINESTRING (17.302026748657227 49.600151062011719, 17.302148818969727 49.60125732421875, 17.302131652832031 49.6014518737793, 17.302097320556641 49.601577758789062, 17.302051544189453 49.601711273193359, 17.301975250244141 49.601840972900391, 17.301897048950195 49.6019401550293, 17.301639556884766 49.602226257324219, 17.301071166992188 49.602989196777344, 17.300714492797852 49.603385925292969, 17.300477981567383 49.6036491394043, 17.300315856933594 49.603801727294922, 17.300138473510742 49.603919982910156, 17.299970626831055 49.604022979736328, 17.29975700378418 49.604122161865234, 17.299360275268555 49.604251861572266, 17.299108505249023 49.604312896728516, 17.298803329467773 49.6043701171875)"
95610643,rail,,"LINESTRING (17.301176071166992 49.602985382080078, 17.300714492797852 49.603385925292969)"
95610646,rail,,"LINESTRING (17.301639556884766 49.602226257324219, 17.301349639892578 49.602512359619141, 17.300758361816406 49.603145599365234)"
95610650,rail,,"LINESTRING (17.302230834960938 49.600849151611328, 17.302286148071289 49.6014289855957, 17.302272796630859 49.601585388183594, 17.302234649658203 49.601726531982422, 17.302167892456055 49.601875305175781, 17.302103042602539 49.601966857910156, 17.3019962310791 49.602108001708984, 17.301176071166992 49.602985382080078, 17.300336837768555 49.603878021240234)"
95610651,rail,,"LINESTRING (17.295658111572266 49.604446411132812, 17.294580459594727 49.604572296142578)"
95610653,rail,,"LINESTRING (17.295021057128906 49.604999542236328, 17.293222427368164 49.6052131652832, 17.290760040283203 49.605506896972656, 17.290182113647461 49.605575561523438, 17.289970397949219 49.6055908203125, 17.289474487304688 49.605613708496094)"
95632516,rail,,"LINESTRING (17.333703994750977 49.591533660888672, 17.333498001098633 49.591278076171875, 17.33338737487793 49.591087341308594, 17.333280563354492 49.590854644775391)"
95632517,rail,,"LINESTRING (17.279796600341797 49.60235595703125, 17.28009033203125 49.602680206298828)"
95632528,rail,,"LINESTRING (17.340011596679688 49.5923957824707, 17.340404510498047 49.592445373535156, 17.341806411743164 49.592620849609375, 17.343002319335938 49.5927734375)"
95632530,rail,,"LINESTRING (17.280017852783203 49.6021728515625, 17.279899597167969 49.601848602294922, 17.279706954956055 49.601547241210938, 17.278337478637695 49.599342346191406, 17.277885437011719 49.5986328125, 17.277650833129883 49.598381042480469)"
95632534,rail,,"LINESTRING (17.337875366210938 49.592391967773438, 17.337268829345703 49.592464447021484, 17.33697509765625 49.592487335205078, 17.336727142333984 49.592483520507812, 17.336454391479492 49.592475891113281, 17.336139678955078 49.592472076416016, 17.3358154296875 49.592460632324219, 17.335386276245117 49.592453002929688, 17.335115432739258 49.592437744140625, 17.334903717041016 49.5924186706543, 17.334680557250977 49.592384338378906, 17.334506988525391 49.592342376708984, 17.334203720092773 49.5922737121582, 17.334001541137695 49.592239379882812, 17.33381462097168 49.592216491699219, 17.3336238861084 49.592208862304688, 17.33344841003418 49.592201232910156, 17.331939697265625 49.592277526855469)"
95632535,rail,,"LINESTRING (17.277481079101562 49.598388671875, 17.277631759643555 49.598651885986328, 17.278097152709961 49.599411010742188, 17.279468536376953 49.601608276367188, 17.28009033203125 49.602607727050781, 17.280271530151367 49.602878570556641, 17.28040885925293 49.603069305419922, 17.280563354492188 49.603252410888672)"
95632539,rail,,"LINESTRING (17.279706954956055 49.601547241210938, 17.279600143432617 49.601242065429688, 17.278844833374023 49.60003662109375, 17.278348922729492 49.599250793457031)"
95632540,rail,,"LINESTRING (17.3358154296875 49.592460632324219, 17.335538864135742 49.592433929443359, 17.335323333740234 49.592403411865234, 17.335063934326172 49.592342376708984, 17.334867477416992 49.592292785644531, 17.334674835205078 49.592220306396484, 17.334505081176758 49.5921516418457, 17.334331512451172 49.592063903808594, 17.334207534790039 49.591987609863281, 17.334047317504883 49.591884613037109, 17.33392333984375 49.591777801513672, 17.333816528320312 49.591670989990234, 17.333703994750977 49.591533660888672, 17.333551406860352 49.591274261474609, 17.333457946777344 49.591102600097656, 17.333406448364258 49.590988159179688, 17.33336067199707 49.590835571289062, 17.333160400390625 49.589218139648438)"
95632541,rail,,"LINESTRING (17.340959548950195 49.592475891113281, 17.341300964355469 49.592514038085938, 17.341892242431641 49.592586517333984)"
95632542,rail,,"LINESTRING (17.277376174926758 49.598148345947266, 17.277481079101562 49.598388671875, 17.277563095092773 49.598625183105469, 17.277664184570312 49.59893798828125)"
95632543,rail,,"LINESTRING (17.289113998413086 49.60565185546875, 17.288894653320312 49.605697631835938, 17.28868293762207 49.605754852294922, 17.288427352905273 49.6058349609375, 17.288200378417969 49.605930328369141, 17.28803825378418 49.606010437011719, 17.287897109985352 49.606094360351562, 17.287752151489258 49.606197357177734, 17.287652969360352 49.606277465820312, 17.287538528442383 49.606388092041016, 17.287435531616211 49.606494903564453, 17.28736686706543 49.606590270996094, 17.287313461303711 49.6066780090332, 17.287267684936523 49.606769561767578, 17.287220001220703 49.606884002685547, 17.287181854248047 49.607002258300781, 17.287160873413086 49.607147216796875, 17.28715705871582 49.607261657714844, 17.287166595458984 49.607387542724609, 17.287212371826172 49.607608795166016, 17.287288665771484 49.607830047607422, 17.2873592376709 49.6080436706543, 17.287368774414062 49.608074188232422, 17.287405014038086 49.608299255371094, 17.287700653076172 49.609306335449219)"
