id, road_name, road_type, one_way, lanes, bridge, geometry
5200651,,service,,,,"LINESTRING (17.228370666503906 49.574485778808594, 17.228282928466797 49.574481964111328, 17.228218078613281 49.574470520019531, 17.228193283081055 49.5744514465332, 17.228187561035156 49.574424743652344)"
5200652,,service,,,,"LINESTRING (17.229246139526367 49.574214935302734, 17.228672027587891 49.574684143066406)"
5200654,,service,,,,"LINESTRING (17.229408264160156 49.574295043945312, 17.229246139526367 49.574214935302734, 17.229063034057617 49.574127197265625, 17.229036331176758 49.574111938476562, 17.228885650634766 49.574039459228516, 17.22871208190918 49.573951721191406)"
5200655,,service,,,,"LINESTRING (17.229732513427734 49.573787689208984, 17.229833602905273 49.573833465576172, 17.229898452758789 49.573867797851562)"
5200656,Horní lán,tertiary,,,,"LINESTRING (17.23259162902832 49.575054168701172, 17.233064651489258 49.574893951416016, 17.23310661315918 49.574878692626953, 17.2338809967041 49.574672698974609, 17.234102249145508 49.574619293212891, 17.234292984008789 49.574569702148438, 17.234674453735352 49.574470520019531, 17.23491096496582 49.574417114257812)"
5200657,,service,,,,"LINESTRING (17.234292984008789 49.574569702148438, 17.234184265136719 49.574325561523438, 17.234001159667969 49.574001312255859, 17.233976364135742 49.573955535888672, 17.233831405639648 49.573898315429688, 17.233633041381836 49.573814392089844, 17.233608245849609 49.573806762695312, 17.233478546142578 49.573753356933594, 17.233261108398438 49.573631286621094, 17.233110427856445 49.5735969543457, 17.232942581176758 49.5736198425293, 17.232568740844727 49.573680877685547, 17.232177734375 49.573745727539062, 17.232112884521484 49.573757171630859)"
5200671,,service,,,,"LINESTRING (17.225353240966797 49.574527740478516, 17.225240707397461 49.574558258056641, 17.225162506103516 49.574535369873047, 17.225069046020508 49.574489593505859, 17.224893569946289 49.574386596679688, 17.224807739257812 49.5743408203125, 17.224685668945312 49.574275970458984, 17.224533081054688 49.574184417724609)"
5200676,,service,,,,"LINESTRING (17.228885650634766 49.574039459228516, 17.228370666503906 49.574485778808594)"
5200677,,service,,,,"LINESTRING (17.22871208190918 49.573951721191406, 17.228605270385742 49.574047088623047, 17.228208541870117 49.574375152587891, 17.228187561035156 49.574424743652344)"
5200679,,service,,,,"LINESTRING (17.229782104492188 49.574199676513672, 17.230325698852539 49.573722839355469)"
5200684,,service,,,,"LINESTRING (17.229732513427734 49.573787689208984, 17.229206085205078 49.573528289794922)"
5200685,,service,,,,"LINESTRING (17.229597091674805 49.573905944824219, 17.229072570800781 49.573654174804688)"
5200686,,service,,,,"LINESTRING (17.230073928833008 49.573516845703125, 17.229990005493164 49.573558807373047, 17.229867935180664 49.57366943359375, 17.229732513427734 49.573787689208984, 17.22968864440918 49.573825836181641, 17.229597091674805 49.573905944824219)"
5200690,,service,,,,"LINESTRING (17.226207733154297 49.573600769042969, 17.226028442382812 49.5737419128418, 17.225736618041992 49.5735969543457, 17.225446701049805 49.573448181152344, 17.225351333618164 49.573398590087891, 17.225038528442383 49.573234558105469, 17.224721908569336 49.573051452636719, 17.224946975708008 49.572910308837891)"
5201009,Sadová,residential,,,,"LINESTRING (17.198511123657227 49.613334655761719, 17.198661804199219 49.6135139465332, 17.198810577392578 49.613700866699219)"
5201015,Bassova,residential,,,,"LINESTRING (17.197595596313477 49.614902496337891, 17.197536468505859 49.614780426025391, 17.197429656982422 49.614608764648438, 17.197280883789062 49.614456176757812, 17.197134017944336 49.614276885986328, 17.19685173034668 49.613925933837891)"
5233814,EXIT 33,motorway_link,no,1,,"LINESTRING (17.176286697387695 49.533164978027344, 17.176338195800781 49.533351898193359, 17.176364898681641 49.533432006835938, 17.1763858795166 49.53350830078125, 17.176393508911133 49.533584594726562, 17.176395416259766 49.533668518066406, 17.176387786865234 49.533737182617188, 17.176370620727539 49.5338020324707, 17.176342010498047 49.533851623535156, 17.176301956176758 49.533901214599609, 17.176252365112305 49.5339469909668, 17.176185607910156 49.533992767333984, 17.176122665405273 49.534030914306641, 17.17603874206543 49.5340690612793, 17.175956726074219 49.534095764160156, 17.175861358642578 49.534126281738281, 17.17572021484375 49.534152984619141)"
5233815,,tertiary,,,yes,"LINESTRING (17.174034118652344 49.533252716064453, 17.174781799316406 49.5332145690918)"
5367093,,residential,,,,"LINESTRING (17.163022994995117 49.586746215820312, 17.163028717041016 49.586841583251953, 17.163051605224609 49.587226867675781)"
5367095,,track,,,,"LINESTRING (17.169301986694336 49.606590270996094, 17.168792724609375 49.606571197509766, 17.164772033691406 49.605972290039062, 17.159574508666992 49.605190277099609, 17.1540470123291 49.6043701171875, 17.150302886962891 49.603813171386719, 17.150060653686523 49.603782653808594, 17.149803161621094 49.603755950927734, 17.149547576904297 49.603752136230469, 17.147121429443359 49.603878021240234, 17.145984649658203 49.603939056396484, 17.142894744873047 49.604049682617188)"
5548220,Lipenská,primary,yes,2,,"LINESTRING (17.290676116943359 49.590145111083984, 17.290594100952148 49.590145111083984, 17.289770126342773 49.590160369873047, 17.289218902587891 49.590084075927734, 17.288764953613281 49.589942932128906, 17.288021087646484 49.589717864990234, 17.287839889526367 49.58966064453125)"
5548222,,footway,,,,"LINESTRING (17.298999786376953 49.597850799560547, 17.298238754272461 49.5980110168457)"
5548225,,service,,,,"LINEARRING (17.298538208007812 49.599258422851562, 17.298551559448242 49.599315643310547, 17.298515319824219 49.599300384521484, 17.298484802246094 49.599296569824219, 17.298452377319336 49.599296569824219, 17.298425674438477 49.599296569824219, 17.298385620117188 49.599308013916016, 17.298255920410156 49.599338531494141, 17.296812057495117 49.599624633789062, 17.296773910522461 49.599636077880859, 17.2967472076416 49.599651336669922, 17.296724319458008 49.599666595458984, 17.296712875366211 49.599681854248047, 17.296701431274414 49.599693298339844, 17.29669189453125 49.5997200012207, 17.296689987182617 49.599750518798828, 17.296653747558594 49.599632263183594, 17.296609878540039 49.599529266357422, 17.296628952026367 49.599552154541016, 17.296648025512695 49.599563598632812, 17.296670913696289 49.599575042724609, 17.296695709228516 49.599582672119141, 17.296724319458008 49.599590301513672, 17.29676628112793 49.599590301513672, 17.296798706054688 49.599586486816406, 17.296897888183594 49.599567413330078, 17.296953201293945 49.599346160888672, 17.297941207885742 49.599140167236328, 17.298036575317383 49.59912109375, 17.298141479492188 49.599102020263672, 17.298242568969727 49.599079132080078, 17.29832649230957 49.599277496337891, 17.298374176025391 49.599269866943359, 17.298412322998047 49.599258422851562, 17.298454284667969 49.5992431640625, 17.298488616943359 49.599224090576172, 17.29852294921875 49.599189758300781, 17.298538208007812 49.599258422851562)"
5548228,U cihelny,tertiary,,,,"LINESTRING (17.329025268554688 49.616489410400391, 17.32905387878418 49.616119384765625, 17.329191207885742 49.615257263183594, 17.329204559326172 49.615150451660156, 17.329200744628906 49.615039825439453, 17.32917594909668 49.614921569824219, 17.329156875610352 49.6148681640625, 17.32908821105957 49.6147346496582, 17.328777313232422 49.614189147949219, 17.328655242919922 49.613910675048828, 17.328632354736328 49.613845825195312, 17.328540802001953 49.61358642578125, 17.328361511230469 49.613094329833984, 17.328140258789062 49.612506866455078, 17.327974319458008 49.612037658691406)"
5549526,Velkomoravská,primary,yes,2,,"LINESTRING (17.270050048828125 49.584003448486328, 17.268611907958984 49.583480834960938, 17.267856597900391 49.583259582519531, 17.267097473144531 49.583065032958984, 17.265754699707031 49.582767486572266)"
5549528,,primary,yes,2,yes,"LINESTRING (17.263303756713867 49.582279205322266, 17.261564254760742 49.581958770751953)"
5549532,,primary_link,yes,,,"LINESTRING (17.345256805419922 49.588722229003906, 17.345163345336914 49.588737487792969, 17.344697952270508 49.588680267333984, 17.344430923461914 49.5886344909668, 17.344017028808594 49.588539123535156, 17.343484878540039 49.588356018066406, 17.341987609863281 49.587833404541016, 17.341770172119141 49.587814331054688, 17.341342926025391 49.587821960449219, 17.341238021850586 49.587776184082031)"
5658119,,track,,,,"LINESTRING (17.348276138305664 49.634346008300781, 17.348163604736328 49.63409423828125, 17.348123550415039 49.633823394775391, 17.348114013671875 49.633544921875, 17.348045349121094 49.633296966552734, 17.34794807434082 49.632831573486328, 17.347879409790039 49.632553100585938, 17.347776412963867 49.632343292236328)"
5658125,U Ovčačky,residential,,,,"LINESTRING (17.34538459777832 49.6282844543457, 17.345674514770508 49.628208160400391, 17.346202850341797 49.628139495849609, 17.346982955932617 49.6280517578125)"
5658128,Pod Hvězdou,residential,,,,"LINESTRING (17.347333908081055 49.6319694519043, 17.347122192382812 49.631866455078125, 17.346624374389648 49.6317138671875, 17.345474243164062 49.631366729736328, 17.34541130065918 49.6313362121582)"
5658134,,path,,,,"LINESTRING (17.349821090698242 49.627658843994141, 17.350761413574219 49.627529144287109, 17.35137939453125 49.6274528503418, 17.352010726928711 49.6273193359375, 17.352275848388672 49.627269744873047, 17.352376937866211 49.627273559570312, 17.352455139160156 49.627273559570312, 17.352558135986328 49.627326965332031, 17.352760314941406 49.6274528503418)"
5658138,,path,,,,"LINESTRING (17.3494930267334 49.636775970458984, 17.349346160888672 49.637012481689453, 17.34931755065918 49.6371955871582, 17.349355697631836 49.637287139892578, 17.349569320678711 49.637409210205078, 17.350059509277344 49.637733459472656, 17.350357055664062 49.637874603271484, 17.350490570068359 49.637939453125, 17.350749969482422 49.638088226318359)"
5658140,,tertiary,,,,"LINESTRING (17.365114212036133 49.639560699462891, 17.365652084350586 49.63995361328125)"
5658143,,path,,,,"LINESTRING (17.347801208496094 49.638114929199219, 17.348335266113281 49.637489318847656, 17.348426818847656 49.6373176574707, 17.348455429077148 49.637237548828125, 17.348403930664062 49.637153625488281, 17.348155975341797 49.637050628662109, 17.348098754882812 49.636955261230469, 17.348081588745117 49.636905670166016, 17.347921371459961 49.636665344238281)"
5658146,,residential,,,,"LINESTRING (17.344415664672852 49.629314422607422, 17.344575881958008 49.629302978515625, 17.344789505004883 49.6292839050293, 17.345247268676758 49.6291618347168, 17.345897674560547 49.628986358642578)"
5658149,,track,,,,"LINESTRING (17.354166030883789 49.643600463867188, 17.3530216217041 49.6444091796875, 17.351947784423828 49.645187377929688, 17.351869583129883 49.645282745361328, 17.35150146484375 49.64556884765625, 17.35108757019043 49.645828247070312, 17.350566864013672 49.646141052246094, 17.349822998046875 49.646587371826172, 17.349693298339844 49.6466178894043, 17.349124908447266 49.646720886230469, 17.348255157470703 49.646820068359375, 17.347942352294922 49.646881103515625)"
5658155,,track,,,,"LINESTRING (17.35150146484375 49.64556884765625, 17.351625442504883 49.645565032958984, 17.351770401000977 49.645626068115234)"
5658159,Radíkovská,tertiary,,,,"LINESTRING (17.344415664672852 49.629314422607422, 17.344715118408203 49.629356384277344, 17.345161437988281 49.629478454589844, 17.346027374267578 49.629703521728516, 17.346475601196289 49.629817962646484)"
5658162,Darwinova,residential,,,,"LINESTRING (17.343669891357422 49.633396148681641, 17.343584060668945 49.6330680847168)"
5658165,,path,,,,"LINESTRING (17.352245330810547 49.633857727050781, 17.352046966552734 49.633926391601562, 17.35174560546875 49.634078979492188, 17.351543426513672 49.634246826171875, 17.351451873779297 49.634426116943359, 17.35133171081543 49.634483337402344, 17.351015090942383 49.634666442871094, 17.350456237792969 49.634925842285156, 17.35011100769043 49.635101318359375, 17.349796295166016 49.635307312011719, 17.349567413330078 49.635536193847656, 17.349189758300781 49.635955810546875)"
6073009,Sokolská,residential,,,,"LINESTRING (17.251840591430664 49.596210479736328, 17.252046585083008 49.596176147460938, 17.253030776977539 49.596340179443359, 17.253879547119141 49.596481323242188)"
6119497,,service,,,,"LINESTRING (17.249374389648438 49.577003479003906, 17.248903274536133 49.577384948730469)"
6137996,Družstevní,residential,,,,"LINESTRING (17.206911087036133 49.636516571044922, 17.207235336303711 49.636501312255859, 17.207315444946289 49.636497497558594, 17.207420349121094 49.636539459228516, 17.208059310913086 49.636859893798828, 17.208707809448242 49.6371955871582, 17.209888458251953 49.637866973876953, 17.210422515869141 49.638175964355469, 17.211101531982422 49.638690948486328, 17.211448669433594 49.638969421386719)"
6137997,Berkova,residential,,,,"LINESTRING (17.202777862548828 49.637714385986328, 17.202871322631836 49.637577056884766, 17.203344345092773 49.637130737304688, 17.203964233398438 49.636516571044922, 17.204421997070312 49.636077880859375, 17.20494270324707 49.635395050048828, 17.20551872253418 49.634597778320312, 17.205780029296875 49.634273529052734, 17.206552505493164 49.633491516113281, 17.20722770690918 49.632808685302734, 17.207355499267578 49.632667541503906, 17.207414627075195 49.632568359375)"
6138006,Okružní,residential,,,,"LINESTRING (17.206502914428711 49.637111663818359, 17.20640754699707 49.637039184570312, 17.206378936767578 49.637016296386719, 17.205638885498047 49.636451721191406, 17.20549201965332 49.636383056640625, 17.20509147644043 49.636268615722656, 17.204421997070312 49.636077880859375)"
6138007,Lidická,residential,,,,"LINESTRING (17.206335067749023 49.640506744384766, 17.205860137939453 49.640235900878906, 17.205745697021484 49.640171051025391, 17.205442428588867 49.639991760253906, 17.204933166503906 49.639682769775391, 17.204347610473633 49.639347076416016, 17.203620910644531 49.638896942138672, 17.203563690185547 49.638862609863281)"
6138009,Albrechtova,residential,,,,"LINESTRING (17.204984664916992 49.638217926025391, 17.205026626586914 49.638240814208984, 17.205949783325195 49.638790130615234, 17.206371307373047 49.6390380859375, 17.206497192382812 49.639114379882812, 17.206630706787109 49.639194488525391, 17.207485198974609 49.639698028564453, 17.207801818847656 49.6398811340332, 17.208827972412109 49.640468597412109)"
6138011,Školní,residential,,,,"LINESTRING (17.208866119384766 49.638744354248047, 17.208799362182617 49.638790130615234, 17.208133697509766 49.639263153076172, 17.207485198974609 49.639698028564453, 17.206935882568359 49.640113830566406, 17.206842422485352 49.640174865722656, 17.206487655639648 49.640407562255859, 17.206335067749023 49.640506744384766)"
6138017,P. Bezruče,residential,,,,"LINESTRING (17.210668563842773 49.640151977539062, 17.21038818359375 49.640541076660156, 17.210111618041992 49.640800476074219, 17.209505081176758 49.641098022460938, 17.209131240844727 49.641231536865234, 17.208929061889648 49.6413688659668, 17.208822250366211 49.641532897949219, 17.208803176879883 49.641666412353516, 17.208778381347656 49.641811370849609, 17.208721160888672 49.641921997070312)"
6138038,nám. Osvobození,tertiary,,,,"LINESTRING (17.20965576171875 49.639240264892578, 17.209978103637695 49.639450073242188, 17.21021842956543 49.639610290527344, 17.210248947143555 49.639629364013672, 17.210275650024414 49.639640808105469, 17.210351943969727 49.639671325683594, 17.210430145263672 49.639671325683594)"
6138062,,service,,,,"LINESTRING (17.210668563842773 49.640151977539062, 17.210927963256836 49.640407562255859, 17.210996627807617 49.6403923034668, 17.211097717285156 49.640312194824219, 17.21116828918457 49.640262603759766, 17.211252212524414 49.640266418457031, 17.21136474609375 49.640289306640625, 17.211494445800781 49.640335083007812, 17.211555480957031 49.640346527099609)"
6138063,Sadová,residential,,,,"LINESTRING (17.219158172607422 49.641189575195312, 17.218513488769531 49.641437530517578, 17.216981887817383 49.642021179199219)"
6138065,Míru,residential,,,,"LINESTRING (17.217262268066406 49.639896392822266, 17.217874526977539 49.640132904052734, 17.218595504760742 49.640460968017578, 17.218828201293945 49.640522003173828, 17.219026565551758 49.640541076660156, 17.219459533691406 49.6405143737793)"
6138067,Míru,residential,,,,"LINESTRING (17.221303939819336 49.641708374023438, 17.221519470214844 49.641860961914062, 17.221794128417969 49.642070770263672, 17.22138786315918 49.642234802246094, 17.221168518066406 49.642307281494141, 17.220848083496094 49.642333984375)"
6138072,Zahradní,unclassified,,,,"LINESTRING (17.219459533691406 49.6405143737793, 17.221233367919922 49.639518737792969, 17.222209930419922 49.63897705078125)"
6138076,Míru,residential,,,,"LINESTRING (17.219572067260742 49.64056396484375, 17.220571517944336 49.641239166259766, 17.220964431762695 49.641460418701172, 17.2211856842041 49.641620635986328)"
6138080,,unclassified,,,,"LINESTRING (17.219459533691406 49.6405143737793, 17.219572067260742 49.64056396484375)"
6138086,,unclassified,,,,"LINESTRING (17.219158172607422 49.641189575195312, 17.219306945800781 49.641063690185547, 17.219411849975586 49.640937805175781)"
6138096,J. Wolkera,residential,,,,"LINESTRING (17.219158172607422 49.641189575195312, 17.21971321105957 49.641910552978516)"
6168157,,track,,,,"LINESTRING (17.169301986694336 49.606590270996094, 17.170698165893555 49.60662841796875, 17.173343658447266 49.606670379638672, 17.174385070800781 49.606674194335938, 17.175258636474609 49.606662750244141, 17.175899505615234 49.606639862060547, 17.176570892333984 49.606594085693359, 17.177577972412109 49.606483459472656, 17.179008483886719 49.606319427490234, 17.179983139038086 49.606128692626953, 17.181394577026367 49.605812072753906, 17.184043884277344 49.6052360534668)"
6168158,Sadová,residential,,,,"LINESTRING (17.200288772583008 49.613395690917969, 17.200216293334961 49.613346099853516, 17.200164794921875 49.6132698059082, 17.200077056884766 49.613239288330078, 17.199924468994141 49.613212585449219, 17.199756622314453 49.613189697265625, 17.199722290039062 49.613151550292969, 17.199623107910156 49.613044738769531, 17.19952392578125 49.612998962402344)"
6168159,,residential,,,,"LINESTRING (17.202354431152344 49.611793518066406, 17.202354431152344 49.611888885498047, 17.201946258544922 49.612739562988281, 17.201974868774414 49.612850189208984)"
6168160,Sabinova,residential,,,,"LINESTRING (17.197134017944336 49.614276885986328, 17.197166442871094 49.614215850830078, 17.197746276855469 49.614051818847656, 17.198331832885742 49.613868713378906, 17.19841194152832 49.613838195800781, 17.198810577392578 49.613700866699219)"
6168161,Jánošíkova,residential,,,,"LINESTRING (17.1949520111084 49.611621856689453, 17.19587516784668 49.612697601318359, 17.19685173034668 49.613925933837891)"
6168162,Zátiší,residential,,,,"LINESTRING (17.193704605102539 49.614036560058594, 17.193754196166992 49.613983154296875, 17.193807601928711 49.613925933837891, 17.194108963012695 49.613719940185547, 17.19587516784668 49.612697601318359)"
6168163,Zátiší,residential,,,,"LINESTRING (17.19587516784668 49.612697601318359, 17.198505401611328 49.611770629882812)"
6168165,Zahradní,residential,,,,"LINESTRING (17.198165893554688 49.611400604248047, 17.197328567504883 49.610542297363281)"
6168166,Václavkova,residential,,,,"LINESTRING (17.241750717163086 49.598625183105469, 17.240505218505859 49.598541259765625, 17.240390777587891 49.598533630371094, 17.24029541015625 49.598564147949219)"
6168167,Norská,residential,,,,"LINESTRING (17.225273132324219 49.596233367919922, 17.225254058837891 49.5963020324707, 17.2252140045166 49.596427917480469, 17.225179672241211 49.596683502197266, 17.225173950195312 49.596786499023438, 17.225177764892578 49.5968017578125, 17.225191116333008 49.596866607666016, 17.225215911865234 49.596931457519531, 17.225236892700195 49.596988677978516, 17.225299835205078 49.597152709960938, 17.225400924682617 49.5972785949707, 17.225566864013672 49.597427368164062, 17.225584030151367 49.597442626953125, 17.225828170776367 49.597637176513672, 17.226192474365234 49.597866058349609, 17.226604461669922 49.598087310791016, 17.226846694946289 49.598197937011719, 17.227128982543945 49.598312377929688, 17.2275447845459 49.598445892333984, 17.227958679199219 49.598560333251953, 17.229476928710938 49.598903656005859, 17.229814529418945 49.598976135253906, 17.229988098144531 49.599021911621094, 17.230142593383789 49.599067687988281)"
6168169,,service,,,,"LINESTRING (17.242343902587891 49.602436065673828, 17.242265701293945 49.60235595703125, 17.242099761962891 49.602218627929688)"
6168170,Vitáskova,residential,,,,"LINESTRING (17.233625411987305 49.600791931152344, 17.232828140258789 49.601230621337891)"
6168171,U kovárny,residential,,,,"LINESTRING (17.227767944335938 49.594547271728516, 17.227781295776367 49.594486236572266, 17.227916717529297 49.593906402587891, 17.228038787841797 49.593551635742188, 17.228080749511719 49.593433380126953, 17.228139877319336 49.59326171875, 17.22819709777832 49.593082427978516, 17.228235244750977 49.592975616455078)"
6168172,Cyrilometodějské náměstí,residential,,,,"LINESTRING (17.233776092529297 49.602813720703125, 17.233329772949219 49.602973937988281, 17.233121871948242 49.603050231933594, 17.232494354248047 49.603546142578125)"
6168173,Václavkova,residential,yes,,,"LINESTRING (17.241771697998047 49.598587036132812, 17.243097305297852 49.598701477050781)"
6168174,Brandlova,residential,,,,"LINESTRING (17.234819412231445 49.594200134277344, 17.234811782836914 49.594272613525391, 17.234701156616211 49.595527648925781)"
6168175,Zrinského,residential,,,,"LINESTRING (17.235450744628906 49.600700378417969, 17.234989166259766 49.601272583007812)"
6168178,Tererovo nám.,residential,,,,"LINESTRING (17.2310733795166 49.593994140625, 17.231264114379883 49.594142913818359, 17.2313289642334 49.594242095947266, 17.231363296508789 49.594318389892578, 17.2313175201416 49.594516754150391, 17.231294631958008 49.594589233398438, 17.231239318847656 49.594760894775391, 17.231176376342773 49.594955444335938, 17.231113433837891 49.595161437988281)"
6168179,Dělnická,residential,,,,"LINESTRING (17.223348617553711 49.594097137451172, 17.223388671875 49.594100952148438, 17.223833084106445 49.594146728515625, 17.224128723144531 49.594181060791016, 17.224447250366211 49.5942268371582, 17.224569320678711 49.59423828125, 17.225063323974609 49.594287872314453, 17.2261962890625 49.594394683837891, 17.227203369140625 49.5944938659668, 17.227663040161133 49.594539642333984, 17.227767944335938 49.594547271728516)"
6168181,Pešinova,residential,,,,"LINESTRING (17.233186721801758 49.602275848388672, 17.234111785888672 49.601860046386719)"
6168182,Balbínova,residential,,,,"LINESTRING (17.233467102050781 49.604518890380859, 17.233617782592773 49.604579925537109, 17.233863830566406 49.604770660400391, 17.234043121337891 49.604904174804688, 17.234457015991211 49.605197906494141, 17.234582901000977 49.6052360534668, 17.234737396240234 49.605342864990234, 17.235162734985352 49.605674743652344, 17.235319137573242 49.605796813964844, 17.235652923583984 49.605995178222656)"
6168183,Za Zlatou koulí,residential,yes,,,"LINESTRING (17.233434677124023 49.596603393554688, 17.23347282409668 49.595909118652344, 17.2336368560791 49.595409393310547)"
6168184,,residential,yes,,,"LINESTRING (17.239025115966797 49.603225708007812, 17.238828659057617 49.603641510009766)"
6168185,Matochova,residential,yes,,,"LINESTRING (17.232307434082031 49.599651336669922, 17.232217788696289 49.599689483642578, 17.2319393157959 49.599815368652344, 17.231563568115234 49.599983215332031, 17.231552124023438 49.600048065185547, 17.231603622436523 49.600093841552734, 17.231948852539062 49.600414276123047, 17.232315063476562 49.600753784179688, 17.232637405395508 49.601058959960938, 17.232828140258789 49.601230621337891)"
6168186,tř. Svornosti,residential,,,,"LINESTRING (17.228139877319336 49.59326171875, 17.228429794311523 49.593296051025391, 17.230436325073242 49.593582153320312, 17.230688095092773 49.5936164855957, 17.230932235717773 49.593647003173828, 17.231121063232422 49.593673706054688)"
6168187,Cyrilská,residential,yes,,,"LINESTRING (17.233776092529297 49.602813720703125, 17.234033584594727 49.603042602539062, 17.234851837158203 49.603485107421875)"
6168188,,service,,,,"LINESTRING (17.223152160644531 49.599777221679688, 17.22314453125 49.599822998046875, 17.223129272460938 49.599903106689453, 17.22313117980957 49.600044250488281, 17.223152160644531 49.60015869140625, 17.223154067993164 49.600170135498047, 17.223180770874023 49.600242614746094, 17.223226547241211 49.600311279296875, 17.223276138305664 49.600383758544922, 17.223323822021484 49.600460052490234, 17.223398208618164 49.600593566894531)"
6168190,Žilinská,residential,yes,,,"LINESTRING (17.236736297607422 49.595775604248047, 17.2382869720459 49.595939636230469)"
6168191,Metodějská,residential,yes,,,"LINESTRING (17.234111785888672 49.601860046386719, 17.234548568725586 49.602096557617188, 17.235784530639648 49.602760314941406)"
6168192,,residential,,,,"LINESTRING (17.231121063232422 49.593673706054688, 17.231124877929688 49.593772888183594, 17.2310733795166 49.593994140625)"
6168194,Vitáskova,residential,,,,"LINESTRING (17.232828140258789 49.601230621337891, 17.232345581054688 49.601505279541016)"
6168196,Dvořákova,residential,,,,"LINESTRING (17.236740112304688 49.5967903137207, 17.236740112304688 49.596702575683594, 17.236736297607422 49.595775604248047)"
6168198,Uhelná,pedestrian,,,,"LINESTRING (17.251346588134766 49.591876983642578, 17.251134872436523 49.59222412109375, 17.25111198425293 49.592266082763672, 17.251144409179688 49.59234619140625, 17.251194000244141 49.592380523681641)"
6168199,,residential,yes,,,"LINESTRING (17.25053596496582 49.590133666992188, 17.251354217529297 49.5896110534668)"
6168201,Legionářská,residential,,,,"LINESTRING (17.247663497924805 49.601661682128906, 17.247493743896484 49.601261138916016, 17.247358322143555 49.600944519042969, 17.247283935546875 49.600776672363281, 17.247207641601562 49.600601196289062, 17.246814727783203 49.599708557128906, 17.246437072753906 49.59881591796875, 17.246429443359375 49.598796844482422)"
6168202,Javoříčská,residential,yes,,,"LINESTRING (17.25053596496582 49.590133666992188, 17.250452041625977 49.590202331542969, 17.250299453735352 49.590339660644531, 17.249990463256836 49.590610504150391)"
6168203,Palackého,tertiary,,,,"LINESTRING (17.247314453125 49.595672607421875, 17.24726676940918 49.595680236816406, 17.247188568115234 49.595687866210938, 17.246772766113281 49.595741271972656, 17.245681762695312 49.595901489257812, 17.245397567749023 49.595928192138672)"
6168205,Aksamitova,residential,,,,"LINESTRING (17.255001068115234 49.590000152587891, 17.255561828613281 49.590602874755859)"
6168206,Palackého,tertiary,,,,"LINESTRING (17.244234085083008 49.595771789550781, 17.244314193725586 49.595790863037109, 17.244846343994141 49.595893859863281, 17.245002746582031 49.595912933349609, 17.245193481445312 49.5959358215332)"
6168207,Dobrovského,residential,,,,"LINESTRING (17.258054733276367 49.5991096496582, 17.256874084472656 49.598495483398438, 17.256412506103516 49.598407745361328)"
6168208,Uhelná,pedestrian,yes,,,"LINESTRING (17.251346588134766 49.591876983642578, 17.251501083374023 49.591709136962891, 17.251731872558594 49.591522216796875, 17.251987457275391 49.591361999511719)"
6168209,Bezručova,residential,yes,,,"LINESTRING (17.245895385742188 49.593589782714844, 17.246982574462891 49.593700408935547, 17.24725341796875 49.593727111816406, 17.24742317199707 49.593776702880859)"
6168210,Lafayettova,pedestrian,,,,"LINESTRING (17.251628875732422 49.590866088867188, 17.251760482788086 49.591049194335938, 17.251901626586914 49.59124755859375)"
6168211,,residential,,,,"LINESTRING (17.2609920501709 49.599117279052734, 17.260746002197266 49.599361419677734)"
6168212,Hrnčířská,pedestrian,yes,,,"LINESTRING (17.254222869873047 49.592014312744141, 17.254798889160156 49.591884613037109, 17.2550048828125 49.591865539550781)"
6168213,Švédská,pedestrian,,,,"LINESTRING (17.248655319213867 49.593067169189453, 17.248708724975586 49.593090057373047, 17.249416351318359 49.593391418457031, 17.249784469604492 49.593509674072266)"
6168214,Wolkerova,tertiary,yes,,,"LINESTRING (17.242597579956055 49.585636138916016, 17.242591857910156 49.586051940917969)"
6168215,tř. Spojenců,residential,yes,,,"LINESTRING (17.246726989746094 49.592044830322266, 17.246364593505859 49.592323303222656, 17.246028900146484 49.593097686767578)"
6168216,Na struze,residential,yes,,,"LINESTRING (17.255332946777344 49.600032806396484, 17.253217697143555 49.600536346435547)"
6168219,Vídeňská,residential,yes,,,"LINESTRING (17.25202751159668 49.588829040527344, 17.25139045715332 49.589061737060547, 17.250822067260742 49.589248657226562)"
6168220,Rožňavská,residential,,,,"LINESTRING (17.251026153564453 49.577167510986328, 17.2511043548584 49.5770263671875, 17.251134872436523 49.57696533203125, 17.251157760620117 49.576919555664062, 17.251222610473633 49.5767822265625, 17.251306533813477 49.576610565185547, 17.251461029052734 49.5762939453125, 17.251489639282227 49.576240539550781, 17.251537322998047 49.576152801513672, 17.251541137695312 49.576118469238281, 17.251575469970703 49.575855255126953, 17.251577377319336 49.575832366943359, 17.251621246337891 49.575607299804688, 17.251640319824219 49.575477600097656, 17.251670837402344 49.575279235839844, 17.251699447631836 49.575088500976562, 17.2517147064209 49.574985504150391)"
6168222,Remešova,residential,,,,"LINESTRING (17.252750396728516 49.589714050292969, 17.252714157104492 49.589664459228516, 17.252412796020508 49.589282989501953)"
6168224,tř. Svobody,tertiary,yes,,,"LINESTRING (17.25494384765625 49.588787078857422, 17.255058288574219 49.588737487792969, 17.255283355712891 49.58868408203125, 17.255514144897461 49.588645935058594, 17.255596160888672 49.5886344909668, 17.255691528320312 49.588615417480469, 17.255771636962891 49.588588714599609, 17.255823135375977 49.588542938232422, 17.255836486816406 49.5884895324707)"
